uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
851,992,983,981,0,36,961,991,1011,715,299,1016,1003,957,631,993,998,955,1015,1000,867
369,708,700,783,0,40,348,675,873,574,247,165,750,826,642,152,713,792,188,780,229
210,13,1304,861,0,52,965,1259,106,1635,1301,313,134,404,1308,94,464,449,128,526,155
220,30,1292,914,0,114,726,1009,61,1669,1344,198,116,333,1348,84,507,470,112,537,141
5,0,1332,596,0,130,1373,1568,4,1541,1275,388,0,181,1281,10,499,360,16,135,41
5,0,1320,606,0,205,1376,1514,4,1586,1224,249,1,151,1286,3,443,317,14,72,18
344,228,883,703,0,67,517,780,708,1378,1037,201,672,1048,1217,106,518,612,137,703,158
359,260,876,751,0,49,380,538,628,1399,1131,186,624,1071,1262,111,489,535,132,680,177
382,723,629,733,0,27,346,629,807,689,218,181,758,817,550,139,710,762,184,795,214
380,713,711,787,0,2,344,655,832,728,292,179,771,843,595,146,707,731,202,776,234
384,737,746,780,0,2,369,691,824,667,224,183,708,775,522,139,680,739,183,781,222
379,745,701,788,0,5,367,645,821,736,271,158,765,821,576,147,729,714,195,800,262
369,708,700,783,0,40,348,675,873,574,247,165,750,826,642,152,713,792,188,780,229
399,710,702,770,0,15,366,629,801,639,209,183,758,788,567,171,721,765,193,794,218
395,735,684,830,0,17,363,641,786,695,338,176,751,791,657,149,711,768,189,813,241
424,734,697,769,0,16,381,666,814,660,241,199,778,819,591,144,652,726,185,820,235
369,708,700,783,0,40,348,675,873,574,247,165,750,826,642,152,713,792,188,780,229
398,704,761,823,0,24,352,664,799,636,266,186,751,817,584,155,683,775,203,814,227
386,729,679,762,0,22,335,637,874,614,277,151,754,817,670,156,718,771,171,822,218
372,747,737,795,0,21,350,693,817,627,282,180,779,789,536,151,722,729,171,758,224
407,738,732,806,0,26,334,641,814,618,206,168,732,843,545,146,744,730,195,788,223
179,690,918,1063,0,29,139,673,1047,880,388,36,866,1106,844,30,841,1008,44,809,135
257,717,957,1109,0,38,168,825,1099,965,470,51,879,1086,955,53,885,1030,84,848,169
259,760,920,1067,0,95,205,786,1075,901,491,76,892,1096,919,64,946,1043,98,866,186
261,733,960,1099,0,56,144,735,1083,883,420,49,901,1082,834,40,914,1029,59,843,110
391,799,989,1097,0,66,350,878,1044,982,447,170,920,1077,862,119,982,945,161,838,258
261,733,960,1099,0,56,144,735,1083,883,420,49,901,1082,834,40,914,1029,59,843,110
219,767,927,1109,0,27,159,775,1123,932,453,35,933,1138,859,31,856,970,47,805,103
247,754,894,1081,0,30,201,786,1075,920,429,79,917,1097,847,89,892,1006,105,814,202
205,723,918,1078,0,30,151,744,1107,928,459,54,921,1091,886,45,835,989,60,820,139
88,609,637,1194,0,7,82,507,1157,1590,423,16,774,1092,982,13,500,1220,27,958,65
369,708,700,783,0,40,348,675,873,574,247,165,750,826,642,152,713,792,188,780,229
653,509,393,386,0,36,530,439,81,590,213,289,361,130,441,262,429,85,317,386,282
846,207,140,145,0,60,644,161,1,563,258,386,68,34,526,307,92,5,355,97,326
886,108,19,77,0,33,711,24,0,365,232,403,12,15,425,334,13,0,379,7,339
370,743,674,781,0,33,337,668,859,696,328,166,775,804,585,126,714,576,166,641,195
340,736,659,802,0,34,316,649,829,670,319,146,806,789,625,131,665,631,184,696,224
359,748,633,775,0,47,349,652,818,668,368,146,765,848,643,141,719,643,178,676,227
378,784,610,742,0,50,322,594,831,619,283,158,787,840,643,142,705,706,169,741,225
355,764,638,728,0,44,343,630,787,754,338,151,806,855,740,128,699,706,184,764,223
346,838,566,692,0,55,337,588,796,675,446,169,857,911,806,145,710,741,179,780,246
