uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
62507160,102882168,66507876,76494600,0,1132704,63169776,67275756,72557676,39829788,14680584,65648736,70620264,65220012,40988664,65953512,67035204,63910080,66422412,68873436,58354596
27513216,94841676,48969864,53187840,0,1268208,28982952,53338392,66134700,39222504,21969576,13037400,59133600,53658432,40626648,15031116,50542596,58589964,15130512,55353060,20165256
14561172,5830380,78035328,66250116,0,3024072,59188716,73689516,8866080,216912240,162671760,23872428,21047292,21990384,151616268,7923384,39848580,41258808,9839772,37127736,13592088
17863740,18267840,77115960,67644360,0,21900996,53021700,60020028,4439052,205242912,152114040,18381312,19081008,23886828,141159528,9495108,38601108,37341360,10204344,37848672,11914488
152316,0,86994180,42245136,0,12594312,88848612,100484172,652068,145322028,103736556,32198760,0,9882972,105560388,1406520,46839024,31073688,1100592,11418408,5835312
139716,0,83020608,46691100,0,19861920,89239680,94505220,664200,129721932,159742224,18672984,5076,13790808,166123116,594180,41367528,28692288,1447200,5991660,1569888
31954824,50686884,53016012,48892284,0,4408776,40372128,50867928,50605740,131689548,98521848,18734220,59620248,73744128,101993220,10892196,43020108,47219292,12502908,49265352,15327540
28405620,41480280,57929112,60657660,0,5165784,31955400,37135800,52734600,141687432,124203420,17216712,54634500,66162276,125944740,10375632,36765180,44084484,15871284,54454680,14347476
30293136,75080124,45894492,61418844,0,1940328,28663596,49157964,56092716,82713420,28103616,18639684,58667580,55479852,42945660,13252788,51765408,54829944,13517820,53164188,17675136
31246200,65427156,49478256,58647420,0,11952,29185920,48825504,59746680,57245076,30104424,17203140,61075152,59770620,48198960,13089348,51785748,48863268,17631216,53252640,18180216
32320656,97072200,46950408,58346568,0,11952,29876904,49156560,57402360,50576472,11277000,17768736,55332252,52684668,30859956,15065928,50462532,49500540,16534512,53292348,18265104
33735672,64865844,50384304,57603492,0,925344,31874832,51044976,65191320,68065812,17873388,14377752,59341788,57016692,47505168,13648572,53764524,49935852,19899072,56841480,20002752
27513216,94841676,48969864,53187840,0,1268208,28982952,53338392,66134700,39222504,21969576,13037400,59133600,53658432,40626648,15031116,50542596,58589964,15130512,55353060,20165256
32535396,87091380,53689032,56213316,0,620928,33595488,49525344,60511536,49283064,11761848,17100936,61081344,58198860,39849300,17649504,49132224,55726812,14161788,56430864,16806276
32498532,62768736,42373332,63562824,0,1503288,31048920,47325204,58170420,65426940,25704792,14360724,60425244,48608424,51406668,13509504,50937804,56426652,13748976,58814532,19220364
32943888,77825160,46376820,56914164,0,1882656,34360128,50404824,63606276,63797940,22953276,18827208,64130076,56087712,34674048,14037264,43331868,49781988,15539292,59475672,18355824
27513216,94841676,48969864,53187840,0,1268208,28982952,53338392,66134700,39222504,21969576,13037400,59133600,53658432,40626648,15031116,50542596,58589964,15130512,55353060,20165256
35388504,100217484,52243164,55264140,0,548784,28462104,47794356,60275232,40364568,23533704,16029576,57998880,45530928,54435348,13625460,45728172,57119004,13593024,52393248,16251948
34470108,68503860,53064000,61886304,0,355932,28508436,47824236,59392728,41104080,47510424,15303420,56948652,54993528,55076976,16735932,52736868,54730188,16962156,56018088,16138800
31017096,85850676,51058440,61220484,0,147420,31012020,52061328,58479984,91040868,22546728,16982208,59871636,55312200,37858896,13573908,50405760,54095976,15753312,53618976,18185544
34467156,74695320,51973848,51633864,0,245664,30090276,52132500,62181108,87619968,13403988,18805104,59023944,66121884,59034420,14245200,52255800,53723268,16585200,56821572,16970292
17318124,90749556,124796196,122935932,0,544608,13314996,122087484,161740836,147289212,46450368,2098404,131048748,162781920,95523912,3422808,135049716,132714864,8129808,109558908,37319400
26370864,79697700,148259340,154280916,0,1107828,21320532,138164868,151946892,120600036,38186280,14599368,128388024,117176760,116810064,28541304,147830544,154391256,17169912,96694488,21691692
57856320,69134724,155566152,146010384,0,87694884,28578204,122543748,156921876,143616708,92955780,8345556,125287092,164940120,165162204,7968888,158915124,160841772,13873536,116067780,27330876
32637816,73585260,116313120,154009296,0,45787104,22770360,111615732,153133272,151560324,102105936,6300468,118935540,151244640,132176880,7591104,139800384,143579340,7022340,84472560,26017596
