uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
414911272,414868066,415065361,411922997,217792724,89330643,422647997,422611857,420295767,413385282,339784719,422957387,421672395,416734590,388453965,422969019,422955594,413088744,422640724,414144952,414095319
415176795,414226307,414404194,410245729,328242477,60393852,421974986,421928176,420287395,413416766,306299498,422713829,422322211,416639848,346830286,421988865,422604221,412784754,422592048,415053310,415054700
414218490,414459534,413722160,412303316,210419419,259601888,422368329,422028380,420966611,416255120,400373772,422086876,421704573,419848228,407439090,421978221,422366205,411386511,422369410,414180095,414393102
414357638,414361511,413480498,411499508,324905711,215277949,422598898,422215266,420286761,419641189,406118048,421952503,421690061,419487783,406834873,422983653,422968890,412426091,423045885,413998824,414869197
414399109,414408569,414479423,183356890,125710863,311385079,422612336,422612110,403295943,403042387,395028020,422361482,404006476,402846652,395214514,422042927,422626688,411533134,422026500,413111291,414459484
412785679,413169266,412026150,241308203,137719025,253689055,422978162,422961778,390554060,384731455,368008808,422943954,404984939,397727773,384936136,422712322,422735468,410833063,422841471,413649235,414170014
414457807,414737696,413355201,388182353,281646219,77003331,422657196,422005586,421431449,420107941,279818807,422000006,422108177,420113849,387423170,422349715,422340542,412675383,422341633,413413105,414210715
414806489,414729403,414007269,407110131,357569118,213264773,422616140,422710163,420512573,416830045,383852054,422721331,422321666,419985866,396121614,422719622,422709815,413174317,422616018,414017911,414108820
414138953,414208441,414455929,412720740,319165436,101594019,422365467,421959664,420705438,417914265,378437408,422696903,421953861,402509246,393789707,422711529,422360155,412391099,422356956,413501011,414460067
414120605,414445556,413590547,411728756,321855134,99644554,422021318,421956090,420260213,408708837,320426355,421891105,422624057,417867914,357770076,422623045,422621824,412392271,422622455,414525494,413686652
414722828,414717760,414050525,411353404,261660362,70705846,422628482,422384332,420708152,412826300,270158130,422410896,422084808,399770973,367301276,422954638,422952781,412430667,422571966,414422515,414075577
414442035,414170047,414720474,411497189,316789179,69206996,422640333,422697364,420516034,404043070,345453984,422959667,422351318,412864960,370166006,422622477,421878866,412396593,421893417,414045849,414445270
415176795,414226307,414404194,410245729,328242477,60393852,421974986,421928176,420287395,413416766,306299498,422713829,422322211,416639848,346830286,421988865,422604221,412784754,422592048,415053310,415054700
414257193,414488456,413502085,412274031,319310849,102553600,422332446,422303573,420504784,384744074,303939733,422323373,422364164,417308287,372515731,422608967,422598388,412776335,422608709,414460537,415064181
415178080,415093526,414081831,408594597,305992331,68821333,422962192,422373294,420048528,412100964,336927984,422383232,421993275,412018870,368629530,422611927,422611677,412418514,422962108,413844736,415146407
414868363,415066079,413821865,410693396,263540560,126096231,422954925,422949194,420056678,405780057,332343349,422938686,422024441,418118541,381737683,422647012,422969860,412668133,422966388,413773825,414471348
415176795,414226307,414404194,410245729,328242477,60393852,421974986,421928176,420287395,413416766,306299498,422713829,422322211,416639848,346830286,421988865,422604221,412784754,422592048,415053310,415054700
414880357,415093528,414395157,411515826,260524249,54754422,422604113,422604270,420588610,410512141,267770540,422611360,422343463,418441949,367889211,422623508,422615111,412807998,422608413,414801033,414103470
414454002,414485880,414115347,412278037,300904595,52605799,422044632,422572067,420963041,414071714,321307126,422609715,422351088,414917003,351319535,422944108,422945344,412661363,422954794,414071712,415080434
415092187,415096036,414324385,412112969,331059537,118382649,423008303,422571448,419258537,404528300,298946404,422961611,422621748,417537525,353966202,422943527,422581300,413135133,422026526,414474528,414461881
