db,g,i,r,u,y,z
baseline_nexp1_v1.7_10yrs.db,24.437197909244553,23.39212658894408,24.003656374415137,23.478987006438036,21.98128771328457,22.75923597958966
baseline_nexp2_v1.7_10yrs.db,24.376372646903132,23.37212040914263,23.96962033489668,23.285472945162283,21.96922057351137,22.738654458556123
cadence_drive_gl100_gcbv1.7_10yrs.db,24.18871290263308,23.419010865477095,23.91971136708576,23.268575082778483,21.985898770893364,22.78073767567812
cadence_drive_gl100v1.7_10yrs.db,24.178702071078135,23.410262059794785,23.911479795884652,23.3004999690595,21.985418047240394,22.766698849624007
cadence_drive_gl200_gcbv1.7_10yrs.db,24.004243340229138,23.369470764300818,23.813534980979835,23.307774242220884,22.035220654999325,22.76997174934423
cadence_drive_gl200v1.7_10yrs.db,23.960503078318517,23.375819326281274,23.806138130981456,23.32115818268768,22.03970871363549,22.77294129196811
cadence_drive_gl30_gcbv1.7_10yrs.db,24.30806122731689,23.399587712535066,23.936277108147614,23.272424524084997,21.979465230591444,22.768133770366994
cadence_drive_gl30v1.7_10yrs.db,24.29880468350754,23.38160369472022,23.925941884295767,23.250682711585252,21.984173312609435,22.764579824764724
ddf_dither0.00_v1.7_10yrs.db,24.37413157607522,23.375666302904136,23.98166222369627,23.294797491924854,21.98144430808184,22.74320093737987
ddf_dither0.05_v1.7_10yrs.db,24.369984681224445,23.373142418620112,23.971411438058375,23.29247196257665,21.979196864568294,22.741689249343406
ddf_dither0.10_v1.7_10yrs.db,24.3830928847946,23.37889762051676,23.96569384648814,23.297048487062032,21.98673265311453,22.752909251644745
ddf_dither0.30_v1.7_10yrs.db,24.35970173315519,23.374937857601257,23.962124967315507,23.271870238703244,21.978485012747125,22.752464684948414
ddf_dither0.70_v1.7_10yrs.db,24.376372646903132,23.37212040914263,23.96962033489668,23.285472945162283,21.96922057351137,22.738654458556123
ddf_dither1.00_v1.7_10yrs.db,24.367206263301235,23.365593040010094,23.961408190863363,23.28445682615019,21.968039059090657,22.746149963552163
ddf_dither1.50_v1.7_10yrs.db,24.38123181562522,23.367520291061,23.96164966779608,23.292502669001145,21.96497935187378,22.750111066227827
ddf_dither2.00_v1.7_10yrs.db,24.38222299407169,23.36241020916927,23.979413811771856,23.291770541148647,21.96474975950757,22.738881100352017
euclid_dither1_v1.7_10yrs.db,24.376372646903132,23.37212040914263,23.96962033489668,23.285472945162283,21.96922057351137,22.738654458556123
euclid_dither2_v1.7_10yrs.db,24.371014386129527,23.385103440735154,23.967525390123548,23.26678830317274,21.971592642229908,22.744474743873365
euclid_dither3_v1.7_10yrs.db,24.369814344997934,23.376556029382314,23.965093464410764,23.2899804062275,21.97540192036331,22.738879587564856
euclid_dither4_v1.7_10yrs.db,24.36984069479447,23.375724307569566,23.96018553710573,23.28265534805684,21.961317499142652,22.745425651051285
euclid_dither5_v1.7_10yrs.db,24.37435069771193,23.36983060365833,23.96022443758762,23.276253763543636,21.980031499707586,22.75411593665288
footprint_0_v1.710yrs.db,24.362454920397827,23.399154149187726,23.949000158768772,23.266933460069176,21.964220051712694,22.754724261338318
footprint_1_v1.710yrs.db,24.386247280219358,23.37036212809224,23.946843427278313,23.299678867734585,21.992863262366726,22.75245244333241
footprint_2_v1.710yrs.db,24.37258107669991,23.37374465312751,23.94459668515127,23.277441412822363,21.96585709182234,22.74711013412737
footprint_3_v1.710yrs.db,24.396182507036272,23.400271002486527,23.950560612936364,23.288987870642337,21.980810017030336,22.766087454336223
footprint_4_v1.710yrs.db,24.40462873999685,23.40507242753631,23.975072277013258,23.308423994407278,21.984489034424254,22.77634871951564
footprint_5_v1.710yrs.db,24.396182507036272,23.400271002486527,23.950560612936364,23.288987870642337,21.980810017030336,22.766087454336223
footprint_6_v1.710yrs.db,24.37882644365726,23.40979649206347,23.95703810339791,23.30578709332204,21.980290738768193,22.772792705894386
footprint_7_v1.710yrs.db,24.37060882100066,23.38292737408469,23.938750361253895,23.262766877596,21.959588410093765,22.76328377894108
footprint_8_v1.710yrs.db,24.362529104869395,23.321113347432323,23.914511129001056,23.28856679596187,21.941115244696714,22.70683001000537
pair_times_11_v1.7_10yrs.db,24.391776360140053,23.399984935859866,23.988461321653812,23.298128634167767,21.991277016536724,22.76653354996956
pair_times_22_v1.7_10yrs.db,24.376372646903132,23.37212040914263,23.96962033489668,23.285472945162283,21.96922057351137,22.738654458556123
pair_times_33_v1.7_10yrs.db,24.36447395682972,23.348888265185618,23.958460807122016,23.25847001288398,21.960482736491283,22.722161936663184
pair_times_44_v1.7_10yrs.db,24.35187216379954,23.332270264361625,23.95383272689569,23.246425418678594,21.928841901973563,22.71947208149783
pair_times_55_v1.7_10yrs.db,24.32829461927701,23.33378736291058,23.933512364849143,23.257508551877912,21.905919572288557,22.711717079241907
rolling_nm_scale0.2_nslice2_v1.7_10yrs.db,24.368764440361282,23.386588478715396,23.96034783120372,23.267753598648476,21.976128365859996,22.750937869813228
rolling_nm_scale0.2_nslice3_v1.7_10yrs.db,24.37693302231235,23.38751801752386,23.96863272022102,23.29349095575306,21.978763343242868,22.713857663942573
rolling_nm_scale0.4_nslice2_v1.7_10yrs.db,24.3703570692315,23.38235374944321,23.95736654799888,23.27499660169988,21.984200059296214,22.73506204060684
rolling_nm_scale0.4_nslice3_v1.7_10yrs.db,24.400099397432324,23.356113462347572,23.971634029001944,23.293653686877608,21.970645974503377,22.730491118626333
rolling_nm_scale0.6_nslice2_v1.7_10yrs.db,24.37741269165329,23.369933044434962,23.954633125068447,23.291117112037668,21.96562234756851,22.724978825598765
rolling_nm_scale0.6_nslice3_v1.7_10yrs.db,24.363996372506328,23.36146720555179,23.95476110192126,23.27492903483266,21.966076203379586,22.72864922662066
rolling_nm_scale0.8_nslice2_v1.7_10yrs.db,24.383698304696054,23.35107958466009,23.95907810072103,23.283206949105523,21.9592107032695,22.73165563525593
rolling_nm_scale0.8_nslice3_v1.7_10yrs.db,24.349719353280157,23.35277083486698,23.959369902546122,23.271120670994826,21.978492626546377,22.718105656062548
rolling_nm_scale0.9_nslice2_v1.7_10yrs.db,24.374175539648576,23.347893533258592,23.952507377219035,23.296655003880154,21.970279971680846,22.70738886405165
rolling_nm_scale0.9_nslice3_v1.7_10yrs.db,24.37488121185251,23.3646564225201,23.956226080183605,23.274455223936116,21.972815100803874,22.71615209684897
rolling_nm_scale1.0_nslice2_v1.7_10yrs.db,24.389082664345118,23.365178657987293,23.952713459424892,23.28137452315273,21.97247849483565,22.730828112379797
rolling_nm_scale1.0_nslice3_v1.7_10yrs.db,24.374523425794514,23.344900217005705,23.94377781482917,23.272911976652217,21.974416011730277,22.694481020546306
rolling_scale0.2_nslice2_v1.7_10yrs.db,24.377824763626226,23.373711597669487,23.95916765917868,23.27093968318506,21.965453139363888,22.74280175398008
rolling_scale0.2_nslice3_v1.7_10yrs.db,24.384434481044085,23.365825820131572,23.95874054546877,23.286088153323085,21.96002580704598,22.7331569682698
rolling_scale0.4_nslice2_v1.7_10yrs.db,24.37229108371333,23.37201530244124,23.967331412778158,23.270232028171716,21.970044533973535,22.73665186852453
rolling_scale0.4_nslice3_v1.7_10yrs.db,24.37431425825509,23.36885143735688,23.950387288394182,23.284846073313055,21.954100308805945,22.732579353037373
rolling_scale0.6_nslice2_v1.7_10yrs.db,24.377824763626226,23.362035740089564,23.952060803213627,23.282080047467318,21.960020716262306,22.725967427917368
rolling_scale0.6_nslice3_v1.7_10yrs.db,24.36208220775643,23.367132330297814,23.950054688768315,23.281571981901322,21.947611127824786,22.71968477619931
rolling_scale0.8_nslice2_v1.7_10yrs.db,24.37428835190048,23.363011707493733,23.953268197232255,23.281375004746312,21.965992451395834,22.72877695405296
