uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
1734,1735,1735,1722,1495,703,2026,2029,1997,1971,1557,2031,2023,1991,1637,2030,2032,1728,2027,1732,1733
1735,1732,1733,1722,1389,516,2026,2026,2000,1976,1500,2029,2027,1991,1609,2027,2030,1728,2028,1736,1736
1732,1733,1731,1726,1501,1126,2024,2027,2002,1990,1696,2026,2023,1997,1707,2028,2028,1724,2027,1733,1734
1734,1734,1731,1720,1549,1136,2026,2029,2001,1995,1709,2027,2024,1995,1713,2030,2027,1727,2026,1733,1734
1734,1728,1734,1576,1319,1514,2027,2028,1978,1974,1703,2029,1994,1971,1706,2027,2031,1722,2027,1729,1734
1729,1726,1728,1573,1333,1484,2027,2031,1945,1943,1675,2032,1994,1953,1682,2030,2030,1724,2026,1729,1732
1733,1734,1729,1718,1454,784,2027,2025,2006,1992,1657,2026,2025,1998,1691,2028,2026,1728,2025,1730,1733
1735,1735,1732,1720,1489,905,2027,2029,2000,1985,1674,2030,2026,1996,1672,2029,2028,1728,2027,1733,1732
1733,1733,1732,1725,1464,623,2027,2027,1996,1979,1591,2029,2024,1986,1671,2029,2030,1726,2027,1731,1734
1733,1734,1731,1719,1417,556,2023,2027,1997,1961,1513,2027,2026,1992,1639,2027,2029,1726,2026,1734,1731
1735,1735,1732,1718,1383,541,2027,2029,2002,1978,1530,2029,2025,1978,1636,2030,2028,1727,2027,1732,1732
1734,1733,1734,1723,1438,537,2028,2030,2001,1958,1535,2031,2025,1985,1621,2030,2028,1726,2027,1732,1733
1735,1732,1733,1722,1389,516,2026,2026,2000,1976,1500,2029,2027,1991,1609,2027,2030,1728,2028,1736,1736
1733,1734,1730,1723,1434,658,2025,2029,1996,1964,1566,2029,2029,1992,1659,2031,2028,1727,2027,1733,1736
1734,1736,1731,1717,1361,514,2030,2030,1993,1938,1483,2030,2024,1954,1611,2028,2029,1726,2028,1731,1736
1735,1736,1732,1716,1361,575,2023,2029,1996,1960,1485,2029,2025,1983,1622,2031,2032,1727,2031,1732,1734
1735,1732,1733,1722,1389,516,2026,2026,2000,1976,1500,2029,2027,1991,1609,2027,2030,1728,2028,1736,1736
1735,1736,1732,1718,1423,621,2026,2028,2000,1970,1540,2028,2026,1992,1648,2028,2030,1727,2029,1735,1733
1733,1733,1733,1723,1394,555,2022,2028,2003,1985,1496,2029,2026,1984,1611,2032,2030,1727,2030,1733,1736
1736,1736,1734,1725,1451,549,2025,2027,2001,1952,1506,2031,2028,1991,1625,2031,2029,1729,2024,1734,1734
1731,1734,1730,1723,1451,670,2022,2029,2000,1967,1521,2028,2028,1986,1635,2031,2031,1727,2029,1735,1735
1823,1823,1823,1786,1380,622,2358,2374,2336,1974,1569,2374,2379,2012,1750,2363,2045,1812,2043,1823,1824
1822,1822,1823,1784,1422,767,2043,2046,2010,1947,1639,2044,2043,2005,1733,2044,2043,1808,2043,1824,1824
1821,1819,1821,1775,1375,720,2040,2042,2008,1941,1632,2045,2046,1999,1736,2045,2044,1808,2042,1824,1823
1824,1824,1822,1781,1413,653,2040,2044,2005,1939,1595,2041,2042,1990,1723,2044,2043,1815,2043,1824,1823
1697,1697,1697,1684,1336,661,1988,1990,1965,1926,1531,1991,1990,1963,1642,1992,1989,1697,1988,1697,1697
1824,1824,1822,1781,1413,653,2040,2044,2005,1939,1595,2041,2042,1990,1723,2044,2043,1815,2043,1824,1823
1822,1823,1822,1768,1394,629,2041,2042,2016,1946,1608,2044,2043,2012,1747,2045,2045,1808,2043,1824,1824
1822,1823,1821,1775,1409,624,2043,2042,2009,1970,1639,2043,2043,1996,1742,2046,2046,1812,2046,1823,1823
