db,g,i,r,u,y,z
baseline_nexp1_v1.7_10yrs.db,24.5279575606197,23.40412702770233,24.024738281593677,23.444371275624057,22.054725666861604,22.83220882664299
baseline_nexp2_v1.7_10yrs.db,24.477773393695564,23.3768244935221,24.034106571981457,23.285739059632288,22.007372476090204,22.82274547626976
cadence_drive_gl100_gcbv1.7_10yrs.db,24.3762835332868,23.400703712023628,23.93483607841755,23.3159707962267,22.001823166449718,22.81634908660727
cadence_drive_gl100v1.7_10yrs.db,24.347535723834085,23.392792258846377,23.913817665942783,23.279206671407874,22.02462092729882,22.763906492793673
cadence_drive_gl200_gcbv1.7_10yrs.db,24.080223563516686,23.382121247785697,23.83213768875526,23.35669674039597,21.981977465216286,22.762521565905132
cadence_drive_gl200v1.7_10yrs.db,24.044118446326248,23.388145831738353,23.830791931694677,23.362484219775233,21.975572337699937,22.809113034980122
cadence_drive_gl30_gcbv1.7_10yrs.db,24.450101228383847,23.420725560310174,24.040965083959982,23.34650976456602,22.001422542888193,22.78921032506092
cadence_drive_gl30v1.7_10yrs.db,24.42832213407739,23.436357732766258,23.992135582205844,23.302429057981357,22.002531698485864,22.796588340225576
ddf_dither0.00_v1.7_10yrs.db,24.443376263051704,23.41352496631035,23.993947880765628,23.29273171448589,21.99771733193976,22.85121833973055
ddf_dither0.05_v1.7_10yrs.db,24.507200110528878,23.439931118373813,24.013523407180752,23.348333368596897,22.025944386249066,22.84561288050524
ddf_dither0.10_v1.7_10yrs.db,24.500656432550628,23.373251439604886,24.023686607849765,23.34776517421713,22.03226613156395,22.798831433735742
ddf_dither0.30_v1.7_10yrs.db,24.449962596272915,23.426832444314204,24.03602127325298,23.31921034029866,22.02410149234663,22.835354632763973
ddf_dither0.70_v1.7_10yrs.db,24.477773393695564,23.3768244935221,24.034106571981457,23.285739059632288,22.007372476090204,22.82274547626976
ddf_dither1.00_v1.7_10yrs.db,24.50087324958516,23.426165849766903,24.014619916361326,23.310441817107794,22.040416013132557,22.83021119130147
ddf_dither1.50_v1.7_10yrs.db,24.453716348593126,23.43249431977406,24.012435433023853,23.327719526928178,22.014282870915157,22.790935131143293
ddf_dither2.00_v1.7_10yrs.db,24.509708507273356,23.41686617668146,23.97290025789814,23.320608478071378,22.012172888051147,22.837967246437387
euclid_dither1_v1.7_10yrs.db,24.477773393695564,23.3768244935221,24.034106571981457,23.285739059632288,22.007372476090204,22.82274547626976
euclid_dither2_v1.7_10yrs.db,24.446638594275925,23.426627426097586,24.003923835278457,23.3311319095011,22.012025082166797,22.81286233595565
euclid_dither3_v1.7_10yrs.db,24.455815251625644,23.360228501037817,24.007107374306354,23.281016216209018,22.020557513651475,22.815744373584845
euclid_dither4_v1.7_10yrs.db,24.51380689781928,23.411484578241875,23.98252431795898,23.32548471979782,22.032624653613137,22.81155368127233
euclid_dither5_v1.7_10yrs.db,24.4915435016512,23.425366565822287,24.015104747377006,23.29662304854997,22.004064635936686,22.81050489707148
