uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
53617860,51491088,49392072,48270456,0,1108044,49247460,53841060,54210672,30785580,14517540,47472768,56796876,45844776,36111960,47911392,49582044,44511336,47742444,50602536,47826864
20298924,26585856,28435032,29725380,0,1260252,16726716,35234172,42807132,31807440,14525136,4131612,37321740,38304900,32932872,3767148,32221764,39230748,5208516,32187816,11977344
9977508,454788,61130808,37670796,0,2945664,42381432,59127552,1257372,82542204,74135232,8253792,8978976,10673856,78362640,2008944,24631848,21292956,2468088,18681732,8035020
11894364,2224440,62900388,41555232,0,6622848,36707112,39224880,628920,86425992,83601900,6783444,8012232,8766216,85541508,2475288,22233888,21034764,3283632,15987780,8164620
44244,0,72167976,22235400,0,7766352,79430724,81208008,0,83884356,70367904,13285440,0,2779272,73557288,0,25713252,16795368,66204,3928716,2725308
46980,0,73887912,23955156,0,13185792,79002936,79842564,0,86725368,75925656,8869104,0,5817744,78819156,0,24304608,14102028,34380,1113660,635724
24273108,9032004,35661240,25777152,0,4346604,21958452,35694900,32258160,77670576,64639116,7418196,33387444,56627280,73574496,3360636,21397716,28845468,6167880,23577336,10150668
21278052,10737756,36016740,28792296,0,3574800,15751008,21876552,24316488,75125916,73677168,6576120,32348448,47433672,80932320,3617928,21961584,24340248,5426640,30484008,7552908
22941180,29895732,23860836,26686764,0,1799280,12447684,28772136,37086696,33755004,16270092,7030296,34590600,38939328,33905880,5411340,32028660,33155820,3642192,32714316,10868688
22707360,34446204,30886848,32124924,0,11952,16298100,31180176,39561696,38534112,23339052,4804704,37074564,41234940,41643216,4923972,29952576,31000680,7137288,32910264,10847268
24923088,37652184,25653780,32713704,0,11952,14693472,28922724,36354168,31666716,10105704,5103396,34702092,34568028,25130556,7199568,32420304,28195596,5604192,30133512,11084472
25204392,32245056,28737036,34567308,0,46224,13358664,29346408,41630400,36731700,15185268,6425280,36637704,38935080,29130372,5259780,32483052,33294204,7382556,32072112,10753812
20298924,26585856,28435032,29725380,0,1260252,16726716,35234172,42807132,31807440,14525136,4131612,37321740,38304900,32932872,3767148,32221764,39230748,5208516,32187816,11977344
24729084,33751692,28802232,30193236,0,620928,15948936,30558816,34678440,31927824,11321820,5117292,41642784,36995832,34722036,7075296,31895676,42583392,7336188,36294048,9974484
24387300,35229384,24204636,34850124,0,1503288,11817468,27898056,40989816,36855828,17398584,3778776,39209040,33162336,41168772,4916160,30994524,33726924,5778180,33848568,10595880
25997796,38771748,23289444,36260208,0,1882656,16577604,32658984,45205200,30210192,11950560,6799788,45944964,38149632,28935036,5206932,24822720,32349744,9404136,37006380,11899908
20298924,26585856,28435032,29725380,0,1260252,16726716,35234172,42807132,31807440,14525136,4131612,37321740,38304900,32932872,3767148,32221764,39230748,5208516,32187816,11977344
25367364,33456276,29728548,30853260,0,540828,14040432,32717376,40538628,23042880,10418868,4948704,35814636,31586724,30811284,6478488,28474848,39006756,4445100,33370560,10361520
26324784,35225856,33681312,30874140,0,347976,18243108,30452544,38481228,34504308,17534016,5316480,34965144,37255572,42012396,6528852,36973692,32990796,8385120,33091704,9832248
25547868,33474636,31104828,35353368,0,133812,15451272,31120560,40229424,27126144,17965656,5952636,38665440,38040912,31741200,3100860,32148072,37419228,4937004,32487264,10008216
28710288,38231820,31879260,26224056,0,237708,14057856,33279732,40068072,27813096,10279872,5458212,36559152,37246140,31686300,5541012,29946960,38372400,6792444,32856768,10095732
3128076,14007240,18588924,23392836,0,544608,1449432,13348836,24145704,24534648,14075316,120204,22187232,24932880,25134336,186444,14602284,20847276,267624,12707712,2570688
5417028,14685372,22111344,29545740,0,972936,1725264,18278028,25278192,22347504,10773036,321480,20155284,21597624,26545932,340812,17542548,23393412,892944,13285800,3894804
4770180,15579216,19174644,24601320,0,2569788,2332044,17626392,25211592,25482456,15270336,455328,21632580,25322796,27900792,658476,19584756,21589380,386244,11167452,3949020
5090220,14995080,19289916,27785556,0,2303028,2589372,14640876,25516368,26658576,12280896,195480,19723176,22179132,26586720,555912,18005544,19529712,505368,12964032,2315952
7254036,16090848,16924500,21940704,0,653328,3857400,14532372,23565816,27496044,12241548,1652652,20420424,24115320,24629796,1582200,17500716,19751724,1390932,14194548,4170888
5090220,14995080,19289916,27785556,0,2303028,2589372,14640876,25516368,26658576,12280896,195480,19723176,22179132,26586720,555912,18005544,19529712,505368,12964032,2315952
4456548,16429968,15012864,23213304,0,250560,2919384,15834492,22703580,20258712,8657928,85644,21193092,24115860,22428864,218880,16010928,18660960,163224,12269196,1737324
