db,uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr
baseline_v1.5_10yrs.db,17.577724198840823,2.051626887440289,16.977555092174658,0.0007837390765034353,,,24.788867468364625,7.692360246391503,0.02239491779185394,,,125.38935162045769
