uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
12,12,12,12,10,11,12,12,12,12,11,12,12,12,11,12,12,12,12,12,12
12,12,12,12,11,1,12,12,12,12,10,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,5,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,1,12,12,12,12,8,12,12,12,8,12,12,12,12,12,12
12,12,11,12,0,5,12,12,12,0,6,12,12,3,3,12,12,12,12,12,12
12,12,12,12,7,0,12,12,12,11,7,12,12,12,11,12,12,12,12,12,12
12,12,12,12,9,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,11,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,9,0,12,12,12,12,10,12,12,12,12,12,12,12,12,12,12
12,12,12,12,11,5,12,12,12,12,7,12,12,12,12,12,12,12,12,12,12
12,12,12,12,11,2,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12
12,12,12,12,3,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,11,7,12,12,12,12,8,12,12,12,8,12,12,12,12,12,12
12,12,12,12,11,1,12,12,12,12,5,12,12,12,9,12,12,12,12,12,12
12,12,12,12,10,1,12,12,12,11,2,12,12,12,12,12,12,12,12,12,12
12,12,12,12,6,0,12,12,11,10,2,12,12,11,5,12,12,12,12,12,12
12,12,12,12,8,0,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12
12,12,12,12,7,4,12,12,10,6,1,12,12,12,11,12,12,12,12,12,12
12,12,12,12,11,3,12,12,12,12,6,12,12,11,8,12,12,12,12,12,12
12,12,12,12,8,6,12,12,12,10,6,12,12,11,6,12,12,12,12,12,12
3,3,3,3,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,1,1,3,3,3,2,0,3,3,3,3,3,3,3,3,3,3
3,3,3,3,1,0,3,3,3,3,1,3,3,3,0,3,3,3,3,3,3
3,3,3,3,2,1,3,3,3,3,0,3,3,3,1,3,3,3,3,3,3
3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3
3,3,3,3,2,0,3,3,3,2,1,3,3,3,2,3,3,3,3,3,3
3,3,3,3,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12,12,12,12,4,0,12,12,12,11,9,12,12,12,12,12,12,12,12,12,12
12,12,12,12,8,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,7,1,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12
12,12,12,12,5,4,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12
12,12,12,12,8,5,12,12,12,12,5,12,12,12,9,12,12,12,12,12,12
12,12,12,12,11,0,12,12,12,12,2,12,12,12,9,12,12,12,12,12,12
12,12,12,12,9,3,12,12,12,12,3,12,12,12,8,12,12,12,12,12,12
12,12,12,12,11,1,12,12,12,11,6,12,12,12,12,12,12,12,12,12,12
12,12,12,12,10,7,12,12,12,12,10,12,12,12,11,12,12,12,12,12,12
12,12,12,12,9,2,12,12,12,12,7,12,12,12,10,12,12,12,12,12,12
12,12,12,12,9,1,12,12,12,11,9,12,12,12,12,12,12,12,12,12,12
12,12,12,12,8,0,12,12,11,2,1,12,12,12,8,12,12,12,12,12,12
12,12,12,12,9,1,12,12,12,10,8,12,12,11,8,12,12,12,12,12,12
12,12,12,12,9,6,12,12,12,11,10,12,12,12,11,12,12,12,12,12,12
12,12,12,12,11,7,12,12,12,12,11,12,12,12,11,12,12,12,12,12,12
12,12,12,12,7,1,12,12,12,12,9,12,12,12,11,12,12,12,12,12,12
12,12,12,11,8,4,12,12,12,10,3,12,12,12,11,12,12,12,12,12,12
12,12,12,12,4,0,12,12,12,9,2,12,12,11,4,12,12,12,12,12,12
12,12,12,12,10,6,12,12,12,11,8,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,2,12,12,12,8,4,12,12,12,7,12,12,11,12,12,12
12,12,12,12,11,2,12,12,11,10,3,12,12,12,4,12,12,12,12,12,12
12,12,12,12,10,2,12,12,12,10,9,12,12,11,12,12,12,12,12,12,12
12,12,12,11,11,3,12,12,12,11,5,12,12,11,6,12,12,12,12,12,12
12,12,12,12,12,3,12,12,12,10,6,12,12,12,4,12,12,12,12,12,12
12,12,12,12,12,3,12,12,12,7,4,12,12,12,7,12,12,12,12,12,12
12,12,12,10,6,0,12,12,11,8,2,12,12,9,4,12,12,12,12,12,12
12,12,12,9,3,1,12,12,12,11,3,12,12,11,5,12,12,11,12,12,12
12,12,12,12,9,1,12,12,12,11,3,12,12,11,6,12,12,12,12,12,12
12,12,12,12,10,2,12,12,12,11,2,12,12,11,2,12,12,12,12,12,12
12,12,12,12,7,1,12,12,12,10,8,12,12,12,8,12,12,12,12,12,12
12,12,12,12,4,0,12,12,12,11,3,12,12,11,7,12,12,12,12,12,12
12,12,12,12,7,0,12,12,12,11,7,12,12,12,11,12,12,12,12,12,12
12,12,12,12,12,7,12,12,12,12,9,12,12,12,4,12,12,12,12,12,12
12,12,12,12,9,2,12,12,12,12,7,12,12,12,9,12,12,12,12,12,12
12,12,12,12,12,5,12,12,12,11,4,12,12,12,9,12,12,12,12,12,12
12,12,12,12,8,0,12,12,12,11,1,12,12,9,1,12,12,12,12,12,12
12,12,12,12,11,7,12,12,12,11,6,12,12,12,11,12,12,12,12,12,12
12,12,12,12,8,1,12,12,12,12,1,12,12,12,9,12,12,12,12,12,12
12,12,12,12,6,2,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,6,3,12,12,12,12,10,12,12,12,12,12,12,12,12,12,12
12,12,12,11,6,5,12,12,12,12,4,12,12,12,12,12,12,12,12,12,12
12,12,12,12,8,1,12,12,12,11,1,12,12,12,8,12,12,12,12,12,12
