uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
306295474,306295474,306295474,304117982,150323984,38236004,307908105,308250875,307187717,299061987,266726067,308250875,307924231,304463027,275918768,308250875,308250875,304822101,307908105,306015450,305909420
293437820,293437820,293437820,262429740,103483893,95646803,307632889,308250875,305583458,278984435,251525736,308082735,307425236,296472658,274810649,308250875,308250875,293319460,308250875,293437820,293437820
293437820,293437820,293437820,281458975,164603034,123516110,308250875,308250875,306460201,298235476,237181377,308250875,308250875,306975390,288825188,308250875,308250875,292614508,308250875,293437820,292614508
306638244,306638244,306311600,303891812,238435445,126445429,308250875,307924231,306108088,298581021,237683577,308250875,307908105,303082644,280501679,307522051,307522051,304495457,307864821,305838639,306638244
306295474,300108105,297461199,299425087,34055320,70016735,308250875,305214926,305566281,265085725,238062890,307864821,303330949,299275607,247865910,308250875,302935937,281901713,307924231,304122651,306295474
306311600,306252190,305968830,302007817,183431183,96168354,308250875,307908105,305450589,257011508,243151707,307908105,307234337,291456030,281206425,307908105,308250875,304909008,307908105,305189032,306311600
292457622,292926756,292339262,214930375,68359207,55766657,308250875,308250875,300010329,246205637,218937024,308250875,308250875,305410566,286265953,308250875,307801029,293437820,307801029,293437820,293437820
292103444,292103444,293319460,208415386,126313872,108340308,307632889,307632889,305700216,290001884,262792310,307801029,307143530,306166098,288206598,307593376,308082735,293437820,307425236,293437820,293437820
292968686,292968686,292968686,227707047,59750819,26042382,307801029,308250875,305998182,227826108,158962388,307801029,306975390,305307666,273406486,308250875,308250875,292457622,308250875,292968686,293437820
292496148,292614508,292145374,234842362,168522539,121934630,308250875,308250875,303209231,245146111,241793630,308250875,307143530,303679282,279701671,308250875,308250875,293437820,307632889,293437820,293437820
293319460,293319460,293437820,255669206,104813543,111493865,307801029,308250875,304414290,281065615,231555846,308250875,307593376,305259411,281110677,308250875,308250875,293437820,308250875,293437820,293437820
293437820,293437820,293319460,224235474,162836734,56270189,308250875,308250875,305606444,289777650,227418046,308250875,307801029,302874563,278613675,308250875,308250875,293437820,308250875,293437820,293437820
306638244,306311600,305838639,304122651,259737734,116042058,307908105,307514361,306108088,302003502,269981165,307908105,307908105,303807239,286180268,307908105,308250875,305629396,308250875,306252190,306295474
306295474,306295474,306638244,304495457,264200376,52384879,308250875,307924231,306108088,298087192,264196120,308250875,307514361,301612688,288013118,308250875,308250875,304775481,307924231,305575086,305968830
306295474,305909420,306295474,304775481,239945415,155270225,307522051,307522051,306388112,297613105,267765741,307908105,307864821,303148115,278763880,308250875,308250875,304909008,308250875,305972166,306295474
306638244,306638244,306295474,303365334,182861758,70612657,308250875,308250875,306340332,296201705,286064965,307908105,307908105,296885866,295897956,308250875,308250875,305575086,308250875,306295474,305909420
306295474,306638244,305901730,304822101,240432089,136314852,307581461,307581461,306108088,299742442,244281908,307908105,308250875,303241513,259267620,307908105,307908105,304775481,307908105,306295474,305901730
305909420,305909420,306295474,291866991,201853695,56610902,307522051,307581461,306801663,293657702,259875068,307908105,307530487,299887880,277884415,308250875,308250875,305488179,307908105,306295474,306295474
306295474,306638244,306015450,303857278,233284821,170347508,308250875,308250875,306501832,303502394,273427573,307908105,307581461,305092238,292221197,307581461,307908105,304414981,307908105,306015450,306015450
306638244,306638244,306295474,304495457,205896081,41618828,308250875,307908105,306801663,286047253,245316296,307908105,307864821,301172565,270734695,307908105,307908105,304224012,307908105,305968830,306295474
277537339,277537339,277537339,277018742,262529383,89023178,277537339,277537339,277537339,274804447,263665251,277537339,277537339,276399532,275317710,277537339,277537339,277537339,277537339,277537339,277537339
277537339,277537339,277537339,277537339,256357640,103058617,277537339,277537339,277537339,276057298,271462701,277537339,277537339,277537339,276590213,277537339,277537339,277537339,277537339,277537339,277537339
277537339,277537339,277537339,277537339,238361857,101327374,277537339,277537339,277537339,276927465,266101895,277537339,277537339,277537339,272544174,277537339,277537339,277537339,277537339,277537339,277537339
277537339,277537339,277537339,277537339,270018595,157114655,277537339,277537339,277537339,276681625,260857063,277537339,277537339,277537339,277103476,277537339,277537339,277537339,277537339,277537339,277537339
277537339,277537339,277537339,277537339,260762527,244430766,277537339,277537339,277537339,277329584,272515179,277537339,277537339,277537339,276494089,277537339,277537339,277537339,277537339,277537339,277537339
277537339,277537339,277537339,277537339,244567406,103646076,277537339,277537339,277537339,276131376,240507939,277537339,277537339,277537339,274402328,277537339,277537339,277537339,277537339,277537339,277537339
277537339,277537339,277537339,277537339,264731814,157685090,277537339,277537339,277537339,277414033,263025585,277537339,277537339,277537339,276889380,277537339,277537339,277537339,277537339,277537339,277537339
277537339,277537339,277537339,277537339,256096187,151598463,277537339,277537339,277537339,275394367,267718291,277537339,277537339,277537339,272469715,277537339,277537339,277537339,277537339,277537339,277537339
306015450,306015450,305968830,303809006,262848109,71710899,307628081,307908105,306388112,305614061,265928225,307581461,307538177,305633381,291151587,307538177,307864821,304495457,307864821,306358220,306638244
39409671,40255046,38416783,31113227,13968837,4929145,38915796,40023141,33779701,23442598,23559322,41026839,40528388,34449076,32030239,40868782,42364952,36044275,41915106,41915106,43031543
407813,407813,407813,0,0,0,19433042,20090541,0,6761829,0,20090541,407813,17154911,0,407813,407813,0,20090541,407813,407813
407813,407813,407813,0,0,0,19433042,19433042,18983196,17814905,0,19433042,19433042,18575383,0,19433042,19640695,0,19433042,407813,407813
307618227,307618227,307618227,306836114,264022875,154832112,308250875,308250875,307970851,306133871,261118900,308250875,308250875,307568732,277289882,308250875,308250875,307338203,308250875,307618227,307618227
305901730,306295474,305515676,303226027,211772595,114972926,307908105,308250875,306108088,297073224,254966032,307908105,307301437,305163758,296767355,308250875,308250875,305102125,308250875,306295474,306295474
306295474,306638244,306295474,305302752,244620481,81936573,308250875,308250875,307581461,305692630,281119186,308250875,308250875,306108088,303718938,308250875,308250875,305102125,308250875,306638244,306638244
307143530,307143530,307143530,307143530,247027015,38343622,307801029,307801029,307143530,306179612,279167896,307801029,307801029,303799706,298983580,307143530,306975390,306975390,306975390,306975390,308250875
307143530,307143530,307143530,302657954,106826405,39349432,307143530,307801029,307062129,300363395,267264813,307143530,307593376,304824519,297649543,307593376,308250875,306975390,308082735,308082735,308082735
286512230,286512230,285722413,283648543,180763839,57289854,288124861,288124861,285261174,280539322,251254651,288124861,288124861,280948817,268180345,288124861,288124861,283648543,287335044,285722413,286512230
306295474,306638244,305909420,303302214,174333033,58646789,307908105,307514361,305730613,303592857,261397661,307908105,307908105,304257600,286496841,308250875,308250875,304695005,308250875,306244500,306295474
