uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
10773.203214912399,11.195807835383448,23.082793262524138,10.994444786137251,0.24371809607316203,0.41060300940693956,20040.48514311779,24.216381397465288,18.569057813002892,16.769782155865105,6.0816146738181285,87894.19107173376,56.569305609393524,56.39989200221178,18.91828892712374,72812.95817728274,16.277064678817617,17.803528054686293,75792.93249280172,30.625654224759145,70556.82952676808
12341.104839342084,14.157994302744132,9.015369221165221,7.673691055952784,0.06303078348081644,0.07687151314930753,24332.448925032873,16.902307858374286,15.512928696673484,7.5320519656719895,4.935494517116297,81505.69217752469,24.08035631038135,19.004589114983805,15.98276055967687,70147.50565551574,9.171233474152633,10.060432124272054,67149.8794726383,15.655468101964702,47672.48777731055
12946.487612904282,11.380616370913494,9.438978464789482,5.7027764887588415,0.08731963748028858,0.11336325029298626,25198.530018778474,11.84796446119345,16.285178969938485,22.32445384668416,3.647732136720332,67034.3017699995,29.637257006772053,33.733861991359106,28.08701067433107,77038.15500383389,21.023608257749366,9.806005095747214,77951.49434078517,9.64288206896679,51681.40289780827
12316.289497177911,19.177740536320304,17.120788499308972,7.477285145580101,0.12526114301629362,0.23930438812986046,22573.222852951272,42.011649659266446,16.517965037217802,7.165528907421795,4.468204880226157,80283.20055964153,32.12797457875315,20.816739023071452,14.237020937310687,66506.12474860465,15.614115329297393,17.81510352405015,68737.45895331928,13.230325303785927,60924.56668799543
24512.619412181048,34.9611395427126,26.539988616810838,45.708420090843816,0.14867696357908772,0.49161047782236517,30871.510283320098,47.47401297725543,73.06799415355623,31.493418265850558,8.58558448620871,99934.51746649349,64.28489999305017,24.50663882382165,7.466386450138242,59179.881976289595,12.000669867181735,7.1349377403735295,73194.68413152096,27.749834705623663,99396.88751917216
11160.552213318337,29.77075359409351,22.83915033946783,8.802293681808283,0.22317157094955148,0.21106592240045535,26282.772875936043,34.75661306088875,20.773998184749875,16.905507481696063,4.20997423414827,89450.08893364633,28.885427843066267,38.243730784325415,13.765164413832434,59167.427038622765,10.138242094340828,10.484062243636485,58530.87590271639,12.48056840287723,67945.1873629365
8925.009589664693,23.063358182681142,21.01724103873707,9.472447005232965,0.15173193906110263,0.045550519111809025,21601.674983246594,25.86595564643713,18.218963840239876,16.242426488902627,4.96121680809979,70451.56754632806,31.967098027316567,56.146658434728394,17.478146382526283,47211.76085290553,34.45753505324606,25.561401811483428,46877.13740922354,14.979076432520774,70082.6550593479
11272.932226709914,24.92676048388344,16.746746527100747,7.7091402104299815,0.19963557737529794,0.10706869837394899,20758.41777806816,25.817204980588553,17.71832181895606,7.3371399178279955,6.13407205396306,71486.15372787371,41.57931244359767,33.247189973020575,13.329328128958286,46332.442895734675,26.140268392188645,21.043374844721985,46212.36115090592,20.045264060482776,69454.57478118036
11484.494878448082,30.82924363765561,26.765750783359987,7.510367117499718,0.18171194746090827,0.06740094356580674,21785.436983689327,40.31126579998417,18.01192020287637,12.476704849018782,7.042975421309435,71908.47998539844,42.27198313040596,27.175011242529592,22.19275347535208,45354.67962001193,26.670409915982454,20.367468972604318,47236.87473573652,14.888212834845572,71122.6862078731
11109.60699481724,25.57286381352438,27.29364213471382,5.7544489188215575,0.15508794494711456,0.2069161213705172,22307.805134103255,46.47474723905802,24.128278471170738,17.5172543659597,5.517572588467316,70242.75032579912,43.68511595382723,37.81547653847266,18.249499092543026,46031.85087095571,26.92514607573841,16.076415921553114,45219.037700283756,15.143152657351335,71086.30988739808
8779.600298062858,24.79428341050341,44.70580092933837,5.480787140816354,0.15327949314999417,0.08391057878355754,21600.818460952225,67.98878230260641,10.375288854803602,7.427722451981129,6.554930958008531,68238.39103978267,23.196476440564886,26.553784452111753,13.017037223380234,46040.65821612163,32.610371869049935,26.161232749696538,46573.005937447466,19.503207810644245,72225.24776640466
