db,brightness,color,footprint,star density,depth,family
agnddf_v1.5_10yrs.db,0.14518282883336173,0.5440282686234796,0.6874776258323189,0.29435764254615115,0.9450382481973034,agnddf
alt_dust_v1.5_10yrs.db,0.1522723483685445,0.7609609104781612,0.4494164817068804,0.1401300869179339,0.8687807238892331,alt
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,0.15788499175483525,0.8698799020904302,0.5549151571561537,0.15960956698467027,0.8157160299140894,alt
baseline_2snaps_v1.5_10yrs.db,0.1392891990977483,0.5065920556436662,0.4230328631774898,0.22232123702894313,0.9023881603866121,baseline
baseline_samefilt_v1.5_10yrs.db,0.20614728780535377,0.1812890216434206,0.5134245006085773,0.27597503665447654,0.9111313546436195,baseline
baseline_v1.5_10yrs.db,0.1471709599539808,0.5878256870080221,0.7176917018686905,0.29233101562093633,0.943627266709462,baseline
bulges_bs_v1.5_10yrs.db,0.1490827427688606,0.5296353710053547,0.39246080045822285,0.16353668471998134,0.882149462288575,bulges
bulges_bulge_wfd_v1.5_10yrs.db,0.15556024977162555,0.5286000436372944,0.378606715830171,0.21755740597578602,0.8835400078010629,bulges
bulges_cadence_bs_v1.5_10yrs.db,0.15175558881695106,0.5355442258673009,0.39371375384835683,0.12282603805458614,0.8782386405833748,bulges
bulges_cadence_bulge_wfd_v1.5_10yrs.db,0.16073812342002536,0.5222938329641708,0.37703157442543134,0.26586884185112847,0.8806521275066879,bulges
bulges_cadence_i_heavy_v1.5_10yrs.db,0.14592452355149652,0.5283141889272943,0.3660055845922532,0.1962889635107413,0.8846431246771215,bulges
bulges_i_heavy_v1.5_10yrs.db,0.15395504955602332,0.5231721921284496,0.36024199899763726,0.20307562068956528,0.8806111681976385,bulges
daily_ddf_v1.5_10yrs.db,0.1488872883527199,0.4956612215605341,0.5172907567838476,0.2609267098450102,0.9359174876651388,daily
dcr_nham1_ug_v1.5_10yrs.db,0.19575107577841874,0.5484789737563023,0.683897759003365,0.2977719798486727,0.9033664763891446,dcr
dcr_nham1_ugr_v1.5_10yrs.db,0.22861381936678007,0.529721981357436,0.672084198467817,0.31902622019326504,0.9116481799949537,dcr
dcr_nham1_ugri_v1.5_10yrs.db,0.18901346258545793,0.5351104735425488,0.6767022266771675,0.28017329574345773,0.9032795650372011,dcr
dcr_nham2_ug_v1.5_10yrs.db,0.22305246244414434,0.5108068154701894,0.665389847497673,0.29418034555080763,0.8795031316873965,dcr
dcr_nham2_ugr_v1.5_10yrs.db,0.20906618887773698,0.49045219761204556,0.6378606715830168,0.28426803936238176,0.8786058184158951,dcr
dcr_nham2_ugri_v1.5_10yrs.db,0.19884208824254349,0.4815313740447441,0.6604496312737165,0.3131804874529771,0.8782751219696879,dcr
descddf_v1.5_10yrs.db,0.16158264224742247,0.5385676198197841,0.649531037445407,0.26908368453538717,0.9486713069239854,descddf
filterdist_indx1_v1.5_10yrs.db,0.26658488463174873,0.6479259504559635,0.7107467602205197,0.7491787544291775,0.9519927278147933,filterdist
filterdist_indx2_v1.5_10yrs.db,0.15355533637729998,0.6595312486255025,0.9705376959977089,1.0,0.9857573494043763,filterdist
