db,brightness,color,footprint,star density,depth,family
agnddf_v1.5_10yrs.db,0.14518282883336175,0.5400965285366659,0.44601547174001543,0.23294897558656272,0.9450382481973034,agnddf
alt_dust_v1.5_10yrs.db,0.1522723483685445,0.7528835283123003,0.2850797645926639,0.11990092358678282,0.8687807238892331,alt
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,0.15788499175483525,0.8597177252259136,0.40089573231668946,0.13947367012780423,0.8157160299140894,alt
baseline_2snaps_v1.5_10yrs.db,0.13928919909774828,0.5034071992135838,0.2568753007365733,0.1773560161295986,0.9023881603866121,baseline
baseline_samefilt_v1.5_10yrs.db,0.20614728780535377,0.1767138814859966,0.386904541584928,0.257124418087117,0.9111313546436195,baseline
baseline_v1.5_10yrs.db,0.1471709599539808,0.5834493259024642,0.4695932190842802,0.23404581014337175,0.943627266709462,baseline
bulges_bs_v1.5_10yrs.db,0.14908274276886058,0.5259812242857586,0.24758485398082686,0.13274083227798175,0.882149462288575,bulges
bulges_bulge_wfd_v1.5_10yrs.db,0.15556024977162555,0.5255431984562,0.24007106636562162,0.14904424035972974,0.8835400078010629,bulges
bulges_cadence_bs_v1.5_10yrs.db,0.15175558881695106,0.5317190480645894,0.25021282895954394,0.09304895549215572,0.8782386405833748,bulges
bulges_cadence_bulge_wfd_v1.5_10yrs.db,0.16073812342002536,0.519169283540244,0.2420327941666358,0.18692010803713954,0.8806521275066879,bulges
bulges_cadence_i_heavy_v1.5_10yrs.db,0.14592452355149652,0.5245941831288035,0.23507421253284966,0.157234767516318,0.8846431246771215,bulges
bulges_i_heavy_v1.5_10yrs.db,0.15395504955602332,0.5201719465837953,0.22781952104230668,0.1497000096138127,0.8806111681976385,bulges
daily_ddf_v1.5_10yrs.db,0.1488872883527199,0.492426817610965,0.324721471665988,0.21366663488122534,0.9359174876651388,daily
dcr_nham1_ug_v1.5_10yrs.db,0.19575107577841874,0.5443237788450158,0.4493467076285301,0.24712824145125686,0.9033664763891446,dcr
dcr_nham1_ugr_v1.5_10yrs.db,0.2286138193667801,0.5259167058117109,0.4299885257430506,0.26848248692555976,0.9116481799949537,dcr
dcr_nham1_ugri_v1.5_10yrs.db,0.18901346258545793,0.5310866865988919,0.4379094644112965,0.22928409337768535,0.9032795650372011,dcr
dcr_nham2_ug_v1.5_10yrs.db,0.22305246244414434,0.5055922984073301,0.45449161638968055,0.2542260414727415,0.8795031316873965,dcr
dcr_nham2_ugr_v1.5_10yrs.db,0.20906618887773695,0.4868281400199797,0.41581226635081614,0.22897775793571207,0.8786058184158951,dcr
dcr_nham2_ugri_v1.5_10yrs.db,0.19884208824254349,0.4783300864066442,0.42902616870859084,0.2624231374743869,0.8782751219696879,dcr
descddf_v1.5_10yrs.db,0.16158264224742247,0.534744575201599,0.40785431395047556,0.20760201897426508,0.9486713069239854,descddf
filterdist_indx1_v1.5_10yrs.db,0.26658488463174873,0.6419862202777264,0.6208313284228448,0.7267166741977156,0.9519927278147933,filterdist
filterdist_indx2_v1.5_10yrs.db,0.15355533637729996,0.6559913049172572,0.8574231039715733,1.0,0.9857573494043763,filterdist
filterdist_indx3_v1.5_10yrs.db,0.20485585998222255,0.5995878073099059,0.5506162786393752,0.6145391066722755,0.9626116944816772,filterdist
filterdist_indx4_v1.5_10yrs.db,0.20662675252611562,0.5808768421155602,0.5742310397157344,0.6373591487803641,0.9687853989604877,filterdist
filterdist_indx5_v1.5_10yrs.db,0.15880563052349886,0.5459956766661477,0.5209682792315947,0.5303487872210974,1.0,filterdist
filterdist_indx6_v1.5_10yrs.db,0.1438864563339313,0.5234625527325188,0.5452122737535626,0.5981237041974946,0.9763742402579321,filterdist
filterdist_indx7_v1.5_10yrs.db,0.17318358501865638,0.6963874543072435,0.7575600547803235,0.9143965767375287,0.9779477764926763,filterdist
filterdist_indx8_v1.5_10yrs.db,0.1639429856239825,0.5885892119474985,0.7237295036458526,0.834378070779886,0.9894647264265714,filterdist
footprint_add_mag_cloudsv1.5_10yrs.db,0.1640956067601835,0.5619627790106646,0.4146648406558833,0.271531893772263,0.9357560512620156,footprint
footprint_big_sky_dustv1.5_10yrs.db,0.16246473988448548,0.5857094508346712,0.44708886997075914,0.10110465376945955,0.8319803088511141,footprint
footprint_big_sky_nouiyv1.5_10yrs.db,0.16299646907807333,0.6195377823371012,0.7424954658178183,0.18789544426923202,0.8487054356298759,footprint
footprint_big_skyv1.5_10yrs.db,0.15502084538926034,0.6225680002394466,0.6595847059258986,0.18003192433573678,0.8514328127150316,footprint
footprint_big_wfdv1.5_10yrs.db,0.13816611111929647,0.5241645511526948,0.20457489728689346,0.14145095677816408,0.8663935349705113,footprint
footprint_bluer_footprintv1.5_10yrs.db,0.2215020063408292,0.5395441887868544,0.4277306880852796,0.23241083572975296,0.9111600574258407,footprint
footprint_gp_smoothv1.5_10yrs.db,0.15678642426908343,0.5576809265742176,0.33049561387274673,0.36112601990694865,0.9421859046564885,footprint
footprint_newAv1.5_10yrs.db,0.13156142781197533,0.48649719662484797,0.1560128807787689,0.14264853770311708,0.8747525508557368,footprint
footprint_newBv1.5_10yrs.db,0.14337772796120568,0.508465715526919,0.19898582374060778,0.10447010430790954,0.8430643082198268,footprint
footprint_no_gp_northv1.5_10yrs.db,0.16831161079341025,0.5761801175315171,0.4951697079616536,0.22533356690524126,0.9452117213936764,footprint
footprint_standard_goalsv1.5_10yrs.db,0.14170546782292243,0.5709114642566898,0.4599326350075878,0.24777586606163426,0.9377027604486966,footprint
footprint_stuck_rollingv1.5_10yrs.db,0.1701838465855544,0.7273733848682634,0.557130695488026,0.21905974682436374,0.8622222684331543,footprint
goodseeing_gi_v1.5_10yrs.db,0.18432907084397065,0.5621711214153684,0.4727023725802273,0.24177543023526163,0.9012092896667514,goodseeing
goodseeing_gri_v1.5_10yrs.db,0.16976995208906215,0.567773992247671,0.4829551763704335,0.24435350203577735,0.9043978877004147,goodseeing
goodseeing_griz_v1.5_10yrs.db,0.16936151711284064,0.5744469873811267,0.4928378428396936,0.2602839612514947,0.925083095567446,goodseeing
goodseeing_gz_v1.5_10yrs.db,0.15421684455071138,0.5858868611068602,0.47314653736536244,0.2295886730880815,0.9165050816167105,goodseeing
