db,FoM_tgaps_same,FoM_tgaps_diff,FoM_EG,FoM_Gal,FoM_depth,family
dcr_nham2_ugri_v1.5_10yrs,0.2820272737020547,0.44481912809913166,0.3056956127675454,0.09939427922086945,0.9042431232362753,dcr
descddf_v1.5_10yrs,0.17219335567127828,0.4312817888468208,0.33842221236326464,0.11166693724056607,0.9568688593623629,descddf
filterdist_indx1_v1.5_10yrs,0.3801390464569932,0.9161977782834125,0.7012309109998518,0.7223262286492855,0.9499892720100249,filterdist
filterdist_indx2_v1.5_10yrs,0.2813333019359748,0.9882871610102943,1.0,1.0,0.970546498674006,filterdist
filterdist_indx3_v1.5_10yrs,0.3364696631661785,0.9034396304646906,0.7343840336182698,0.7167137988484085,0.9587296214970754,filterdist
filterdist_indx4_v1.5_10yrs,0.39107059287124224,0.887839325720105,0.6897970780283433,0.595804523650947,0.9665776923660452,filterdist
filterdist_indx5_v1.5_10yrs,0.2949008480412653,0.7640483280668735,0.6418530699218875,0.5460575923493467,0.9760109062720976,filterdist
filterdist_indx6_v1.5_10yrs,0.25486637268570206,0.8206673680525934,0.7359065714147832,0.6789896660645278,0.9631986672162459,filterdist
filterdist_indx7_v1.5_10yrs,0.2889547444694434,1.0,0.9459015019530527,0.9446158864135682,0.97933762626854,filterdist
filterdist_indx8_v1.5_10yrs,0.29204399261667807,0.8985124418672811,0.8765890778788734,0.8590966318646914,0.9728501728318332,filterdist
footprint_add_mag_cloudsv1.5_10yrs,0.22213692716241748,0.4854851858706954,0.4192066512603954,0.19167195803105758,0.9498171463752686,footprint
footprint_big_sky_dustv1.5_10yrs,0.0220703422507468,0.04229392104384447,0.07001946944858846,0.020079655217748297,0.6809782706261859,footprint
footprint_big_sky_nouiyv1.5_10yrs,0.0011279366322299574,0.00035869041613920084,0.005482676274127444,0.0014210357379322038,0.7691493688514481,footprint
footprint_big_skyv1.5_10yrs,0.0016680058615884908,0.0029046071258734605,0.01090284142869576,0.0020903981778316195,0.6953700009476593,footprint
footprint_big_wfdv1.5_10yrs,0.1694085387103303,0.3973326297705312,0.20767571421107686,0.06633881544739614,0.9181873957367811,footprint
footprint_bluer_footprintv1.5_10yrs,0.3008191317020123,0.43774797737516485,0.2717505535366877,0.08539288127245204,0.9307023006044611,footprint
footprint_gp_smoothv1.5_10yrs,0.27428706538618264,0.9980499924907298,0.7907527777683925,0.6675279573043081,0.9225918062895853,footprint
footprint_newAv1.5_10yrs,0.1599221387530902,0.5631771788093045,0.26767745356820155,0.2312814292920265,0.9488361117394765,footprint
footprint_newBv1.5_10yrs,0.1871404938792602,0.4811249771003684,0.18878866040034717,0.15173356972192173,0.8922611684105509,footprint
footprint_no_gp_northv1.5_10yrs,0.17330421269320975,0.42189774752697873,0.2807141985233169,0.08712024964472712,0.9697613600636389,footprint
footprint_standard_goalsv1.5_10yrs,0.1766559149980948,0.47791103202803664,0.39403246682498755,0.14199066355470688,0.9425891290094529,footprint
footprint_stuck_rollingv1.5_10yrs,0.15686626098773968,0.4932274373455876,0.24046266771487912,0.06321762030731033,0.8973006918588156,footprint
goodseeing_gi_v1.5_10yrs,0.18576876957610378,0.4716446658341178,0.3878810349239244,0.11163377615652877,0.9288200621618387,goodseeing
goodseeing_gri_v1.5_10yrs,0.1987575841094793,0.6676729807574704,0.421939296024124,0.19241988862164738,0.9271808628435875,goodseeing
goodseeing_griz_v1.5_10yrs,0.1925629580900875,0.5847658851799545,0.41660656371069116,0.16143690649737685,0.9371986860494472,goodseeing
goodseeing_gz_v1.5_10yrs,0.18623955647029053,0.7054647840469711,0.46261512385537745,0.15123578616286057,0.9318425593608265,goodseeing
goodseeing_i_v1.5_10yrs,0.19272525681656796,0.4802173586414762,0.35531887875187806,0.1051856490266784,0.9240440048582627,goodseeing
greedy_footprint_v1.5_10yrs,0.20544416286063,0.47541791175171927,0.37783211713303017,0.12057790865363643,0.9399284145221576,greedy
roll_mod2_dust_sdf_0.20_v1.5_10yrs,0.13193956816841032,0.2464267294563514,0.17579903235179375,0.15567118217215625,0.8915785227204834,roll
rolling_mod2_sdf_0.10_v1.5_10yrs,0.17437232010198814,0.5653900601269628,0.4098378673340281,0.14451355491624762,0.9246681253829626,rolling
rolling_mod2_sdf_0.20_v1.5_10yrs,0.2609734925649757,0.5814642858236289,0.42673274443848214,0.14908336865833513,0.9149366754247122,rolling
rolling_mod3_sdf_0.10_v1.5_10yrs,0.2375568678876728,0.6357744593820244,0.4449088210193746,0.13105404494143,0.8971596755659393,rolling
rolling_mod3_sdf_0.20_v1.5_10yrs,0.2463816609561562,0.6168090140732089,0.42302915662956636,0.13607813961119455,0.9009190135493349,rolling
rolling_mod6_sdf_0.10_v1.5_10yrs,0.25415544712296123,0.801839653612288,0.43186213519608374,0.12511301459911275,0.8824331800903711,rolling
rolling_mod6_sdf_0.20_v1.5_10yrs,0.23923861184100595,0.6594148542530947,0.4202688179085475,0.12179510195367663,0.8880287127827372,rolling
short_exp_2ns_1expt_v1.5_10yrs,0.5301115074710969,0.6540121523779848,0.5228827037894226,0.25923314762714494,0.8056769605430856,short
short_exp_2ns_5expt_v1.5_10yrs,0.5621698202795417,0.6383739089890342,0.4893344725181265,0.19911366508577938,0.802528493602288,short
short_exp_5ns_1expt_v1.5_10yrs,0.9409446286876005,0.72724123844506,0.6086448673832443,0.30320611567047867,0.4958403577895306,short
short_exp_5ns_5expt_v1.5_10yrs,0.7510869192264054,0.7518693051779064,0.5624406431006267,0.2774479379649229,0.5846772042491382,short
spiders_v1.5_10yrs,0.1469719379587571,0.459070557173401,0.382772595607509,0.13426330578437443,0.9492054844699516,spiders
third_obs_pt120v1.5_10yrs,0.1885630709595348,0.5094784134168765,0.304750984623098,0.12027627561610715,0.9287639253944603,third
third_obs_pt15v1.5_10yrs,0.1791466013043905,0.5204260741887006,0.37914283182185116,0.12418703408698721,0.947746983298893,third
third_obs_pt30v1.5_10yrs,0.21367561618489128,0.530220031781359,0.4390354678415554,0.12503708394930363,0.9417017970829138,third
third_obs_pt45v1.5_10yrs,0.19105697402964195,0.4893472925195046,0.380738406236115,0.13358874103632837,0.9402939232192021,third
third_obs_pt60v1.5_10yrs,0.196007824980616,0.5337728836994419,0.3637686178854847,0.15843475440951296,0.9416214280977016,third
third_obs_pt90v1.5_10yrs,0.16769506635331785,0.5384390195090957,0.3867161042465525,0.22336503486625664,0.9438332211319095,third
twilight_neo_mod1_v1.5_10yrs,1.0,0.4609530126669567,0.44576414513707335,0.17020005220216416,0.4622886357257303,twilight
twilight_neo_mod2_v1.5_10yrs,0.6177469499218194,0.42087785369158903,0.4153811625217435,0.1508961715733746,0.8556822629662371,twilight
twilight_neo_mod3_v1.5_10yrs,0.4653701457862311,0.4366398698977891,0.4185572490655279,0.1448043841402261,0.9058700337718287,twilight
twilight_neo_mod4_v1.5_10yrs,0.4491424110225291,0.4251619840754295,0.4266062541258403,0.18932410991122947,0.9235013002043962,twilight
u60_v1.5_10yrs,0.11268190477789226,0.4100912009624955,0.3113271238078514,0.0947230311063917,1.0,u60
var_expt_v1.5_10yrs,0.2478493561478828,0.6939669730748456,0.3324649414862945,0.11254995666272438,0.9165470942985985,var
wfd_depth_scale0.65_noddf_v1.5_10yrs,0.25758447692184633,0.7292345320103908,0.46580447472487624,0.3287928021318093,0.9567018449436856,wfd
wfd_depth_scale0.65_v1.5_10yrs,0.2971772161866843,0.6056837396507431,0.42376874236751744,0.2662578724498395,0.9549786277500322,wfd
wfd_depth_scale0.70_noddf_v1.5_10yrs,0.319691219151153,0.6904065571821213,0.4977452354955922,0.2543364401604281,0.943585570464982,wfd
wfd_depth_scale0.70_v1.5_10yrs,0.2935128345127798,0.5833751989342372,0.41296869098093697,0.24825949539992995,0.9464942705702317,wfd
wfd_depth_scale0.75_noddf_v1.5_10yrs,0.299583873847276,0.625034111836743,0.4432036802430011,0.23831673903422781,0.9513721124725074,wfd
wfd_depth_scale0.75_v1.5_10yrs,0.22629357040353226,0.5652049249637127,0.4138312056919809,0.23082253883835682,0.947018383070628,wfd
wfd_depth_scale0.80_noddf_v1.5_10yrs,0.2366423427662805,0.695985055090256,0.4865975212505913,0.24245877826289564,0.9464056074394663,wfd
wfd_depth_scale0.80_v1.5_10yrs,0.19405333623270102,0.5491956180471655,0.33556920394077117,0.16799491829664817,0.9404953359334071,wfd
wfd_depth_scale0.85_noddf_v1.5_10yrs,0.26767061109437174,0.5827559953719231,0.4744987181557114,0.20406565021026762,0.9309925561648491,wfd
wfd_depth_scale0.85_v1.5_10yrs,0.2312554305765233,0.5323490605538577,0.37175337875002185,0.1579402095194594,0.9356082084390784,wfd
wfd_depth_scale0.90_noddf_v1.5_10yrs,0.24438047127692106,0.4925419290646914,0.40231833642003256,0.1522847302791488,0.9381229588221524,wfd
wfd_depth_scale0.90_v1.5_10yrs,0.21571937741854608,0.4595957444230783,0.3885796182641509,0.15531202471319713,0.9437513482339376,wfd
wfd_depth_scale0.95_noddf_v1.5_10yrs,0.15611220820225458,0.4715052218120053,0.3942782705403049,0.10212964075112477,0.9649265171028614,wfd
wfd_depth_scale0.95_v1.5_10yrs,0.14950583501617642,0.44727197922022327,0.3762754157515399,0.13002456665446654,0.962765918084008,wfd
wfd_depth_scale0.99_noddf_v1.5_10yrs,0.145672151740152,0.4424422469603499,0.41829019301070886,0.10738458659426958,0.9830205693129771,wfd
wfd_depth_scale0.99_v1.5_10yrs,0.13044688287985715,0.4133380635585641,0.3974856500043574,0.10480179438538503,0.9745475491168649,wfd
