db,brightness,color,footprint,star density,depth,family
agnddf_v1.5_10yrs,0.22194695906283676,0.47352588944574847,0.2855268091488565,0.09850708993661954,0.9165549506844021,agnddf
alt_dust_v1.5_10yrs,0.019953578375310695,0.022532045067088245,0.0359955005624297,0.018637372500410195,0.6388160395214936,alt
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs,0.02179463146941256,0.05200680329169785,0.03655793025871767,0.01917330285259492,0.5913797100751199,alt
baseline_2snaps_v1.5_10yrs,0.18848410258951584,0.43970755647736226,0.2709036370453694,0.09216561595130839,0.8545406083862255,baseline
baseline_samefilt_v1.5_10yrs,0.24489674231815187,0.05839656410071459,0.22684664416947883,0.07879208097872198,0.86898913426824,baseline
baseline_v1.5_10yrs,0.18940344117715727,0.5104836240915528,0.2804649418822648,0.09576830776771247,0.9160808380283277,baseline
bulges_bs_v1.5_10yrs,0.0873328846123161,0.1302611783243727,0.12654668166479194,0.04374642091059604,0.844173188447535,bulges
bulges_bulge_wfd_v1.5_10yrs,0.08787467823600577,0.15510862277106305,0.12354705661792277,0.04270164173441983,0.8528279934371447,bulges
bulges_cadence_bs_v1.5_10yrs,0.10825984871537306,0.12529477698907818,0.12373453318335209,0.04302955058618282,0.8669270975757556,bulges
bulges_cadence_bulge_wfd_v1.5_10yrs,0.11501835910898622,0.12753999679535125,0.13235845519310085,0.04609987748267892,0.842723260860156,bulges
bulges_cadence_i_heavy_v1.5_10yrs,0.11913818532816153,0.13299699078530317,0.12373453318335209,0.04301793327084172,0.8528961699612659,bulges
bulges_i_heavy_v1.5_10yrs,0.126276908673054,0.1510254468194819,0.12148481439820025,0.04242659350578833,0.8401978281710526,bulges
daily_ddf_v1.5_10yrs,0.20331663624773122,0.4751476873893958,0.27859017622797155,0.0953251401383463,0.9223288224661951,daily
dcr_nham1_ug_v1.5_10yrs,0.3266784472378616,0.5268481804577867,0.28027746531683545,0.09691406267394251,0.8650348949301836,dcr
dcr_nham1_ugr_v1.5_10yrs,0.3531969554550227,0.5341815173643086,0.28308961379827524,0.09762078572866215,0.8646275979248647,dcr
dcr_nham1_ugri_v1.5_10yrs,0.3136223645085994,0.4560890281277573,0.27952755905511817,0.09721532949728814,0.8463070737810267,dcr
dcr_nham2_ug_v1.5_10yrs,0.36287848686416313,0.41323461587040977,0.27409073865766787,0.09385957398993208,0.83003584026818,dcr
dcr_nham2_ugr_v1.5_10yrs,0.36332229321673865,0.4440125277261985,0.28027746531683545,0.09699992146548383,0.803288922233271,dcr
dcr_nham2_ugri_v1.5_10yrs,0.36755311098904914,0.33739410077605875,0.27315335583052125,0.09363549166922962,0.7912609040924944,dcr
descddf_v1.5_10yrs,0.21245724462670418,0.4768317072207881,0.2834645669291339,0.09734340498434843,0.9295939839343933,descddf
filterdist_indx1_v1.5_10yrs,0.3537255167898904,0.5678584275992544,0.29133858267716545,0.1003878665852472,0.8571044914197764,filterdist
filterdist_indx2_v1.5_10yrs,0.23727329706263245,0.6273661190026762,0.2937757780277466,0.10172584988800189,0.9092318064676908,filterdist
filterdist_indx3_v1.5_10yrs,0.3211251744377127,0.588291443442181,0.271278590176228,0.09311212606722799,0.8784374370143683,filterdist
filterdist_indx4_v1.5_10yrs,0.3905735819720599,0.5497197338329434,0.2855268091488565,0.09807674117945095,0.8935451415245145,filterdist
filterdist_indx5_v1.5_10yrs,0.26930015022831705,0.47817998045584226,0.2838395200599925,0.09650062778371984,0.932559454923441,filterdist
filterdist_indx6_v1.5_10yrs,0.23434944801129076,0.4887707184724398,0.2722159730033746,0.09343951184474103,0.8995716464194138,filterdist
