uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
50324529,49664272,49703362,41008835,31262110,11286191,49951618,49951618,43339194,38969072,36507680,51566958,51566958,42342308,41453409,54454148,56928700,41484778,54454148,49632316,52519506
16182361,16182361,14027601,11529368,7677396,5334299,16182361,14027601,11218617,11038800,9292736,16654419,16272632,11529368,10826554,16272632,16272632,12685773,16654419,16654419,16654419
14686191,16182361,14686191,12641656,10694098,6230746,14686191,15158249,12641656,12195205,10652131,16654419,16654419,13289615,12758039,16654419,16654419,13289615,16654419,15158249,16654419
51164839,51164839,49912825,40456540,27648523,13962476,51566958,52545340,42260907,39755871,31199559,54454148,52590552,41713420,39742779,52122947,50945791,42795763,50945791,51720828,51342350
46670268,37076567,37026584,37608198,10168082,4357921,49133317,39661378,38961632,31833709,25070600,54454148,40766958,37746795,35148678,53276992,42300897,40766958,52034563,42505015,51374306
50324529,49687571,47809856,41166829,32937557,12579308,50324529,52034563,42742179,40578769,36000751,52034563,54454148,41318129,38555165,53276992,53276992,42031890,53276992,51342350,53211719
46118592,46747480,45906339,28285697,16835904,10178596,46747480,51013418,36386500,25597124,20298364,52214616,52874873,35827110,31947179,53276992,54852499,39066585,51566958,51566958,52000752
51240668,51820699,50105382,35386809,11853489,6982409,50099921,50940231,38867810,32793951,29510908,53365578,49011351,38696576,36979791,47327511,49664272,42225553,52616735,52402871,52214616
43882085,47794160,45677585,29502646,12377308,10868404,50861797,49158192,33912646,26356337,22295749,51329402,49794288,33326726,28611270,50722880,51566958,39096832,50906701,50861797,48977821
46445615,51991800,43195634,31026683,20811489,11042968,49441456,51278869,37974901,32412409,24384157,51858900,53787982,37914703,31278022,53787982,52809600,39559747,53391772,51885083,50285534
45097554,45949853,45126964,32538347,16477550,9306678,50749371,51329402,37120332,29714540,21514425,51950569,54052029,38900053,33173700,52486273,52805287,42212050,50066688,50753139,53162407
46126313,47954535,45358071,33645419,14406469,10218749,46019893,49697802,36004829,28027678,23302822,53127725,55026014,37859356,30550934,53529844,53276992,42018685,51409628,51409628,51046043
50419223,51661652,48484581,39309745,36387964,10955414,48048932,48977821,41713420,39201206,33691843,53276992,55548199,41731504,38461409,54773162,51566958,43424651,51566958,52616735,53793891
48709189,47131762,49178935,40682416,30583244,9182712,50945791,51781704,41906864,40156154,36930061,53276992,54454148,40537941,40056650,53276992,52655825,42342308,52655825,50721183,53276992
49632316,50174527,50285534,40685557,30694435,15114374,48961306,50138462,43608790,40489804,31666247,51566958,48972059,42293451,42293451,51566958,51566958,41166829,51566958,49703362,54255374
48463074,49043105,46528432,40685557,30017728,15904869,50906701,50906701,42113291,39223090,37695805,51566958,51040485,41405153,40051415,51566958,50945791,42342308,51566958,52744114,53157822
46114290,47063565,47307544,40303770,29977972,16101076,50753139,53211719,42342308,39742779,34362546,53276992,53276992,40759237,39552470,53276992,52034563,42829203,53530733,50935834,53063128
49142983,50231850,48672355,41276718,32490098,17488170,51294226,49798056,41620284,39267947,31579943,52034563,52034563,41853280,38755434,53276992,53276992,42742179,52978893,50419223,53793891
51164839,52143221,48350892,41713420,23062874,10973691,54255374,51258356,41713420,38021147,35386737,53276992,51566958,43328760,41888462,51566958,55211077,43328760,53276992,52616735,51566958
49727129,53515156,48016976,41790244,34093317,11124309,53832981,52655825,43028759,37084929,33478375,53276992,54255374,43328760,41713420,53276992,50484615,44226641,51566958,51566958,53276992
52799081,54509115,51160442,42298031,32958108,11661654,52799081,49518908,42926919,38012311,30063648,55751544,52320732,41224993,40825122,55751544,55432530,41849301,54255374,55091287,56928700
52545340,54255374,52545340,43322210,35449242,20780156,53276992,53276992,46647584,39062152,34610122,54255374,54255374,43779098,39731996,55751544,55751544,45091004,55751544,55751544,55751544
51566958,55211077,38982576,40825122,24354901,8864928,55751544,55751544,42249172,38694912,31546000,55751544,51566958,39476059,37438159,54041510,54041510,45382935,54041510,56162996,55751544
55751544,52402871,56695874,40953693,34448028,12151447,53381253,46551731,42346888,39402908,27726688,55751544,54240284,41244853,39762708,55218666,56376860,43824522,54666826,53424397,56630601
51413396,53649634,55130377,40267668,30906885,26615747,51413396,54151995,43114233,38569491,34465600,55751544,55751544,41898160,39284082,55751544,56035617,41392705,56695874,53489670,54041510
55751544,55751544,47427765,41844958,27191639,4470321,55751544,50900792,43481753,33845715,24073453,54041510,56189459,44214221,37949629,56928700,55218666,45064810,54041510,53063128,54041510
54041510,55751544,51302911,44147051,34940121,10654724,52661009,52661009,43855891,39494525,33295969,55751544,55349425,41511573,41794110,55751544,55751544,44510973,55751544,55751544,54773162
49950441,51851031,50610698,43728631,31365793,14558376,50906701,50324529,44357519,38537473,33588176,54041510,55218666,42935623,40429230,54041510,54041510,44510973,55751544,55751544,55751544
45751261,49395937,49548322,41570925,32419363,13520736,47461295,50075868,42742179,38969072,35889818,55432530,55432530,40322810,40536982,52616735,52616735,42742179,52545340,52545340,52545340
14499659,16182361,14499659,11961972,6709611,2842112,15158249,14776462,12222775,9131728,7025820,15158249,15158249,12871196,12267354,15158249,16182361,12892183,15158249,15158249,16654419
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
