db,brightness change,color change,footprint,star count,depth,family
third_obs_pt15v1.5_10yrs.db,0.1471709599539808,0.4984874772494188,0.7176917018686905,0.29233101562093633,0.943627266709462,third
third_obs_pt30v1.5_10yrs.db,0.15898675262902504,0.4929058925094071,0.6949237488365432,0.3136434482289213,0.9432776803463733,third
third_obs_pt45v1.5_10yrs.db,0.15005217902292792,0.4969962972793663,0.7042314025918234,0.2800133471357458,0.9418213574921629,third
third_obs_pt60v1.5_10yrs.db,0.15910873452168844,0.49947881304203046,0.6938855874561465,0.32330565089555735,0.9326956629467784,third
third_obs_pt90v1.5_10yrs.db,0.17642896604715605,0.4903288756899678,0.6976444476265482,0.30646518278198137,0.9289666305657214,third
twilight_neo_mod1_v1.5_10yrs.db,0.9286688631752371,0.46452128097460055,0.9235698432018329,0.4093466292046833,0.44607441322819713,twilight
twilight_neo_mod2_v1.5_10yrs.db,0.6300893234507573,0.488715858799898,0.8486432304718264,0.33051110799459194,0.8765526095917594,twilight
twilight_neo_mod3_v1.5_10yrs.db,0.5579540402973957,0.4871134997566998,0.8391565833750981,0.37025713186188586,0.8983707120586419,twilight
twilight_neo_mod4_v1.5_10yrs.db,0.4906671591401955,0.49670937867564063,0.8182143624257174,0.3045418490962053,0.915274172342668,twilight
u60_v1.5_10yrs.db,0.11889482074236474,0.40751742694739856,0.47995274575785785,0.2115791085917623,0.9901823624321726,u60
var_expt_v1.5_10yrs.db,0.2229966215171623,0.5977040463260362,0.5347963055774324,0.2380237082234688,0.8626745031371941,var
wfd_depth_scale0.65_noddf_v1.5_10yrs.db,0.16428249789470478,0.5232876101822918,0.44909429369227455,0.33385638805239004,0.9121716761117399,wfd
wfd_depth_scale0.65_v1.5_10yrs.db,0.16459835353748434,0.4837367347776091,0.3659697859239636,0.29634528407714833,0.89788823239905,wfd
wfd_depth_scale0.70_noddf_v1.5_10yrs.db,0.15591560007754446,0.5215916710375216,0.513675091286604,0.2871750852803919,0.9124467445233502,wfd
wfd_depth_scale0.70_v1.5_10yrs.db,0.16117219592081117,0.4587778583671836,0.4131166320612873,0.27882260012355964,0.9049438846196673,wfd
wfd_depth_scale0.75_noddf_v1.5_10yrs.db,0.1495216125785153,0.5202025250540695,0.5854156225388416,0.34777729205641594,0.9221160429968398,wfd
wfd_depth_scale0.75_v1.5_10yrs.db,0.15136425908746715,0.47766059243038184,0.4412901840051549,0.284573238318298,0.9119266304387288,wfd
wfd_depth_scale0.80_noddf_v1.5_10yrs.db,0.17174515534351945,0.5189082208238076,0.6817498389059927,0.3566157197390096,0.9307644048344227,wfd
wfd_depth_scale0.80_v1.5_10yrs.db,0.15996849429348006,0.47408931191059994,0.49126512493735214,0.2611545837452315,0.9183815054122098,wfd
wfd_depth_scale0.85_noddf_v1.5_10yrs.db,0.1664190915314483,0.5258678070669524,0.7819145127801245,0.36603167472108017,0.9413235547355796,wfd
wfd_depth_scale0.85_v1.5_10yrs.db,0.1663590960232894,0.47605150397954243,0.6056418701224313,0.32446819589830156,0.930502662053996,wfd
wfd_depth_scale0.90_noddf_v1.5_10yrs.db,0.16454341962783192,0.5326267792377561,0.8355409178778548,0.3367062775032809,0.9487237261055778,wfd
wfd_depth_scale0.90_v1.5_10yrs.db,0.15375363655668828,0.48695039421435365,0.7054485573136677,0.3052992843208046,0.9403589439625177,wfd
wfd_depth_scale0.95_noddf_v1.5_10yrs.db,0.1432778698655656,0.5452535977076909,0.8872699935562396,0.3194421752735716,0.9638745651223546,wfd
wfd_depth_scale0.95_v1.5_10yrs.db,0.15307900716912437,0.49637716792646713,0.7982387055201546,0.3016138568624515,0.9495729258409312,wfd
wfd_depth_scale0.99_noddf_v1.5_10yrs.db,0.14404315497117912,0.5686787736401923,0.917412472256032,0.29344588903615376,0.9717772357883464,wfd
wfd_depth_scale0.99_v1.5_10yrs.db,0.14275222358659714,0.5235625717431983,0.8545142120713108,0.2848140086340924,0.9589809931113628,wfd
baseline_nexp1_v1.7_10yrs.db,0.16280989101398785,0.4940997184128223,0.7690985895324693,0.3053759591639485,0.9474338312751069,baseline
baseline_nexp2_v1.7_10yrs.db,0.1874439880168362,0.44678202641818465,0.491300923605642,0.22595543848982014,0.89673136345313,baseline
cadence_drive_gl100_gcbv1.7_10yrs.db,0.14634659551063078,0.54699289798481,0.5515500823369369,0.28336657693794254,0.8561208501561107,cadence
cadence_drive_gl100v1.7_10yrs.db,0.14307711003349863,0.5434388210522404,0.5288537266413689,0.2786437478338734,0.853784981674049,cadence
cadence_drive_gl200_gcbv1.7_10yrs.db,0.14431919287685907,0.4946847127980101,0.555523734517076,0.2697367928041865,0.8379691498991368,cadence
cadence_drive_gl200v1.7_10yrs.db,0.12945200632109535,0.4665709271562761,0.5384477697429655,0.23634779657268237,0.8352938590980012,cadence
cadence_drive_gl30_gcbv1.7_10yrs.db,0.16401281235946077,0.5555004390288237,0.5379107897186226,0.20995024855467515,0.8800111190592366,cadence
cadence_drive_gl30v1.7_10yrs.db,0.14234173521765933,0.539395563611085,0.5313954320899262,0.24027311166409274,0.8813571346124283,cadence
ddf_dither0.00_v1.7_10yrs.db,0.1426969315745151,0.4361862997022716,0.49774468389775894,0.23496283407937266,0.8999269986791969,ddf
ddf_dither0.05_v1.7_10yrs.db,0.15507001258996553,0.44125975601032064,0.48575213002076323,0.21388756969924555,0.8972424783298839,ddf
ddf_dither0.10_v1.7_10yrs.db,0.1561753621788973,0.43708396670881855,0.4947017970931481,0.20402055167896338,0.8976212263979696,ddf
ddf_dither0.30_v1.7_10yrs.db,0.1448421463337837,0.44313875792641627,0.4963843345027565,0.21926005889767997,0.8995871185538812,ddf
ddf_dither0.70_v1.7_10yrs.db,0.1874439880168362,0.44678202641818465,0.491300923605642,0.22595543848982014,0.89673136345313,ddf
ddf_dither1.00_v1.7_10yrs.db,0.1444990276320912,0.4276735777091829,0.4998568053268419,0.2075091204077787,0.895837073207283,ddf
ddf_dither1.50_v1.7_10yrs.db,0.14496216790572994,0.4376748862875445,0.49953461731223586,0.22530090084136256,0.8962916967887383,ddf
ddf_dither2.00_v1.7_10yrs.db,0.14075668453310208,0.4256958931280802,0.49162311162024763,0.22093869155359808,0.8936000015430109,ddf
euclid_dither1_v1.7_10yrs.db,0.1874439880168362,0.44678202641818465,0.491300923605642,0.22595543848982014,0.89673136345313,euclid
euclid_dither2_v1.7_10yrs.db,0.13509742538272607,0.4413172624455279,0.5024343094436886,0.1874716440570563,0.8982802297572292,euclid
euclid_dither3_v1.7_10yrs.db,0.18328744010283185,0.4427155739084933,0.4862175127085272,0.19956870121543346,0.8970723378431079,euclid
euclid_dither4_v1.7_10yrs.db,0.17141454342374043,0.44067053139300916,0.509952029784492,0.22764004321362527,0.8951230519108648,euclid
euclid_dither5_v1.7_10yrs.db,0.14521584833229537,0.4389889210982217,0.5023627121071096,0.2160775006105238,0.900198857626983,euclid
footprint_0_v1.710yrs.db,0.15324194159604615,0.587070263816639,0.40098088351113337,0.37735465591735273,0.8532630518055692,footprint
footprint_1_v1.710yrs.db,0.15164242052285629,0.6007385337818125,0.44762654829240345,0.4176013530485444,0.8629423332289236,footprint
footprint_2_v1.710yrs.db,0.14208222241031357,0.6111408671276101,0.449846065726355,0.4233895006998076,0.8654203987640587,footprint
footprint_3_v1.710yrs.db,0.1437509035350645,0.5914326737403747,0.4339156583375097,0.4147005550267772,0.8713111726604386,footprint
footprint_4_v1.710yrs.db,0.15118581702835596,0.604727849579583,0.4906923462447197,0.5449119283467765,0.8901029804829307,footprint
footprint_5_v1.710yrs.db,0.1437509035350645,0.5914326737403747,0.4339156583375097,0.4147005550267772,0.8713111726604386,footprint
footprint_6_v1.710yrs.db,0.14523898545167344,0.5979871654375025,0.4266843273430228,0.428885301012619,0.865970132824311,footprint
footprint_7_v1.710yrs.db,0.15080246914990306,0.5898387396694398,0.4529605498675448,0.4802226657872836,0.8562365232827946,footprint
footprint_8_v1.710yrs.db,0.15761110980613863,0.593017118316701,0.43359347032290396,0.15371556828194738,0.8305324813566372,footprint
pair_times_11_v1.7_10yrs.db,0.1276304379159617,0.4817722136538636,0.3569843201832891,0.14938723116425695,0.9332745813301241,pair
pair_times_22_v1.7_10yrs.db,0.1874439880168362,0.44678202641818465,0.491300923605642,0.22595543848982014,0.89673136345313,pair
pair_times_33_v1.7_10yrs.db,0.1680567048808175,0.3378772241705817,0.5180425288179279,0.22272159084786256,0.867906356805074,pair
pair_times_44_v1.7_10yrs.db,0.16585813934169,0.27238050493909655,0.5164315887448986,0.22461567584838238,0.848235131826562,pair
pair_times_55_v1.7_10yrs.db,0.1877917236356504,0.21020926044812208,0.484212787284313,0.22394804627260526,0.8155938395629478,pair
rolling_nm_scale0.2_nslice2_v1.7_10yrs.db,0.15654324930820748,0.4328639462022515,0.4943080117419631,0.21929496174424373,0.8964231405574995,rolling
rolling_nm_scale0.2_nslice3_v1.7_10yrs.db,0.15510400464264684,0.44309137781145447,0.4962053411613087,0.21499937076416337,0.9013418732791577,rolling
rolling_nm_scale0.4_nslice2_v1.7_10yrs.db,0.15766905417440558,0.4483932111994637,0.5028638934631631,0.20193723978672495,0.897681096590306,rolling
rolling_nm_scale0.4_nslice3_v1.7_10yrs.db,0.15672545310615243,0.4499880473632467,0.5075535190090927,0.21173302337419433,0.8973020480530095,rolling
rolling_nm_scale0.6_nslice2_v1.7_10yrs.db,0.1601002160635377,0.4580994651032251,0.5101310231259396,0.20868526195653983,0.8996864930541455,rolling
rolling_nm_scale0.6_nslice3_v1.7_10yrs.db,0.14680321803289056,0.4753689409655276,0.5178993341447697,0.21820578180436698,0.8914569635654828,rolling
rolling_nm_scale0.8_nslice2_v1.7_10yrs.db,0.16625636626620985,0.46244347529831104,0.5328989761580868,0.21784889367052807,0.8899558205290145,rolling
rolling_nm_scale0.8_nslice3_v1.7_10yrs.db,0.16198870083302133,0.4730473644980976,0.5292475119925538,0.21576992447496107,0.8950591830627781,rolling
rolling_nm_scale0.9_nslice2_v1.7_10yrs.db,0.14578811099124614,0.46739301457450344,0.526204625187943,0.2124774501879484,0.8946901088761159,rolling
rolling_nm_scale0.9_nslice3_v1.7_10yrs.db,0.1635365429111756,0.4704594921423185,0.5301782773680818,0.20979133206339198,0.8856951607431095,rolling
rolling_nm_scale1.0_nslice2_v1.7_10yrs.db,0.1643791322631418,0.476440908471574,0.5407388845134959,0.22270831540828998,0.8875303474245899,rolling
rolling_nm_scale1.0_nslice3_v1.7_10yrs.db,0.14933394567974795,0.47367130605307545,0.5318966134459798,0.217724427884896,0.8884702266668,rolling
rolling_scale0.2_nslice2_v1.7_10yrs.db,0.15303861986381878,0.6290933375785339,0.5060141762726428,0.24539504631977735,0.8925733680042276,rolling
rolling_scale0.2_nslice3_v1.7_10yrs.db,0.15678180853766333,0.6251351433025208,0.5110617885014676,0.2297599973989962,0.8931827699066399,rolling
rolling_scale0.4_nslice2_v1.7_10yrs.db,0.15584095248957266,0.6394501037760378,0.5183647168325338,0.27229700760379705,0.8898445194529715,rolling
rolling_scale0.4_nslice3_v1.7_10yrs.db,0.15933784366883705,0.6637748534902138,0.5359060642944081,0.25002237209555384,0.8889658491131639,rolling
rolling_scale0.6_nslice2_v1.7_10yrs.db,0.15439448303107506,0.6591741321189166,0.5375886017040165,0.23228329935689562,0.886164958638568,rolling
rolling_scale0.6_nslice3_v1.7_10yrs.db,0.15259515257513376,0.6787197657753076,0.537015823011384,0.21922567506920568,0.8835115391823917,rolling
rolling_scale0.8_nslice2_v1.7_10yrs.db,0.1416391666274278,0.6716507181184609,0.5460728860886375,0.22120221258896267,0.8843630891753362,rolling
rolling_scale0.8_nslice3_v1.7_10yrs.db,0.15271094423357637,0.6858694354356969,0.5424214219231045,0.2516152229327824,0.8834094389422685,rolling
rolling_scale0.9_nslice2_v1.7_10yrs.db,0.15016870643315436,0.6844623531161629,0.5452853153862675,0.2087581052814326,0.8788105760784487,rolling
rolling_scale0.9_nslice3_v1.7_10yrs.db,0.14823066432733573,0.6831048347795289,0.5510489009808834,0.226528338144655,0.8727132141276321,rolling
rolling_scale1.0_nslice2_v1.7_10yrs.db,0.13912663587096896,0.6824373570410724,0.5547003651464165,0.21263464531189966,0.8789653878280602,rolling
rolling_scale1.0_nslice3_v1.7_10yrs.db,0.15291850879303456,0.7102243408259025,0.5557385265268132,0.2244735884066549,0.8718636657977309,rolling
twi_neo_pattern1_v1.7_10yrs.db,0.6986769647123577,0.48756690064380964,0.5220161809980669,0.4259527924895219,0.3813329480147973,twi
twi_neo_pattern2_v1.7_10yrs.db,0.4885416849574765,0.46527412714259153,0.53032147204124,0.2437875252218592,0.8320509106518619,twi
twi_neo_pattern3_v1.7_10yrs.db,0.41019555151838855,0.4566790672176066,0.5021121214290828,0.189737778951356,0.8592157965807685,twi
twi_neo_pattern4_v1.7_10yrs.db,0.38131979920728665,0.4413200679549852,0.5184363141691127,0.22476512441935712,0.8713723784844268,twi
twi_neo_pattern5_v1.7_10yrs.db,0.5031375447031272,0.48190652582670723,0.5402019044891531,0.28559342053093856,0.8330675031149697,twi
twi_neo_pattern6_v1.7_10yrs.db,0.4623312728697058,0.470999419256296,0.5393427364502039,0.30159449383986847,0.8450759170787276,twi
twi_neo_pattern7_v1.7_10yrs.db,0.4271879842166696,0.4630412811735396,0.5420992339084987,0.26203146816724,0.8616868620947562,twi
twi_pairs_mixed_repeat_v1.7_10yrs.db,0.14626198867256224,0.5733015240870584,0.556991479916947,0.2593706393750853,0.8985230715141823,twi
twi_pairs_mixed_v1.7_10yrs.db,0.14130440116696014,0.4771178968143851,0.49931982530249863,0.23358546406554365,0.9003442416943969,twi
twi_pairs_repeat_v1.7_10yrs.db,0.1675218538745592,0.5021274222497023,0.5242356984320182,0.22913342065015918,0.8977379261103996,twi
twi_pairs_v1.7_10yrs.db,0.1550367510651813,0.4259852535836095,0.4751199255387699,0.20663155377457,0.8988535266765253,twi
u_long_ms_30_v1.7_10yrs.db,0.16776101210398436,0.37576242330717385,0.539808119137968,0.2417907864749042,0.8838740521962276,u
u_long_ms_40_v1.7_10yrs.db,0.1707053365422508,0.3774736759196954,0.4958115558101238,0.2317953511558046,0.9016810853680137,u
u_long_ms_50_v1.7_10yrs.db,0.14503699241354767,0.38212252642910266,0.4441898761366076,0.2220112808338555,0.9043318267216679,u
u_long_ms_60_v1.7_10yrs.db,0.1433399495778576,0.3831201920861659,0.4015536622037659,0.19893486445308053,0.9145425875058796,u
baseline_nexp2_v1.7.1_10yrs.db,0.14709204458165603,0.4412639784652708,0.49871124794157656,0.17521535714062075,0.9330450166726456,baseline
bulge_roll_scale0.90_nslice2_fpw0.9_nrw1.0v1.7.1_10yrs.db,0.1379289543332553,0.2855250426267519,0.4684613732369155,0.29773160011331784,0.8927147829137221,bulge
bulge_roll_scale0.90_nslice3_fpw0.9_nrw1.0v1.7.1_10yrs.db,0.1693805139180755,0.3633764981053174,0.6007374525667645,0.3778950377449394,0.8793041103375417,bulge
footprint_6_v1.7.1_10yrs.db,0.1577392817541211,0.5922050095141095,0.4474833536192453,0.27052936286555607,0.9040177398889726,footprint
full_disk_scale0.90_nslice2_fpw0.9_nrw1.0v1.7.1_10yrs.db,0.14790633234901351,0.28183701242867043,0.4510274217799097,0.3845328061691558,0.9271118417150351,full
full_disk_scale0.90_nslice3_fpw0.9_nrw1.0v1.7.1_10yrs.db,0.16780683008552616,0.3473872030067646,0.6018830099520298,0.5220485042544553,0.9141271157086801,full
full_disk_v1.7.1_10yrs.db,0.1545044246193165,0.4249857203008592,0.4015536622037659,0.3360304754725069,0.941158694070528,full
rolling_nm_scale0.90_nslice2_fpw0.9_nrw1.0v1.7.1_10yrs.db,0.15238963772889202,0.28376630903479133,0.5227321543638577,0.16576365950743893,0.8856799886326797,rolling
rolling_nm_scale0.90_nslice3_fpw0.9_nrw1.0v1.7.1_10yrs.db,0.16133979653943417,0.3782172591294672,0.6533972936206772,0.2019589046321357,0.8709513898959546,rolling
six_stripe_scale0.90_nslice6_fpw0.9_nrw0.0v1.7.1_10yrs.db,0.2709590644801762,1.0,0.7856375742822365,0.4754209052953313,0.8695961941380025,six
