db,brightness,color,footprint,star density,depth,family
agnddf_v1.5_10yrs,0.11423920872072972,0.03854603129429294,0.5119047619047619,0.5577374472504172,0.9390327001166348,agnddf
alt_dust_v1.5_10yrs,0.6533172648202484,0.4633907732277743,0.896825396825397,0.8718909751198923,0.8123737922338568,alt
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs,0.6879189267207064,1.0,0.9087301587301588,0.8732005817035977,0.7401860258509732,alt
baseline_2snaps_v1.5_10yrs,0.13666527053736477,0.03337669438672904,0.4841269841269841,0.3786265058355154,0.9080727637435398,baseline
baseline_samefilt_v1.5_10yrs,0.16474539901339508,3.8415101141049106e-05,0.41269841269841273,0.3728044156026384,0.9055582706411848,baseline
baseline_v1.5_10yrs,0.15657963695485788,0.07701261174986139,0.4166666666666667,0.20560970377926938,0.9511374998931291,baseline
bulges_bs_v1.5_10yrs,0.8364089445819309,0.4929975689364001,0.9166666666666666,0.9588807479467498,0.8335018446564163,bulges
bulges_bulge_wfd_v1.5_10yrs,0.6222768798788118,0.37600134719154876,0.9166666666666666,0.9401435924730199,0.8155480210595203,bulges
bulges_cadence_bs_v1.5_10yrs,0.696924374022097,0.37561416904582645,0.8928571428571429,0.9405914809245699,0.8220074392219202,bulges
bulges_cadence_bulge_wfd_v1.5_10yrs,0.598173987433521,0.335765256623553,0.9246031746031746,0.9423585581688959,0.8108343213424697,bulges
bulges_cadence_i_heavy_v1.5_10yrs,0.6802807938521027,0.3899839601026951,0.9126984126984126,0.9725532182199155,0.8073486122320567,bulges
bulges_i_heavy_v1.5_10yrs,0.5798247382734082,0.5011671884494094,0.9007936507936507,0.8836283689716864,0.7728216597502024,bulges
daily_ddf_v1.5_10yrs,0.11873283085317257,0.017543971914545285,0.37698412698412703,0.3137053990732453,0.9305345987355829,daily
dcr_nham1_ug_v1.5_10yrs,0.16518642768713174,0.012284900525453368,0.4523809523809524,0.20367891847532485,0.8733699708120731,dcr
dcr_nham1_ugr_v1.5_10yrs,0.21323207394578478,0.06778326991191293,0.5238095238095238,0.48131700716481707,0.8833379123654546,dcr
dcr_nham1_ugri_v1.5_10yrs,0.12852610319590108,0.023545128814766773,0.40476190476190477,0.17711350695226025,0.9532937987951474,dcr
dcr_nham2_ug_v1.5_10yrs,0.16321207380368852,0.03106640148530395,0.47619047619047616,0.49827989084288465,0.9137098477140546,dcr
dcr_nham2_ugr_v1.5_10yrs,0.20696673699131385,0.04342643674883833,0.38095238095238093,0.3020909862610086,0.9285484940995282,dcr
dcr_nham2_ugri_v1.5_10yrs,0.23152897557587415,0.054887705583071995,0.4880952380952381,0.39368106327967195,0.8853563863613306,dcr
descddf_v1.5_10yrs,0.16684298862292735,0.06528613593531543,0.5238095238095238,0.43296563632288226,0.9311331879565571,descddf
filterdist_indx1_v1.5_10yrs,0.01607633958474883,0.00028595451695315644,0.15873015873015872,0.0018074569049225764,0.8559711549507845,filterdist
filterdist_indx2_v1.5_10yrs,0.01876884015796161,0.000560353654155928,0.15476190476190477,0.0017498145315365439,0.9337225401396138,filterdist
filterdist_indx3_v1.5_10yrs,0.019224537077537254,0.0005586417144367769,0.1388888888888889,0.0015293763557117546,0.9158414002651027,filterdist
filterdist_indx4_v1.5_10yrs,0.011969832421525715,0.00024500338866160446,0.1388888888888889,0.001562993032791925,0.9025794217549445,filterdist
filterdist_indx5_v1.5_10yrs,0.019425831416679144,0.015408662888180184,0.123015873015873,0.0013779995570886133,1.0,filterdist
filterdist_indx6_v1.5_10yrs,0.015719831601686086,0.00040483225604858456,0.123015873015873,0.001367310359016936,0.95374550141614,filterdist
filterdist_indx7_v1.5_10yrs,0.011831026072945013,0.015521840246139498,0.1746031746031746,0.001951800551556656,0.9208007435825346,filterdist
filterdist_indx8_v1.5_10yrs,0.017397154904739493,0.022692167058801466,0.15079365079365079,0.0016707937620071575,0.9589553257622973,filterdist
footprint_add_mag_cloudsv1.5_10yrs,0.946514482272429,0.8601035463128508,0.8690476190476191,0.8436295546954993,0.6963778326283062,footprint
footprint_big_sky_dustv1.5_10yrs,0.6041647785787674,0.4129101893323867,0.8095238095238095,0.7213834382940482,0.8559586903581899,footprint
footprint_big_sky_nouiyv1.5_10yrs,0.9483121251268362,0.9595500662434145,0.853174603174603,0.8952295049332738,0.8397344081301867,footprint
footprint_big_skyv1.5_10yrs,1.0,0.81254095580351,0.8769841269841269,0.9549928166150424,0.8171727874102507,footprint
footprint_big_wfdv1.5_10yrs,0.10181050352061151,0.04545174005897755,0.4523809523809524,0.27545563092735487,0.9179312641343618,footprint
footprint_bluer_footprintv1.5_10yrs,0.1439657555794531,0.04668149568138671,0.503968253968254,0.3950848428737971,0.9164201254333046,footprint
footprint_gp_smoothv1.5_10yrs,0.11636793731895652,0.07303375686115289,0.43650793650793646,0.31548134275562373,0.9393445214960086,footprint
footprint_newAv1.5_10yrs,0.44332827669376623,0.2262061534185475,0.8174603174603176,0.8883331143302083,0.7980048576603935,footprint
footprint_newBv1.5_10yrs,0.5198686597517976,0.3531921051440976,0.9007936507936508,0.9664966638570724,0.8170290642221313,footprint
footprint_no_gp_northv1.5_10yrs,0.13896814139650293,0.03747139236863102,0.5555555555555556,0.4367619717707033,0.88000185095634,footprint
footprint_standard_goalsv1.5_10yrs,0.13311338250663587,0.017915724920963914,0.5555555555555556,0.4692189085784221,0.9016417506238108,footprint
footprint_stuck_rollingv1.5_10yrs,0.03732820241012618,0.014681306300095485,0.15079365079365079,0.139162943372318,0.9745157610382531,footprint
goodseeing_gi_v1.5_10yrs,0.12438040287746151,0.01903373288356016,0.4761904761904761,0.3439363529253001,0.9132425330966143,goodseeing
goodseeing_gri_v1.5_10yrs,0.18496681842823334,0.09697227608972966,0.5992063492063492,0.5835610936887825,0.9104086634170968,goodseeing
goodseeing_griz_v1.5_10yrs,0.16415894059505998,0.2619439651831917,0.5158730158730159,0.5010152922425437,0.9283532998788049,goodseeing
goodseeing_gz_v1.5_10yrs,0.15628904525782533,0.08106849484490933,0.5793650793650794,0.5407680321618094,0.8843456699941371,goodseeing
