section,agnddf,alt_dust,alt_roll_mod2_dust_sdf_0_20,baseline_2snaps,baseline_samefilt,baseline,bulges_bs,bulges_bulge_wfd,bulges_cadence_bs,bulges_cadence_bulge_wfd,bulges_cadence_i_heavy,bulges_i_heavy,daily_ddf,dcr_nham1_ug,dcr_nham1_ugr,dcr_nham1_ugri,dcr_nham2_ug,dcr_nham2_ugr,dcr_nham2_ugri,descddf,filterdist_indx1,filterdist_indx2,filterdist_indx3,filterdist_indx4,filterdist_indx5,filterdist_indx6,filterdist_indx7,filterdist_indx8,footprint_add_mag_clouds,footprint_big_sky_dust,footprint_big_sky_nouiy,footprint_big_sky,footprint_big_wfd,footprint_bluer_footprint,footprint_gp_smooth,footprint_newA,footprint_newB,footprint_no_gp_north,footprint_standard_goals,footprint_stuck_rolling,goodseeing_gi,goodseeing_gri,goodseeing_griz,goodseeing_gz,goodseeing_i,greedy_footprint,roll_mod2_dust_sdf_0_20,rolling_mod2_sdf_0_10,rolling_mod2_sdf_0_20,rolling_mod3_sdf_0_10,rolling_mod3_sdf_0_20,rolling_mod6_sdf_0_10,rolling_mod6_sdf_0_20,short_exp_2ns_1expt,short_exp_2ns_5expt,short_exp_5ns_1expt,short_exp_5ns_5expt,spiders,third_obs_pt120,third_obs_pt15,third_obs_pt30,third_obs_pt45,third_obs_pt60,third_obs_pt90,twilight_neo_mod1,twilight_neo_mod2,twilight_neo_mod3,twilight_neo_mod4,u60,var_expt,wfd_depth_scale0_65_noddf,wfd_depth_scale0_65,wfd_depth_scale0_70_noddf,wfd_depth_scale0_70,wfd_depth_scale0_75_noddf,wfd_depth_scale0_75,wfd_depth_scale0_80_noddf,wfd_depth_scale0_80,wfd_depth_scale0_85_noddf,wfd_depth_scale0_85,wfd_depth_scale0_90_noddf,wfd_depth_scale0_90,wfd_depth_scale0_95_noddf,wfd_depth_scale0_95,wfd_depth_scale0_99_noddf,wfd_depth_scale0_99
flux change,0.11423920872072972,0.6533172648202484,0.6879189267207064,0.13666527053736474,0.16474539901339508,0.15657963695485788,0.8364089445819309,0.6222768798788118,0.696924374022097,0.598173987433521,0.6802807938521027,0.5798247382734082,0.11873283085317254,0.16518642768713174,0.2132320739457848,0.12852610319590108,0.16321207380368852,0.20696673699131385,0.2315289755758741,0.16684298862292735,0.01607633958474883,0.01876884015796161,0.019224537077537254,0.011969832421525715,0.019425831416679144,0.015719831601686086,0.011831026072945013,0.01739715490473949,0.9465144822724291,0.6041647785787674,0.9483121251268362,1.0,0.10181050352061152,0.1439657555794531,0.11636793731895652,0.44332827669376623,0.5198686597517976,0.13896814139650293,0.13311338250663587,0.03732820241012618,0.12438040287746152,0.18496681842823331,0.16415894059505998,0.15628904525782533,0.16854512527377927,0.0982538755501296,0.7680141685994525,0.10753274922154102,0.15607727784828512,0.1455388422882968,0.20451160148147973,0.17505749143559182,0.17229832392944391,0.17667011459216886,0.2120161241243261,0.2167825696858,0.2633435346363028,0.13854083737836054,0.21492501818946871,0.15657963695485788,0.14793141823469905,0.1185092018601102,0.17094243138147508,0.2100695751956679,0.12601280721335828,0.11817912213437727,0.14466465308952936,0.11892585368200885,0.16505327804901695,0.2477368187916779,0.5212834153009669,0.4880631602899448,0.4666474616862205,0.4781438536608516,0.3758212679615882,0.36000715148897017,0.1950656091049197,0.19453486800778524,0.21576434415845447,0.1558980725716668,0.11071614785337618,0.08644002185230874,0.10034048151621376,0.07018095243675407,0.06094132223139289,0.06200984353046776
color,0.03854603129429294,0.4633907732277743,1.0,0.033376694386729036,3.8415101141049106e-05,0.07701261174986139,0.4929975689364001,0.3760013471915488,0.3756141690458265,0.33576525662355294,0.3899839601026951,0.5011671884494094,0.017543971914545285,0.012284900525453368,0.06778326991191293,0.023545128814766773,0.03106640148530395,0.04342643674883833,0.054887705583072,0.06528613593531543,0.00028595451695315644,0.000560353654155928,0.0005586417144367769,0.0002450033886616045,0.015408662888180184,0.00040483225604858456,0.015521840246139496,0.022692167058801463,0.8601035463128508,0.4129101893323867,0.9595500662434144,0.8125409558035099,0.04545174005897755,0.046681495681386714,0.07303375686115289,0.2262061534185475,0.3531921051440976,0.03747139236863102,0.017915724920963914,0.014681306300095485,0.01903373288356016,0.09697227608972966,0.2619439651831917,0.08106849484490933,0.05804783985183961,0.026819978572932432,0.5506778006468966,0.02971589433459833,0.042405282899782265,0.04899512195956567,0.09319682156611557,0.04625603094818746,0.23502948864245596,0.017382683138589195,0.015619340968779713,0.012146632051719104,0.03986929096998894,0.04274675980223615,0.0898886968005982,0.07701261174986139,0.015718047268552658,0.11269929175293532,0.026147915857294788,0.04815005204065223,0.049428735608141976,0.03323421400146157,0.0484395308446906,0.029836650471874438,0.08548943122345566,0.10354021531353896,0.28254121548451,0.4343624083568212,0.2719360348026848,0.08801672217043971,0.4582305680084796,0.07129374504169944,0.05144590145604517,0.14120053377444838,0.04641098554298867,0.07437628306003177,0.3114761788851903,0.016252871401187783,0.017703204741127326,0.02067721604258081,0.00331471137556877,0.0037097568246822654
footprint,0.5119047619047619,0.896825396825397,0.9087301587301588,0.4841269841269841,0.4126984126984127,0.4166666666666667,0.9166666666666666,0.9166666666666666,0.8928571428571429,0.9246031746031746,0.9126984126984126,0.9007936507936508,0.37698412698412703,0.4523809523809524,0.5238095238095238,0.4047619047619048,0.4761904761904762,0.3809523809523809,0.4880952380952381,0.5238095238095238,0.15873015873015872,0.15476190476190474,0.1388888888888889,0.1388888888888889,0.12301587301587301,0.12301587301587301,0.1746031746031746,0.1507936507936508,0.8690476190476191,0.8095238095238095,0.853174603174603,0.8769841269841269,0.4523809523809524,0.503968253968254,0.4365079365079365,0.8174603174603176,0.9007936507936508,0.5555555555555556,0.5555555555555556,0.1507936507936508,0.4761904761904761,0.5992063492063492,0.5158730158730159,0.5793650793650794,0.3412698412698412,0.4920634920634921,0.853174603174603,0.5198412698412699,0.4682539682539682,0.5158730158730157,0.5674603174603174,0.4007936507936509,0.5396825396825398,0.6468253968253969,0.6904761904761905,0.8333333333333334,0.8293650793650794,0.5317460317460317,0.3095238095238096,0.4166666666666667,0.5476190476190477,0.6031746031746034,0.5158730158730159,0.4563492063492063,0.43650793650793657,0.3928571428571429,0.5317460317460319,0.5515873015873016,0.48809523809523797,0.4722222222222223,0.9166666666666666,0.9484126984126984,0.9206349206349208,0.8928571428571429,0.9642857142857144,0.9325396825396824,0.8571428571428571,0.8611111111111109,0.8492063492063492,0.8531746031746033,0.5277777777777777,0.41269841269841256,0.30952380952380953,0.35714285714285715,0.19444444444444448,0.1984126984126984
star count,0.5577374472504172,0.8718909751198923,0.8732005817035977,0.3786265058355154,0.3728044156026384,0.20560970377926935,0.9588807479467498,0.94014359247302,0.94059148092457,0.942358558168896,0.9725532182199156,0.8836283689716864,0.3137053990732453,0.20367891847532485,0.481317007164817,0.17711350695226025,0.4982798908428847,0.3020909862610086,0.393681063279672,0.4329656363228823,0.0018074569049225766,0.0017498145315365439,0.0015293763557117546,0.001562993032791925,0.0013779995570886133,0.001367310359016936,0.0019518005515566559,0.0016707937620071575,0.8436295546954993,0.7213834382940482,0.8952295049332738,0.9549928166150424,0.2754556309273549,0.3950848428737971,0.3154813427556237,0.8883331143302083,0.9664966638570724,0.4367619717707033,0.4692189085784221,0.139162943372318,0.3439363529253001,0.5835610936887825,0.5010152922425437,0.5407680321618094,0.27728523112097936,0.3954658435763103,0.7424711086002049,0.3868457500491429,0.31990829352247385,0.4232035318906874,0.4296260978688416,0.2503949297293294,0.4554048577452732,0.595854597763117,0.6061038089338948,0.8437735211588764,0.827722535020882,0.34742148587091604,0.2403370855541292,0.20560970377926935,0.4706039167267296,0.658757724978449,0.5270329652570344,0.3741582263097332,0.2467882297427851,0.3182437136353345,0.3274506569433245,0.4003148343383856,0.3802884278964478,0.24339600492792204,0.9175854039426636,0.9830051732859092,0.8903235016061349,0.89307522188327,0.9665188176718186,0.9586783619370433,0.8658197456968375,0.8791921289706677,0.8047672409401052,0.8287143462899168,0.3905090801544719,0.4309177996510499,0.25393530686455273,0.19768739576902525,0.008779824496349783,0.013073671677626944
depth,0.9390327001166348,0.8123737922338568,0.7401860258509732,0.9080727637435398,0.9055582706411848,0.9511374998931292,0.8335018446564163,0.8155480210595203,0.8220074392219202,0.8108343213424697,0.8073486122320567,0.7728216597502024,0.9305345987355828,0.8733699708120731,0.8833379123654546,0.9532937987951474,0.9137098477140546,0.9285484940995282,0.8853563863613306,0.9311331879565572,0.8559711549507845,0.9337225401396138,0.9158414002651027,0.9025794217549444,1.0,0.95374550141614,0.9208007435825346,0.9589553257622973,0.6963778326283062,0.8559586903581899,0.8397344081301867,0.8171727874102507,0.9179312641343618,0.9164201254333046,0.9393445214960086,0.7980048576603935,0.8170290642221313,0.88000185095634,0.9016417506238108,0.9745157610382532,0.9132425330966144,0.9104086634170968,0.9283532998788048,0.8843456699941371,0.9381496916049182,0.9246052347175012,0.691207085177197,0.8273788585716187,0.8602924876964051,0.8372335956711892,0.8139268358869677,0.8466103488806896,0.8319126096003164,0.5369492642388172,0.5843403273634219,0.013695452320488084,0.2159406319763051,0.9539997200630344,0.8941116375470641,0.9511374998931292,0.9303465467626084,0.9196828939836504,0.9079005340050038,0.9291286535568092,0.8496115926755653,0.9105288152774186,0.9234510343306189,0.969561222527065,0.9835432395867676,0.8665281646554549,0.7976379196562521,0.7592892618228217,0.7507010552702494,0.7678880016202388,0.7441950523145713,0.8226705843391777,0.7980068231137871,0.812493149652473,0.8594395700666566,0.8658549612801311,0.8982003759057026,0.9327577771287772,0.9509733029000964,0.9271369341279664,0.9894209057086092,0.9695368461840932
family,agnddf,alt,alt,baseline,baseline,baseline,bulges,bulges,bulges,bulges,bulges,bulges,daily,dcr,dcr,dcr,dcr,dcr,dcr,descddf,filterdist,filterdist,filterdist,filterdist,filterdist,filterdist,filterdist,filterdist,footprint,footprint,footprint,footprint,footprint,footprint,footprint,footprint,footprint,footprint,footprint,footprint,goodseeing,goodseeing,goodseeing,goodseeing,goodseeing,greedy,roll,rolling,rolling,rolling,rolling,rolling,rolling,short,short,short,short,spiders,third,third,third,third,third,third,twilight,twilight,twilight,twilight,u60,var,wfd,wfd,wfd,wfd,wfd,wfd,wfd,wfd,wfd,wfd,wfd,wfd,wfd,wfd,wfd,wfd
