uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy,db
10447.949136563348,8222.917270461394,15952.80099704368,5294.284771477605,,7.405240190259234,25428.894561761965,22941.408163225646,7046.052951965213,812.843347791777,251.48436624328852,82351.16055733818,30909.38896014775,4806.736296094684,792.811713821669,72435.10415112448,31125.92168228888,12321.648961875071,73321.99449054839,36013.882752617195,64719.04869982313,agnddf_v1.5_10yrs.db
13181.037900559613,10412.882208137558,18348.275357611245,6359.683040838558,,2.6924434270201933,26428.43813033173,27801.69175587653,11052.672025250036,1285.8390402409814,562.2467279209195,81650.47148685735,38138.69865320967,8147.712516976741,2000.1958538156725,73429.47601632618,39600.97499773309,21060.634973082877,73073.46272555299,49329.80573584238,59013.28089877091,alt_dust_v1.5_10yrs.db
14286.545044222928,12267.195501587194,19206.211384430186,6381.397249317959,,1.487959277000449,28400.304391952923,29649.70097606516,12152.783081480076,1276.9531573993247,613.7221881226055,85340.91257914496,47533.94675248607,11500.489252027288,3158.368185622495,84490.90644227703,43377.64565311598,24198.299857084803,81099.78060542424,54221.34882387917,50798.787830187815,alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db
12214.953564993184,7398.7917820961,13558.914698867804,4166.032972144989,,0.5334225376359355,23126.85638620274,21724.816930841476,6457.936789661045,713.5882964923687,130.23513170165575,75168.61179233104,27808.983973249142,4596.919047098508,969.6234039691878,68186.80542631967,30864.627099755708,13604.518092146676,68011.73837711784,36773.94287873972,56853.73581000594,baseline_2snaps_v1.5_10yrs.db
23010.709875171764,916.7024769928573,1363.5883312885328,807.6797585482951,,167.07840799734586,30277.10528265555,3030.16766175849,2266.536797765259,685.2593049608666,460.2592273662086,92440.55391604599,7963.714840249582,1857.5458323908813,998.4615345379079,71569.70996659093,4257.2143438184385,2158.3112709894576,68845.09148907578,6140.846529470823,89655.3072264487,baseline_samefilt_v1.5_10yrs.db
10761.454830038838,8548.925299658775,16025.946894933712,5184.52088916399,,0.09962780157352547,26378.939573411557,24188.838661686164,7479.618592661136,812.9352558858973,238.3878651405074,84780.41458320481,30652.813250388575,5802.708771029549,1222.4632262451994,73607.83784326956,32959.97125999955,16402.24249732391,72984.94211250254,40166.455663273635,62209.31635578721,baseline_v1.5_10yrs.db
9677.339612588763,7612.118484621047,13974.979970827257,4085.486762909112,,0.08238611569111179,24836.858977988624,22040.631297140982,6725.036478944124,732.0650296261783,181.05007312166742,100568.53512947937,28931.145368899597,5036.488028557566,986.517793514034,67550.40888435021,31095.635620788245,14959.425119704247,69711.02997127314,40553.01197769042,76833.17593121748,bulges_bs_v1.5_10yrs.db
12578.444343588882,7360.480326845397,14338.611867691234,4296.513979014227,,5.870592084587727,24148.03762207279,21912.790238189336,6616.1148995357,609.2315004364078,160.37823721824122,81297.14464153783,28553.94068612842,4952.284954865818,1052.156955362827,70261.56517145986,31268.589600965366,15145.363143426388,71538.12590343629,40036.611456313185,78752.88060926716,bulges_bulge_wfd_v1.5_10yrs.db
12738.128187192267,7475.73864413265,13797.280755456039,4218.701469149381,,26.170605583856656,24644.352969138545,22096.77291478867,6575.787274035739,604.438236209804,313.6150504189508,80337.15127500684,29397.305737844137,5210.8593117988485,997.4557129219234,52163.76176971831,31147.014015540928,14753.79903516442,52071.02208155829,39468.296966322654,76672.49320732409,bulges_cadence_bs_v1.5_10yrs.db
12753.568807819478,7485.706103269103,13650.242536205027,4271.560916739171,,2.285662622607525,25546.334197193366,21960.077897713214,6664.747106961914,508.1622866348607,210.19286457653521,103386.80070645238,28777.41358939562,5190.148659141972,905.9571266316694,69505.11097879749,31291.4569187565,14671.549553682773,67415.59796321558,39707.32249209722,78497.4763915371,bulges_cadence_bulge_wfd_v1.5_10yrs.db
