uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
1934691,1934691,1934691,1934691,1243677,499838,1934691,1934691,1934691,671184,642859,1934691,1934691,1914861,691014,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,528163,0,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,1743515,0,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,1406528,1263507,1934691,1934691,1934691,1406528,0,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1914861,0,1434853,1934691,1934691,691014,19830,162851,1934691,1934691,1406528,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,1934691,671184,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1434853,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,499838,1771840,1934691,1934691,1934691,1934691,691014,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,0,1886536,1934691,1934691,1934691,1934691,691014,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,19830,28325,1934691,1934691,1934691,1791670,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,499838,671184,1934691,1934691,1934691,1906366,671184,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,547993,19830,1934691,1934691,1934691,1934691,1914861,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,499838,0,1934691,1934691,1934691,1934691,691014,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,1263507,0,1934691,1934691,1934691,1906366,1434853,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,528163,0,1934691,1934691,1934691,528163,1415023,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,28325,28325,1934691,1934691,1934691,1934691,162851,1934691,1934691,528163,191176,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,1791670,499838,1934691,1934691,1934691,1791670,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,528163,0,1934691,1934691,1934691,1934691,691014,1934691,1934691,1934691,691014,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,191176,0,1934691,1934691,1934691,1934691,528163,1934691,1934691,1934691,1914861,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,0,28325,1934691,1934691,1934691,528163,28325,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691,1934691
1934691,1934691,1934691,1934691,1434853,0,1934691,1934691,1934691,191176,1763345,1934691,1934691,1934691,1906366,1934691,1934691,1934691,1934691,1934691,1934691
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
