uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
64346976,112289148,60703956,54120420,78822252,63370440,65334636,63148032,65556504,68930460,169082208,60706836,61234524,60043140,109886544,60337872,56035116,53514720,58501440,57904524,51288192
13016988,31700952,20856456,22989852,59271912,107903196,19533744,20658492,25328880,28679292,117337644,10287432,26502408,27852300,58534668,9179964,14927652,12919392,10536660,18124848,13727052
12527424,56045124,19365372,25335576,52774416,98613900,20147148,26846748,31928040,31772196,98354232,4700484,36105084,40130928,78919920,6296148,24826896,26307612,6439356,29966796,12702456
30905964,68961024,46757808,42396264,105069348,109968552,30509532,42990696,49150116,54162828,126318564,17484372,48572784,46547568,102371040,17013312,41732100,46546200,18279828,52940232,22858272
89800848,13382784,5535504,167931540,45782496,65258892,71633484,330552,79464816,115016328,172504260,68972256,25190604,97077420,92620584,66196584,1241820,8201448,69011964,49050036,54436356
59931324,92290968,65155320,61026804,132027408,103036104,66553200,63556128,64655892,79962732,118681992,66845376,65587320,61798824,70855848,66975804,65462184,65465676,63600192,64166148,58171248
13116780,28418724,24776784,16304832,41847984,60973848,13150368,20945592,27509652,28983456,106886376,5349204,33244308,30898332,68632272,6296256,24926616,31625316,4462128,37825668,8434692
28036332,60748524,37003752,30440592,52577028,113275836,19063008,37099440,25824492,31227984,90759780,4712796,78385824,60056820,74495916,3042396,29025936,45560664,3605508,69737328,9459864
10984500,27894600,24280596,22917744,33735096,56532240,11064492,20759796,30273084,26691840,62719992,4469004,38578068,30169476,43723296,3791988,20223216,24523560,3782340,32559552,4835448
20950164,46305504,52002360,55987344,72450504,109535256,42904692,40910364,24991560,29886984,78481692,13121712,82260468,45240768,93395772,11077272,30413088,34497540,4895388,70637868,7892856
11213496,66707388,18342936,25282548,26848980,88184736,11655072,18146052,26193780,23772744,85945464,2045916,84033756,24248916,36182376,77230008,47432700,28209744,2312100,32472900,4573116
11742876,60424524,18646452,48794184,57240360,71755632,10089936,15417180,26070480,23430708,80920728,1936332,89887896,26445528,52043580,78219972,73979928,63677772,2024244,30783600,4398012
44466372,101010564,47388564,46994400,125183556,121915476,52011612,54294840,54267300,60888456,145087740,34459884,55561428,54404532,97964820,30769128,49663116,52607484,31049460,52250004,38707956
67592268,51494148,67108500,71134560,143089668,63544068,69760404,51305832,67577364,102934620,140007708,65090844,74937672,55812276,95698404,65856312,58474980,64135368,60014556,69158124,54526716
68992704,70785360,56427732,58105692,123694488,148561344,64530036,47631096,59962320,88019208,141866604,64482408,62745624,75198384,133787232,60619284,63680112,62010972,59480100,64737432,54719064
68244444,50235912,61112664,69482196,110786004,92795940,67901616,50989788,63883908,72199872,157511628,63593964,57649824,61148196,67628664,64182420,56942100,64903248,60994872,67910868,58199184
69295356,25644168,52384104,66802716,126423936,112468896,66730032,26710524,60726240,82540728,139282920,58633992,71514504,51618024,72737460,63008100,48536604,59210856,56261484,68267124,57894804
73161180,60576372,38451060,65361672,117348408,81469224,67369716,30085200,59596200,71361288,132426828,64998396,57630636,68143860,113539212,59280336,64296504,62974872,61983576,65176884,54200196
69582240,29888424,51351480,61142328,115176744,147115152,72075852,45646272,66155760,87986520,167735772,63213696,51188832,66653892,90807372,66457692,50606136,63401580,58439628,67156992,53759736
56706228,111973860,61720308,60812352,106269408,63743040,60892596,61065756,58651164,60813072,117557172,57158856,70089336,53201088,66520764,56873448,47275488,51408864,51804432,64020384,50015844
273984084,273983004,262186596,164825712,218755260,86226768,269289756,186383124,223346484,228053844,196584696,0,4012632,227909952,214930368,0,245061792,221572512,51110856,207048600,81718056
260235324,211283640,243374040,222951204,186967692,120742812,261224496,248105952,245595240,218001456,187711416,264485196,256069692,226601100,212131332,264497472,258157044,245345976,263148876,244157580,253559340
233010072,265398048,665532,8595504,142433928,89009928,273938832,264952368,264167820,231114852,183688848,195123420,22581540,166781556,114094800,130160340,247062492,226206000,173075292,222786612,123094260
273979368,265869864,268622100,211935384,245442096,129837060,209949300,3809088,8216820,162972000,175964868,164517192,9942732,239654628,214360020,111238920,263240748,221500224,188474688,167737752,140943564
85823064,156756600,193146480,84577788,141525432,232724700,31347648,124497720,90439956,85999428,187341588,477324,156896568,77579784,201561228,2242620,177763788,198178920,264618900,264923676,264634884
162114768,249531768,52602984,129282012,155410992,76165092,189478512,85415724,159371136,105642072,106472736,184122576,264247344,179796240,139239756,264613500,264580092,250224408,194822136,158749488,146979468
265286988,264642876,264015864,251336700,227736288,116042688,264621960,264140856,245579904,192242196,178251300,231130620,162999360,208141164,204343524,229152528,256431636,245405160,247694832,244095012,215531856
205955208,205660548,189020232,167259312,190188828,161301996,213914160,187162452,216037944,173596644,203183316,187501608,248891292,171319068,177743772,263755584,259288416,247205124,264634704,263000664,264578076
58871628,94796244,60065856,56139876,128437164,84452112,61021188,61838784,63885276,77176188,132327468,57714048,64310292,53634924,108566280,58012884,53979876,62711352,57377124,69783552,53010540
22161528,27832032,32261220,33537816,26301708,25327116,29954052,33863472,35902116,32598792,38767140,33185340,36974124,33407568,37270296,32614236,34387344,32569740,32217012,35502984,30580560
30379572,27023760,30490812,30340728,25238268,21638880,31206456,30847572,31195800,26281152,24593148,31925016,31275648,27892224,28063224,32149656,32470668,32111748,32168376,32877900,31095756
28143144,26880480,29714112,30205080,22737780,20649744,30943080,29925432,30878280,27245268,25323768,31812696,31218840,26814132,27558648,31464648,30336768,29808036,31470660,31930128,29631456
6453252,53177184,23367744,13468860,123491016,135154296,1584648,16276176,19107252,48124872,123332688,0,29094552,36397836,61737516,638460,14382972,30682872,0,28486080,1424268
67790376,118981764,701856,8185356,72372924,70538616,98282376,90289368,80062668,97780464,129429072,61505352,18815544,40497372,92863080,48366288,57181140,53173044,0,25041960,0
127324944,153538344,157124916,97724340,162853416,107710308,124112052,167701464,175410540,201603348,154406268,80615016,210668940,171575712,157104792,63940680,166641480,164979864,53356824,192815856,75266964
2649708,43166556,23646096,6524460,96920568,60605748,98028,3152268,5796252,68579856,139876704,0,18503856,55717056,125207496,0,9279900,27783432,0,10072620,16992
3683736,13813344,10402524,5757012,42765048,61914744,3046392,8282124,10456596,51047820,119532960,1201392,23100120,54373932,79398072,855612,13704984,46773864,152928,23260392,1058472
58172004,94438872,58844304,59066208,96623604,66663972,62583624,61314012,64870488,68913792,99241956,59758416,60765120,56059380,59005440,61188408,62037036,58574736,60416028,63341172,54360396
