uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
414525837,414460596,414478458,411723395,245734376,101021361,422629691,422949927,421363343,411063594,365691895,422954632,422366783,418586037,378343718,422940978,422950553,412717013,422609858,413917617,414091190
404564475,404426140,404476015,371907830,187889761,126025647,424607743,425233971,421505958,390201305,345940764,425017552,424012414,411416690,382411115,425203690,425250480,404339566,424989657,404471168,404515666
404134537,404400223,404487650,391551154,254060662,157810794,424985332,425140148,422523754,411806288,340714910,425060398,424991354,422937242,398835828,425332741,425325216,403290812,425070301,404472658,403651936
414604355,414817920,414481782,411729887,330353626,150627743,422992422,422613194,420535671,411685747,329666782,422938494,422327330,416670051,378424049,422213269,422230024,412392554,422336494,414013012,414815838
414964209,407472094,401295076,406409422,58106903,101308999,423183523,419276783,417457998,341651573,305304922,422587694,417372863,383513852,336449947,422437333,416352545,388865274,422628703,412021550,414474225
414764867,414680972,414399031,409811357,261880928,123883424,422751402,422363468,419641694,366849277,339312647,422628346,421681435,405527855,380905558,422631421,422941235,412744860,422341107,413356995,414475405
403557087,403999459,403361110,323192210,144776081,101349492,425133227,425079472,415692635,355811134,311810686,425078981,424814631,421275839,393906067,425139141,424916341,404475268,424562617,404478862,404497823
403099184,403161871,404315315,317131380,209416501,142853058,424286422,424427681,421496796,399558833,358892849,424496598,423911048,421097533,397070735,424444407,424902319,404291354,424245724,404481461,404524046
403761212,404023269,404004417,334979366,144347747,58966678,424715434,425323691,422002937,339110357,257016983,424715219,423542225,420401804,378814784,425238461,425379251,403342305,425201422,403855929,404529400
403578635,403683444,403198357,343238332,256790972,158762285,424975408,425272231,419454329,358584408,336186544,425256119,424103346,419727455,387942657,425351651,425349850,404480972,424735523,404482911,404403438
404366066,404355570,404490578,362923701,187597271,156040991,424884990,425335600,420329818,394917404,330944734,425331514,424343130,420672329,386911078,425324163,425323196,404394988,425159818,404491477,404488068
404534840,404514867,404176387,331439123,216708166,85926350,425302536,425338916,421782341,401781068,323952363,425339083,424396036,418154287,386061347,425109811,425308001,404479259,425069165,404483531,404489054
415149884,414735610,414002478,411819845,356310115,173544392,422602981,422219052,420216403,415821829,368891308,422617006,422346899,417862191,374967209,422642352,422718456,413526671,422973506,414669262,414718155
414496941,414734236,414813249,412531111,358859618,71885753,422982005,422632681,420518240,409961062,340008038,422958666,422214821,415208650,373203052,422930694,422699127,412667088,422383404,413470555,414136560
414744053,414344703,414730734,412579000,333663184,187010234,422229784,422234843,420528176,410725489,343190509,422622312,422048535,415595044,382390538,422974910,423018826,413088405,422974796,414151517,414508267
415104309,415071066,414712665,411107595,259722169,106056947,422692338,422685166,420446426,394192198,362300124,422608728,422612647,410186855,378711264,422966375,422964535,413479628,422960798,414721913,414118059
414470535,415065394,413799162,412492529,333806735,170362903,422030628,422010678,420300991,413422169,320738025,422332391,422694606,417071808,361934006,422624982,422623327,412681120,422632201,414203821,414330029
414349079,414339767,414708634,399658871,289378322,110374294,422256490,422022023,415438260,380172761,332909497,422603115,422226664,413752506,380143969,422962884,422953439,413383264,422362550,414463904,414715440
414500746,414819800,414439393,411628219,321331706,204620170,422704693,422687147,420677447,415918579,366717309,422610275,422273115,419101960,391556689,422037531,422091548,412322247,422087396,413920042,414192227
415080639,415077823,414717018,412394517,301646258,94106541,422726843,422325261,420979885,398257712,341981837,422592101,422551752,411597146,351155577,422612128,422600785,412121495,422602465,414137062,414477196
347136734,347136105,347127969,346573436,328458274,114263448,347139546,347127688,347129161,344316321,329921930,347142041,347124836,345988432,344683632,347127675,347129613,347125395,347131196,347127034,347155251
347199978,347139556,347125518,347126648,321068720,139898671,347138507,347123281,347127403,345518741,338635677,347124099,347124022,347127101,345805337,347128061,347127236,347129497,347140198,347130940,347137168
347287732,347140398,347132650,346221958,297270379,118349185,347139580,347132381,347126203,345923326,330773654,347132317,347131924,346560115,341287922,347153289,347134344,347145350,347127526,347132597,347154521
347136455,347138184,347138805,347115299,338407369,192731217,347140755,347135872,347134810,345670121,321397033,347146411,347132529,347129606,346302616,347146488,347144272,347136399,347147125,347131395,347149147
347516603,347245898,347136130,347134321,325934034,303495291,347195038,347128941,347132387,346415061,340286310,347129727,347131922,347128729,345842855,347131350,347123727,347132453,347130599,347136113,347150201
347244148,347143100,347132422,347124559,302685145,121460105,347142759,347125311,347126282,344771210,295353384,347125291,347122663,347126291,343228617,347122705,347124616,347124465,347131393,347129473,347142116
