uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
3,3,3,2,0,0,3,3,3,0,0,3,3,1,2,3,3,3,3,3,3
11,11,11,10,10,1,11,11,10,10,8,11,11,11,11,11,11,11,11,11,11
11,11,11,11,10,5,11,11,11,10,9,11,11,11,9,11,11,10,11,11,12
3,3,3,2,3,0,3,3,3,2,0,3,3,1,1,3,3,3,3,3,3
3,1,2,0,0,0,3,1,1,0,0,3,3,1,1,3,3,1,3,3,3
3,3,3,2,0,0,3,3,3,0,0,3,3,1,2,3,3,3,3,3,3
3,3,3,0,0,0,3,3,2,1,0,3,3,2,0,3,3,2,3,3,3
3,3,3,3,0,0,3,3,2,0,0,3,3,0,1,3,3,3,3,3,3
3,3,3,2,0,0,3,3,2,2,1,3,3,3,2,3,3,3,3,3,3
3,3,3,3,0,0,3,3,3,2,1,3,3,2,2,3,3,2,3,3,3
3,3,3,2,1,0,3,3,3,1,0,3,3,1,1,3,3,2,3,3,3
3,3,3,3,0,0,3,3,3,2,1,3,3,3,2,3,3,3,3,3,3
3,3,3,2,0,0,3,3,3,1,0,3,3,2,1,3,3,2,3,3,3
3,3,3,3,0,0,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3
3,3,3,2,0,0,3,3,3,1,0,3,3,2,1,3,3,3,3,3,3
3,3,3,2,0,0,3,3,3,0,0,3,3,2,2,3,3,3,3,3,3
3,3,3,2,0,0,3,3,2,1,1,3,3,3,0,3,3,3,3,3,3
3,3,3,1,0,0,3,3,3,1,0,3,3,3,1,3,3,3,3,3,3
3,3,3,0,0,0,3,3,2,0,0,3,3,3,3,3,3,3,3,3,3
3,3,3,0,0,0,3,3,1,0,0,3,3,1,0,3,3,3,3,3,3
3,3,3,2,1,0,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3
3,3,3,3,0,1,3,3,3,1,0,3,3,2,2,3,3,3,3,3,3
3,3,3,0,0,0,3,3,3,2,1,3,3,3,0,3,3,3,3,3,3
3,3,3,2,1,0,3,3,2,0,0,3,3,2,1,3,3,3,3,3,3
3,3,3,3,0,0,3,3,3,1,1,3,3,3,2,3,3,3,3,3,3
3,3,3,2,1,0,3,3,3,1,0,3,3,3,0,3,3,3,3,3,3
3,3,3,3,1,0,3,3,3,1,0,3,3,2,1,3,3,3,3,3,3
3,3,3,2,0,0,3,3,3,2,1,3,3,2,1,3,3,3,3,3,3
3,3,3,3,1,0,3,3,3,0,0,3,3,2,2,3,3,3,3,3,3
11,11,11,11,8,2,11,11,11,10,9,11,11,10,10,11,11,11,11,11,11
12,12,12,12,7,1,12,12,12,11,10,12,12,12,12,12,12,12,12,12,12
12,12,12,12,5,4,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12
3,3,3,2,0,1,3,3,0,0,1,3,3,2,1,3,3,3,3,3,3
3,3,3,0,0,0,3,3,3,3,0,3,3,3,0,3,3,2,3,3,3
3,3,3,1,0,0,3,3,2,1,0,3,3,2,1,3,3,3,3,3,3
12,12,12,12,10,1,12,12,12,10,6,12,12,11,11,12,12,12,12,12,12
12,12,12,12,9,7,12,12,12,12,10,12,12,12,10,12,12,12,12,12,12
