db,g,i,r,u,y,z
baseline_nexp2_v1.7.1_10yrs.db,24.459576496788262,23.428962482072823,24.007362708060207,23.497864631905475,22.018625704580717,22.79422544862358
bulge_roll_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.43593429757226,23.392188983944585,23.969623243209895,23.48855531868105,21.993039301567286,22.747418327960496
bulge_roll_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.431224276337016,23.3749791126256,23.952546136822864,23.475380135817208,21.985137203291742,22.73129562726129
footprint_6_v1.7.1_10yrs.db,24.445163485945788,23.418070178169344,23.992494267843874,23.48005289097106,21.997465810181424,22.771200369034666
full_disk_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.455664280179974,23.40726467077898,23.98749703904929,23.49735663730179,22.01880600985145,22.76549033590914
full_disk_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.44408449724711,23.386804000964652,23.97224883736577,23.48586858486984,22.013177913675698,22.746615154944728
full_disk_v1.7_10yrs.db,24.46203038744437,23.436761064620853,24.0144109631716,23.507428619741752,22.02412410359754,22.800067902170778
rolling_nm_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.433486517472996,23.380850245657143,23.976522991232198,23.383326884982417,21.99454730388763,22.733497894632627
rolling_nm_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.42369135773621,23.361964781424977,23.960481705694555,23.37306465944563,21.986634046109536,22.714201890867812
six_stripe_scale0.90_nslice6_fpw0.9_nrw0.0v1.7_10yrs.db,24.402631900001325,23.342734105291136,23.921073718593924,23.44904325440874,21.990010038275912,22.708554939312858
