uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
28772820,2135952,382212,0,0,1772748,25006752,177084,0,0,58896,11637288,740304,0,0,11941416,402336,0,12310308,8172,17047980
26391924,37548,0,0,0,26966700,16696404,0,0,0,9972396,3652632,0,6948,12996,2537892,17136,0,8758044,0,8554356
29791404,121932,0,0,0,14078700,30420360,0,0,0,56592,3980376,96804,10980,53532,2339964,19008,0,3289284,0,14420088
17682264,6710004,1857564,0,0,3683844,16053408,4560948,0,0,5021280,5287968,482472,0,31860,3941352,11964852,0,5846328,0,10878084
38232864,278676,0,0,0,3032460,19579248,0,0,0,11592,200628,0,0,6948,42624,0,0,717984,0,4548024
66230172,2455632,0,9900,0,11711628,41040072,0,0,0,166140,1816704,1189872,10980,0,6531624,5715936,0,10291680,0,2076444
30963888,2736900,567612,0,0,15624,13826412,1406160,0,0,6268860,873648,178164,0,0,3258828,19260,0,4205376,0,13427892
24049872,65232,0,0,0,1485612,28416672,0,0,0,43380,10204668,0,6948,6948,13802976,0,0,14679396,0,12722256
25938540,815148,50436,0,0,5538564,30644532,24048,0,0,127080,16441812,582660,10980,12996,14019516,1071396,0,16427304,0,14179356
49397688,29630484,4096368,60876,0,37232676,52892712,2471400,801072,6984,14829408,9069264,25113780,13619304,55140696,11470752,39252528,2117268,12650652,2517984,20663604
