db,g,i,r,u,y,z
baseline_nexp2_v1.7.1_10yrs.db,,,,,,
bulge_roll_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.328562270787906,23.09176037346527,23.81160684625012,23.2042942443147,21.70249493366891,22.516216932726575
bulge_roll_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.303178144180716,23.158962947649556,23.78155557800035,23.193451450047252,21.743423789187005,22.513196369596265
footprint_6_v1.7.1_10yrs.db,24.27680141021145,23.13308547655918,23.814841467328765,23.190782194934176,21.718395094886905,22.58509883569436
full_disk_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,,,,,,
full_disk_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,,,,,,
full_disk_v1.7_10yrs.db,,,,,,
rolling_nm_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,,,,,,
rolling_nm_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,,,,,,
six_stripe_scale0.90_nslice6_fpw0.9_nrw0.0v1.7_10yrs.db,24.28309193188396,23.13691028063532,23.833263385426584,23.2632676222782,21.81497338761214,22.51498963565642
