uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
340,16,11,0,0,27,285,7,0,0,3,142,4,0,0,137,9,0,157,1,179
183,2,0,0,0,54,145,0,0,0,5,25,0,1,1,22,1,0,43,0,41
215,9,0,0,0,113,181,0,0,0,2,31,1,1,4,33,1,0,43,0,79
206,26,26,0,0,31,94,8,0,0,21,23,5,0,1,33,29,0,45,0,93
232,5,0,0,0,35,101,0,0,0,2,6,0,0,1,4,0,0,11,0,22
250,12,0,1,0,54,147,0,0,0,7,9,3,1,0,8,5,0,18,0,24
222,21,11,0,0,2,103,3,0,0,5,9,2,0,0,6,2,0,18,0,51
311,3,0,0,0,47,347,0,0,0,2,124,0,1,1,141,0,0,176,0,163
367,8,1,0,0,116,395,1,0,0,6,168,6,1,1,179,17,0,225,0,194
264,119,14,5,0,569,241,22,10,1,205,54,134,83,222,59,130,10,65,12,107
