db,g,i,r,u,y,z
baseline_nexp2_v1.7.1_10yrs.db,24.498053956878778,23.444137934121215,24.037692458719633,23.501428608577857,22.044425182801728,22.828210221556013
bulge_roll_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.414023791632054,23.415082822399306,23.98054376264598,23.432347573330773,21.98933507657191,22.771258983112507
bulge_roll_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.4043205545967,23.388313043286125,23.947002503949047,23.437114773443398,21.98753630679289,22.748008665204367
footprint_6_v1.7.1_10yrs.db,24.4398356796318,23.426451577493097,23.98703356703254,23.43316042089409,22.007924894287655,22.808363939299944
full_disk_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.455604142681537,23.41264697691893,23.984606418875444,23.439848285336918,22.000286611217938,22.781142993087016
full_disk_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.430299297097605,23.409930993053024,23.973539755195855,23.435996576456844,21.99075585087919,22.75002773369828
full_disk_v1.7_10yrs.db,24.44834154265404,23.45826106848434,24.008052567290488,23.44332596872854,22.019738975376697,22.81280193150493
rolling_nm_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.46654607738835,23.40821553843152,24.00473575800096,23.37705192132217,22.02199727619353,22.765603366258
rolling_nm_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.454164439731734,23.406913917826337,23.993519789619775,23.37366378137957,22.012484319281228,22.744255907020264
six_stripe_scale0.90_nslice6_fpw0.9_nrw0.0v1.7_10yrs.db,24.388440727276993,23.365205727788855,23.919730511717127,23.418108540069476,22.00684767746361,22.736137289286926
