db,g,i,r,u,y,z
baseline_nexp2_v1.7.1_10yrs.db,24.495815683070173,23.411777212137956,23.98212705425246,23.44806503890279,22.00163980856427,22.827464912086054
bulge_roll_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.432925443666118,23.336091436737952,23.92742511817324,23.347061912872483,21.954207645067147,22.730698860171202
bulge_roll_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.41088063698951,23.334838893304205,23.94162105047868,23.358338697386817,21.965651518074107,22.757835809431562
footprint_6_v1.7.1_10yrs.db,24.448311196299294,23.322749767765796,23.924613071652246,23.378640309289885,21.949456716132495,22.74268174176616
full_disk_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.45799073800856,23.383367867253938,23.990398124097673,23.414544674195216,22.04807664022158,22.78484117415624
full_disk_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.49168626037213,23.382070999052612,23.98924460699703,23.4526229221956,22.01556761976745,22.784214710532456
full_disk_v1.7_10yrs.db,24.5237442976442,23.36498155803603,24.00656398994959,23.448039636480836,22.051593842487975,22.811573588016742
rolling_nm_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.43022361056156,23.358639149547198,23.997992374676137,23.2887446387438,21.993540549825546,22.798278305767298
rolling_nm_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.47644770649265,23.349772021283254,24.010862189738376,23.287856515947855,21.99572524198109,22.810316211160988
six_stripe_scale0.90_nslice6_fpw0.9_nrw0.0v1.7_10yrs.db,24.44869974037744,23.36486362608511,23.955938576752068,23.341334299573425,22.0127570378558,22.80182102820742
