db,g,i,r,u,y,z
baseline_nexp2_v1.7.1_10yrs.db,24.39446829728281,23.36864157207865,23.973472025939394,23.381408996764108,22.00153875045056,22.763490422140432
bulge_roll_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.396477697294504,23.39304078222303,23.96127434245542,23.410408697135008,21.979981414668465,22.74728333919724
bulge_roll_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.396596033134625,23.36422538331014,23.937079681659096,23.427032412770423,21.975834846424597,22.729765708089865
footprint_6_v1.7.1_10yrs.db,24.404953813698224,23.398105626911825,23.97005365019306,23.395225757523548,21.993887084128968,22.78533193920247
full_disk_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.44432210297077,23.398254449611215,23.97304723465211,23.432911937924004,21.997071562435956,22.7681393737329
full_disk_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.417716279014627,23.397422644477153,23.96453827766404,23.43048351936051,21.986899515789133,22.73764344574416
full_disk_v1.7_10yrs.db,24.434520612406452,23.444387630889622,23.996181450310058,23.430756868977735,22.01566431555925,22.80035639893562
rolling_nm_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.38630984679138,23.342551737912146,23.943136754623897,23.28888765652174,21.963747248003674,22.70726944644499
rolling_nm_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.378456973481622,23.339687077376663,23.933533915332866,23.289061722237044,21.96112817735307,22.67845509155491
six_stripe_scale0.90_nslice6_fpw0.9_nrw0.0v1.7_10yrs.db,24.38046948382528,23.33270821128604,23.914298295124176,23.405641990104378,21.99518873510168,22.708199136214947
