wfd_depth_scale0.85_noddf_v1.4_10yrs,twilight_neo_mod2_v1.4_10yrs,weather_0.3_v1.4_10yrs,pair_strategy_4_v1.4_10yrs,short_exp_2ns_1expt_v1.4_10yrs,sat_dodge_v1.4_10yrs,footprint_big_sky_dustv1.4_10yrs,roll_mod2_dust_sdf_0.20_v1.4_10yrs,pair_strategy_1_v1.4_10yrs,alt_roll_mod2_dust_sdf_0.20_v1.4_10yrs,wfd_depth_scale0.99_v1.4_10yrs,dcr_nham5_v1.4_10yrs,rolling_mod6_sdf_0.20_v1.4_10yrs,spiders_v1.4_10yrs,agnddf_v1.4_10yrs,twi_filters_5_v1.4_10yrs,baseline_2snapsv1.4_10yrs,wfd_depth_scale0.70_noddf_v1.4_10yrs,baseline_v1.4_10yrs,short_exp_5ns_1expt_v1.4_10yrs,bulges_i_heavy_v1.4_10yrs,rolling_mod3_sdf_0.10_v1.4_10yrs,bulges_cadence_bs_v1.4_10yrs,dcr_nham2_v1.4_10yrs,wfd_depth_scale0.95_noddf_v1.4_10yrs,twi_filters_2_v1.4_10yrs,bulges_cadence_i_heavy_v1.4_10yrs,wfd_depth_scale0.65_v1.4_10yrs,footprint_big_skyv1.4_10yrs,descddf_v1.4_10yrs,bulges_cadence_bulge_wfd_v1.4_10yrs,wfd_depth_scale0.80_v1.4_10yrs,pair_strategy_3_v1.4_10yrs,rolling_mod2_sdf_0.10_v1.4_10yrs,footprint_no_gp_northv1.4_10yrs,footprint_bluer_footprintv1.4_10yrs,wfd_depth_scale0.85_v1.4_10yrs,twilight_neo_mod1_v1.4_10yrs,wfd_depth_scale0.90_v1.4_10yrs,twilight_neo_mod4_v1.4_10yrs,footprint_add_mag_cloudsv1.4_10yrs,wfd_depth_scale0.95_v1.4_10yrs,rolling_mod6_sdf_0.10_v1.4_10yrs,pair_strategy_2_v1.4_10yrs,wfd_depth_scale0.70_v1.4_10yrs,twi_filters_3_v1.4_10yrs,wfd_depth_scale0.90_noddf_v1.4_10yrs,var_expt_v1.4_10yrs,footprint_gp_smoothv1.4_10yrs,euclidddf_v1.4_10yrs,wfd_depth_scale0.75_noddf_v1.4_10yrs,short_exp_2ns_5expt_v1.4_10yrs,footprint_big_sky_nouiyv1.4_10yrs,wfd_depth_scale0.75_v1.4_10yrs,wfd_depth_scale0.99_noddf_v1.4_10yrs,dcr_nham3_v1.4_10yrs,rolling_mod2_sdf_0.20_v1.4_10yrs,bulges_bs_v1.4_10yrs,twi_filters_4_v1.4_10yrs,dcr_nham1_v1.4_10yrs,footprint_newAv1.4_10yrs,footprint_standard_goalsv1.4_10yrs,bulges_bulge_wfd_v1.4_10yrs,twi_filters_1_v1.4_10yrs,weather_1.2_v1.4_10yrs,footprint_newBv1.4_10yrs,dcr_nham4_v1.4_10yrs,weather_0.7_v1.4_10yrs,short_exp_5ns_5expt_v1.4_10yrs,wfd_depth_scale0.65_noddf_v1.4_10yrs,footprint_stuck_rollingv1.4_10yrs,wfd_depth_scale0.80_noddf_v1.4_10yrs,pair_strategy_0_v1.4_10yrs,twilight_neo_mod3_v1.4_10yrs,rolling_mod3_sdf_0.20_v1.4_10yrs,weather_1.2_ndt_v1.4_10yrs
0.5,0.4,0.6,0.7551020408163265,0.6666666666666666,0.5903614457831325,0.39285714285714285,0.7222222222222222,0.4230769230769231,0.3333333333333333,0.5,0.53125,0.5,0.5,0.625,0.9285714285714286,0.3125,0.5,0.48717948717948717,0.5526315789473685,0.5,0.39285714285714285,0.4444444444444444,0.6363636363636364,0.5476190476190477,0.42592592592592593,0.71875,0.543859649122807,0.7213114754098361,0.75,0.425,0.6041666666666666,0.5,0.4375,0.6111111111111112,0.7333333333333333,0.75,0.72,0.75,0.53125,0.7164179104477612,0.625,0.43333333333333335,0.4444444444444444,0.6326530612244898,0.5833333333333334,0.5789473684210527,0.75,0.7636363636363637,0.625,0.5333333333333333,0.625,0.5775862068965517,0.75,0.75,0.7450980392156863,0.4857142857142857,0.6451612903225806,0.6944444444444444,0.5128205128205128,0.6666666666666666,0.631578947368421,0.5,0.43333333333333335,0.5161290322580645,0.675,0.5084745762711864,0.5,0.8333333333333334,0.65,0.7068965517241379,0.4722222222222222,0.16666666666666666,0.5833333333333334,0.5405405405405406,0.34375
0.8055555555555556,0.6538461538461539,0.4444444444444444,0.5454545454545454,0.7,0.5039370078740157,0.5666666666666667,0.6936936936936937,0.6,1.0,0.5238095238095238,0.5925925925925926,0.47058823529411764,0.3,0.6666666666666666,0.5454545454545454,0.6666666666666666,0.5789473684210527,0.625,0.651685393258427,0.5333333333333333,0.5526315789473685,0.7083333333333334,0.6,0.6585365853658537,0.5263157894736842,0.5185185185185185,0.6458333333333334,0.6,0.44594594594594594,0.6371681415929203,0.5652173913043478,0.2916666666666667,0.631578947368421,0.40625,0.6756756756756757,0.75,0.5897435897435898,0.7142857142857143,0.6727272727272727,0.6111111111111112,0.5526315789473685,0.5681818181818182,0.5660377358490566,0.6153846153846154,0.6428571428571429,0.6666666666666666,0.7241379310344828,0.6,0.7678571428571429,0.4931506849315068,0.627906976744186,0.7045454545454546,0.6290322580645161,0.6818181818181818,0.7184466019417476,0.7291666666666666,0.75,0.6923076923076923,0.625,0.4375,0.65,0.3684210526315789,0.6521739130434783,0.6060606060606061,0.5,0.4,0.6666666666666666,0.7244897959183674,0.573170731707317,0.5945945945945946,0.3835616438356164,0.5178571428571429,0.5409836065573771,0.6923076923076923,0.6144578313253012
0.6521739130434783,0.5288461538461539,0.6071428571428571,0.7282608695652174,0.7037037037037037,0.5666666666666667,0.4939759036144578,0.509090909090909,0.6129032258064516,0.3684210526315789,0.4230769230769231,0.5625,0.7313432835820896,0.6666666666666666,0.6710526315789473,0.6363636363636364,0.5568181818181818,0.45161290322580644,0.5697674418604651,0.6746987951807228,0.5333333333333333,0.6875,0.7222222222222222,0.75,0.6,0.5411764705882353,0.5344827586206896,0.46524064171123,0.7559055118110236,0.5353535353535354,0.6818181818181818,0.5714285714285714,0.5932203389830508,0.7619047619047619,0.48484848484848486,0.5925925925925926,0.59375,0.48412698412698413,0.75,0.5644171779141104,0.7575757575757576,0.5652173913043478,0.6857142857142857,0.8363636363636363,0.453125,0.49382716049382713,0.5588235294117647,0.8,0.6578947368421053,0.5192307692307693,0.4842105263157895,0.5471698113207547,0.5172413793103449,0.375,0.7142857142857143,0.6338028169014085,0.6410256410256411,0.7111111111111111,0.717391304347826,0.6413043478260869,0.6349206349206349,0.6944444444444444,0.4880952380952381,0.6222222222222222,0.6056338028169014,0.5,0.5769230769230769,0.7352941176470589,0.7222222222222222,0.5151515151515151,0.8,0.6545454545454545,0.36363636363636365,0.6428571428571429,0.6491228070175439,0.5959595959595959
0.453125,0.6229508196721312,0.5,0.6764705882352942,0.125,0.6290322580645161,0.5833333333333334,0.4838709677419355,0.4925373134328358,0.7164179104477612,0.72,0.8522727272727273,0.6166666666666667,0.6043956043956044,0.625,0.6666666666666666,0.5818181818181818,0.5491803278688525,0.6666666666666666,0.5041322314049587,0.813953488372093,0.5858585858585859,0.7536231884057971,0.6875,0.5555555555555556,0.4878048780487805,0.6888888888888889,0.47560975609756095,0.7246376811594203,0.4666666666666667,0.6774193548387096,0.7142857142857143,0.45454545454545453,0.5616438356164384,0.618421052631579,0.5789473684210527,0.5802469135802469,0.5,0.625,0.45454545454545453,0.8279569892473119,0.47761194029850745,0.5396825396825397,0.4411764705882353,0.4645669291338583,0.38596491228070173,0.5230769230769231,0.7272727272727273,0.5728155339805825,0.5396825396825397,0.5401459854014599,0.4666666666666667,0.5058823529411764,0.5288461538461539,0.5652173913043478,0.5384615384615384,0.6567164179104478,0.7083333333333334,0.75,0.6027397260273972,0.68,0.6111111111111112,0.6231884057971014,0.6981132075471698,0.6515151515151515,0.25,0.7297297297297297,0.7142857142857143,0.5573770491803278,0.49382716049382713,0.5925925925925926,0.6,0.5121951219512195,0.5423728813559322,0.5641025641025641,0.5714285714285714
0.55,0.7857142857142857,0.647887323943662,0.66,0.46938775510204084,0.5555555555555556,0.5217391304347826,0.656,0.43243243243243246,0.639344262295082,0.6442307692307693,0.7346938775510204,0.7758620689655172,0.6521739130434783,0.5416666666666666,0.7142857142857143,0.4,0.5254237288135594,0.55,0.696969696969697,0.7258064516129032,0.8260869565217391,0.4444444444444444,0.7291666666666666,0.5614035087719298,0.5238095238095238,0.6435643564356436,0.484375,0.550561797752809,0.5510204081632653,0.6666666666666666,0.5102040816326531,0.4791666666666667,0.7719298245614035,0.6,0.5507246376811594,0.6216216216216216,0.4,0.52,0.5205479452054794,0.7625,0.6307692307692307,0.746268656716418,0.48,0.48226950354609927,0.4918032786885246,0.6162790697674418,0.8181818181818182,0.6470588235294118,0.74,0.5192307692307693,0.6129032258064516,0.4845360824742268,0.48936170212765956,0.5714285714285714,0.7070707070707071,0.7570093457943925,0.5692307692307692,0.6481481481481481,0.4931506849315068,0.48717948717948717,0.75,0.6153846153846154,0.66,0.6666666666666666,0.6917808219178082,0.4594594594594595,0.53125,0.6456692913385826,0.6048780487804878,0.6545454545454545,0.6,0.43478260869565216,0.49122807017543857,0.8018867924528302,0.5849056603773585
0.5,0.7142857142857143,0.65,0.5074626865671642,0.6136363636363636,0.5263157894736842,0.5344827586206896,0.5492957746478874,0.5921052631578947,0.8478260869565217,0.6103896103896104,0.5921052631578947,0.7311827956989247,0.7258064516129032,0.5161290322580645,0.6421052631578947,0.8055555555555556,0.46825396825396826,0.45454545454545453,0.7558139534883721,0.676923076923077,0.6915887850467289,0.5465116279069767,0.509090909090909,0.8028169014084507,0.6153846153846154,0.5483870967741935,0.5487804878048781,0.6666666666666666,0.631578947368421,0.6617647058823529,0.45454545454545453,0.5180722891566265,0.6136363636363636,0.6615384615384615,0.5158730158730159,0.5147058823529411,0.5714285714285714,0.71,0.5289256198347108,0.6666666666666666,0.5921052631578947,0.7419354838709677,0.4675324675324675,0.42857142857142855,0.55,0.5694444444444444,0.6052631578947368,0.5,0.6842105263157895,0.5686274509803921,0.723404255319149,0.5681818181818182,0.49295774647887325,0.7666666666666667,0.4935064935064935,0.7346938775510204,0.4788732394366197,0.7428571428571429,0.40476190476190477,0.4166666666666667,0.7560975609756098,0.7916666666666666,0.5660377358490566,0.5161290322580645,0.5454545454545454,0.5652173913043478,0.4852941176470588,0.6932515337423313,0.497907949790795,0.7272727272727273,0.48484848484848486,0.5789473684210527,0.85,0.7450980392156863,0.45098039215686275
0.6081081081081081,0.5116279069767442,0.7567567567567568,0.7727272727272727,0.5121951219512195,0.6176470588235294,0.65,0.65,0.7837837837837838,0.6231884057971014,0.8333333333333334,0.5517241379310345,0.5754716981132075,0.6666666666666666,0.5384615384615384,0.5211267605633803,0.5,0.4846153846153846,0.6888888888888889,0.68,0.5229357798165137,0.527027027027027,0.5777777777777777,0.6025641025641025,0.7192982456140351,0.5,0.625,0.5769230769230769,0.6407766990291263,0.375,0.5789473684210527,0.43410852713178294,0.5487804878048781,0.46153846153846156,0.6111111111111112,0.5,0.4842105263157895,0.75,0.5,0.3333333333333333,0.6395348837209303,0.75,0.5,0.5588235294117647,0.4523809523809524,0.6153846153846154,0.45454545454545453,0.5535714285714286,0.6,0.6428571428571429,0.5539568345323741,0.6206896551724138,0.583941605839416,0.5257731958762887,0.7142857142857143,0.6666666666666666,0.6078431372549019,0.5737704918032787,0.62,0.6666666666666666,0.5882352941176471,0.62,0.6086956521739131,0.6125,0.7,0.5769230769230769,0.75,0.525,0.575,0.45588235294117646,0.7307692307692307,0.5149253731343284,0.4411764705882353,0.6,0.5,0.5178571428571429
0.3888888888888889,0.5365853658536586,0.5555555555555556,0.48148148148148145,0.6666666666666666,0.4166666666666667,0.5714285714285714,0.6875,0.6666666666666666,0.8,0.5411764705882353,0.5405405405405406,0.5333333333333333,0.6216216216216216,0.573170731707317,0.5575221238938053,0.5,0.47540983606557374,0.5714285714285714,0.5319148936170213,0.7073170731707317,0.5238095238095238,0.5,0.5510204081632653,0.391304347826087,0.4264705882352941,0.46153846153846156,0.44285714285714284,0.4883720930232558,0.4827586206896552,0.5671641791044776,0.65,0.3333333333333333,0.5909090909090909,0.6666666666666666,0.5952380952380952,0.4939759036144578,0.5,0.6029411764705882,0.5,0.7142857142857143,0.425,0.47368421052631576,0.5625,0.48717948717948717,0.3409090909090909,0.5555555555555556,0.6,0.465,0.5125,0.5942028985507246,0.41304347826086957,0.5309734513274337,0.5769230769230769,0.5375,0.5,0.45454545454545453,0.6808510638297872,0.59375,0.8333333333333334,0.5,0.6153846153846154,0.6075949367088608,0.6304347826086957,0.6818181818181818,0.6078431372549019,0.6885245901639344,0.8421052631578947,0.4791666666666667,0.5070422535211268,0.6341463414634146,0.5858585858585859,0.5365853658536586,0.5714285714285714,0.5471698113207547,0.5416666666666666
0.625,0.4036697247706422,0.47959183673469385,0.3333333333333333,0.5180722891566265,0.38461538461538464,0.5675675675675675,0.51,0.5,0.6078431372549019,0.5263157894736842,0.625,0.5555555555555556,0.6153846153846154,0.375,0.5306122448979592,0.5294117647058824,0.6052631578947368,0.7058823529411765,0.6875,0.5922330097087378,0.5714285714285714,0.5972222222222222,0.5365853658536586,0.4117647058823529,0.2857142857142857,0.5263157894736842,0.4153846153846154,0.5661764705882353,0.5104166666666666,0.5490196078431373,0.47619047619047616,0.25,0.5671641791044776,0.6,0.41304347826086957,0.3333333333333333,0.5084745762711864,0.75,0.4583333333333333,0.40625,0.5063291139240507,0.532258064516129,0.625,0.43617021276595747,0.5714285714285714,0.5333333333333333,0.6341463414634146,0.5081967213114754,0.2222222222222222,0.543859649122807,0.5833333333333334,0.5838926174496645,0.46808510638297873,0.5,0.5,0.5967741935483871,0.5714285714285714,0.51,0.6956521739130435,0.54,0.5432098765432098,0.5180722891566265,0.6428571428571429,0.4722222222222222,0.5277777777777778,0.46511627906976744,0.5833333333333334,0.5263157894736842,0.5,0.5576923076923077,0.5135135135135135,0.5789473684210527,0.4,0.4666666666666667,0.5
0.5301204819277109,0.4444444444444444,0.6585365853658537,0.5526315789473685,0.45652173913043476,0.7878787878787878,0.39285714285714285,0.55,0.43636363636363634,0.6588235294117647,0.7666666666666667,0.5789473684210527,0.5964912280701754,0.2631578947368421,0.6363636363636364,0.5806451612903226,0.5581395348837209,0.375,0.47368421052631576,0.6357615894039735,0.45161290322580644,0.4,0.8461538461538461,0.6451612903225806,0.575,0.5,0.725,0.5159235668789809,0.6153846153846154,0.5483870967741935,0.6,0.6486486486486487,0.53125,0.46835443037974683,0.5882352941176471,0.6538461538461539,0.6470588235294118,0.47540983606557374,0.5294117647058824,0.5068493150684932,0.6271186440677966,0.6857142857142857,0.55,0.5384615384615384,0.875,0.5909090909090909,0.38461538461538464,0.5168539325842697,0.6666666666666666,0.611764705882353,0.4358974358974359,0.45454545454545453,0.5764705882352941,0.5606060606060606,0.6326530612244898,0.603448275862069,0.65,0.7456140350877193,0.5517241379310345,0.5862068965517241,0.484375,0.52,0.5875,0.5769230769230769,0.4925373134328358,0.5769230769230769,0.25,0.5227272727272727,0.5102040816326531,0.5573770491803278,0.48333333333333334,0.49264705882352944,0.5126050420168067,0.4864864864864865,0.5542168674698795,0.5285714285714286
