,TPM,LS,CI
dcr_nham1_ugri_v1.5_10yrs,0.3315782067796428,0.06042994590440146,0.713151364764268
rolling_mod6_sdf_0.20_v1.5_10yrs,0.3194754537740252,0.08669983933611941,0.6894502228826151
wfd_depth_scale0.95_noddf_v1.5_10yrs,0.3380428555131253,0.08609583852746092,0.7686973749380882
u60_v1.5_10yrs,0.3389625896773291,0.06194037581813087,0.6856435643564357
footprint_stuck_rollingv1.5_10yrs,0.31386903232386576,0.08616417916531602,0.8306010928961749
filterdist_indx4_v1.5_10yrs,0.35404698020751363,0.061178551664705795,0.740979381443299
wfd_depth_scale0.70_noddf_v1.5_10yrs,0.31662477869773326,0.08364511373929716,0.6954590325765054
daily_ddf_v1.5_10yrs,0.30524971768446607,0.0801910865525033,0.7361386138613861
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs,0.2982180732380665,0.09048052361812745,0.7139857202855943
goodseeing_gz_v1.5_10yrs,0.33898621545557645,0.07606775957765807,0.7136476426799008
filterdist_indx1_v1.5_10yrs,0.36832266056440355,0.04652951531027889,0.7757731958762887
footprint_standard_goalsv1.5_10yrs,0.3350235903837962,0.0746114911669184,0.6787307882994547
footprint_big_sky_dustv1.5_10yrs,0.3404230142957643,0.06837866437487433,0.7557788944723618
footprint_bluer_footprintv1.5_10yrs,0.3438866899181009,0.08555750680758287,0.714498510427011
twilight_neo_mod4_v1.5_10yrs,0.27330683138638834,0.08687332357264883,0.8709677419354839
goodseeing_gi_v1.5_10yrs,0.3325835904598171,0.08615155431304124,0.7506197322756569
footprint_big_wfdv1.5_10yrs,0.32662139155136855,0.10143934447967509,0.7326732673267327
dcr_nham2_ugr_v1.5_10yrs,0.34112189419310346,0.06948754631129356,0.7267326732673267
short_exp_5ns_5expt_v1.5_10yrs,0.34281298493195184,0.11443473087255956,0.47125867195242815
goodseeing_griz_v1.5_10yrs,0.3282322486048297,0.08218165901965922,0.7281746031746031
twilight_neo_mod1_v1.5_10yrs,0.25980970150759203,0.09844316300147632,0.9572564612326043
bulges_cadence_bulge_wfd_v1.5_10yrs,0.32564077133702674,0.0765449291228216,0.7508417508417509
third_obs_pt120v1.5_10yrs,0.3212270897628669,0.0950423388208111,0.7530925284512617
wfd_depth_scale0.95_v1.5_10yrs,0.3250917917574042,0.0763991930111562,0.7473997028231798
wfd_depth_scale0.85_noddf_v1.5_10yrs,0.33580028092770847,0.07366367856738489,0.7288471053933696
footprint_no_gp_northv1.5_10yrs,0.3294276224856307,0.08402149929415564,0.7437185929648241
footprint_big_skyv1.5_10yrs,0.3406900997892694,0.0786651642891015,0.7732438016528925
footprint_newBv1.5_10yrs,0.30299282741866074,0.08795475768073445,0.737331081081081
baseline_2snaps_v1.5_10yrs,0.3520001126216162,0.09188749583075975,0.7433234421364985
footprint_big_sky_nouiyv1.5_10yrs,0.3383704992020177,0.06855783771885046,0.7246525990735976
twilight_neo_mod3_v1.5_10yrs,0.27236020940681094,0.07497486929067973,0.8553022794846382
greedy_footprint_v1.5_10yrs,0.3241629708720581,0.08676073403533927,0.7070757050964869
wfd_depth_scale0.90_v1.5_10yrs,0.3564795535932439,0.08148388448643319,0.7599009900990099
dcr_nham1_ug_v1.5_10yrs,0.31688626108159745,0.07067522212768447,0.7276785714285714
rolling_mod2_sdf_0.10_v1.5_10yrs,0.3163483031893413,0.07646343351169661,0.7181008902077152
footprint_newAv1.5_10yrs,0.3082350126342774,0.10130015293487278,0.7517940059096665
rolling_mod3_sdf_0.10_v1.5_10yrs,0.31763358358868293,0.08704156814992756,0.7164769915883226
var_expt_v1.5_10yrs,0.32417911560269164,0.07916616664149519,0.6838453914767096
bulges_i_heavy_v1.5_10yrs,0.3119301709289157,0.08773412908525066,0.6963306621678617
wfd_depth_scale0.75_v1.5_10yrs,0.31800153336013304,0.0857065277020365,0.7206317867719645
dcr_nham2_ug_v1.5_10yrs,0.3488669615475596,0.05992550227201133,0.7034653465346534
filterdist_indx3_v1.5_10yrs,0.36000238990608746,0.0409105547943735,0.6978092783505154
goodseeing_i_v1.5_10yrs,0.3264323682561249,0.09029713758351934,0.6997026759167493
short_exp_2ns_5expt_v1.5_10yrs,0.31697312723077586,0.08903971479160822,0.6110009910802775
footprint_add_mag_cloudsv1.5_10yrs,0.3370923514403002,0.07731803704939032,0.7560613557644731
filterdist_indx6_v1.5_10yrs,0.36495365946976904,0.07530549752159882,0.7222938144329897
agnddf_v1.5_10yrs,0.3266852265505226,0.08489174627796303,0.7125867195242814
wfd_depth_scale0.70_v1.5_10yrs,0.3316306219292254,0.06978968774831593,0.7167572911517548
alt_dust_v1.5_10yrs,0.309486327494344,0.08709006273208834,0.6910088644997889
baseline_v1.5_10yrs,0.3215961801856324,0.07850787609876762,0.7299306243805749
filterdist_indx7_v1.5_10yrs,0.3428178630857157,0.04443506302969814,0.7210051546391752
wfd_depth_scale0.65_v1.5_10yrs,0.3364560255119426,0.06764442386604606,0.7738271604938272
descddf_v1.5_10yrs,0.3455407870697441,0.07868158546878581,0.7469044081228331
bulges_bs_v1.5_10yrs,0.34213252048820647,0.09569786111059297,0.7258200168208578
baseline_samefilt_v1.5_10yrs,0.3411239817501217,0.1411694099479711,0.723605577689243
filterdist_indx2_v1.5_10yrs,0.33498615711728147,0.065535756547541,0.7403350515463918
short_exp_5ns_1expt_v1.5_10yrs,0.3284193735917763,0.1587254305470167,0.44930417495029823
wfd_depth_scale0.80_noddf_v1.5_10yrs,0.3268497820322003,0.08006175558529276,0.6894164193867458
wfd_depth_scale0.85_v1.5_10yrs,0.32289957381310014,0.07580263888136783,0.6716196136701337
dcr_nham2_ugri_v1.5_10yrs,0.3158513819559178,0.07480669973380831,0.6916212196331185
third_obs_pt45v1.5_10yrs,0.3200104241809878,0.08102958570572748,0.7402082300446208
wfd_depth_scale0.65_noddf_v1.5_10yrs,0.32217244822066154,0.06890832529895516,0.7283950617283951
wfd_depth_scale0.80_v1.5_10yrs,0.3202303001383057,0.09615970782123193,0.7352503718393654
bulges_cadence_i_heavy_v1.5_10yrs,0.32938844431508907,0.09799484352198037,0.6966386554621848
filterdist_indx8_v1.5_10yrs,0.3514678875402752,0.06365553149718725,0.7255154639175257
rolling_mod6_sdf_0.10_v1.5_10yrs,0.3338633544515548,0.08466416237335939,0.7674764501735251
footprint_gp_smoothv1.5_10yrs,0.3260383986575599,0.0856760356314846,0.7166172106824926
twilight_neo_mod2_v1.5_10yrs,0.27452708107289914,0.08598114766190443,0.9107142857142857
third_obs_pt15v1.5_10yrs,0.3215961801856324,0.07850787609876762,0.7299306243805749
bulges_bulge_wfd_v1.5_10yrs,0.330922948255832,0.09394462877105474,0.7013096746937051
goodseeing_gri_v1.5_10yrs,0.31935404985255844,0.07805992873487384,0.6788718456209797
rolling_mod3_sdf_0.20_v1.5_10yrs,0.3250466652383373,0.08645416357680719,0.7622585438335809
short_exp_2ns_1expt_v1.5_10yrs,0.3068216550808312,0.09519153364622135,0.5974155069582505
spiders_v1.5_10yrs,0.3091480582122713,0.07848980656776804,0.7443012884043607
third_obs_pt90v1.5_10yrs,0.3387783609563325,0.08013127132168603,0.7050964868876793
dcr_nham1_ugr_v1.5_10yrs,0.32116403053475845,0.055239674176647824,0.7693069306930693
wfd_depth_scale0.75_noddf_v1.5_10yrs,0.324205208093225,0.070669305059888,0.7328395061728395
third_obs_pt60v1.5_10yrs,0.3359461453063178,0.0914675942923297,0.6861675756073377
rolling_mod2_sdf_0.20_v1.5_10yrs,0.3111889450973549,0.08294201309157782,0.7067855373947499
wfd_depth_scale0.90_noddf_v1.5_10yrs,0.35449923926428006,0.07080815785108989,0.7398414271555996
wfd_depth_scale0.99_noddf_v1.5_10yrs,0.32976730100005475,0.09242034274787896,0.6878097125867195
bulges_cadence_bs_v1.5_10yrs,0.326712603191888,0.09334441326394909,0.7427368421052631
third_obs_pt30v1.5_10yrs,0.32423757726316144,0.0813657996758303,0.7324431256181998
wfd_depth_scale0.99_v1.5_10yrs,0.3177976509027577,0.08164713288333504,0.777667493796526
filterdist_indx5_v1.5_10yrs,0.3527727184252488,0.07808099620242089,0.7641752577319587
roll_mod2_dust_sdf_0.20_v1.5_10yrs,0.31802385758018886,0.10293724510228083,0.7090146750524109
