db,g,i,r,u,y,z
agnddf_v1.5_10yrs.db,24.50419083540723,23.43907063960707,24.02906014218654,23.564162226731685,22.01571013879886,22.77125388756199
alt_dust_v1.5_10yrs.db,24.451163091719557,23.36650286084881,23.970910360725668,23.532348580121496,21.96722415593132,22.711690932287773
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,24.437262310138646,23.306514728628155,23.9195267888873,23.530054057003525,21.928743735033137,22.664405131461297
baseline_2snaps_v1.5_10yrs.db,24.434748281972432,23.405780182201667,23.98981018100824,23.3738258901341,22.00690037381912,22.759526228812156
baseline_samefilt_v1.5_10yrs.db,24.45267418189457,23.448058652136194,23.97451604524459,23.576960865559492,21.999985770541816,22.718488375546105
baseline_v1.5_10yrs.db,24.50221999932312,23.4174823438879,24.021241536164073,23.57297787652186,22.016522914699678,22.768790604490945
bulges_bs_v1.5_10yrs.db,24.456356724452657,23.376759957112956,23.980048676474954,23.537773568631287,21.976412554025835,22.728969137506372
bulges_bulge_wfd_v1.5_10yrs.db,24.454391493753526,23.380195243843435,23.9814235543079,23.539888141397046,21.977640620149476,22.730964583378675
bulges_cadence_bs_v1.5_10yrs.db,24.451441094567777,23.376436486986034,23.980015318670482,23.543827592096726,21.97314358892575,22.73059189059464
bulges_cadence_bulge_wfd_v1.5_10yrs.db,24.448331462539397,23.382413628937755,23.981226006623164,23.543228498741016,21.975721134977817,22.73186500390115
bulges_cadence_i_heavy_v1.5_10yrs.db,24.45469100799011,23.36786719480686,23.98181949544716,23.542096172356533,21.979527330241392,22.72976988640798
bulges_i_heavy_v1.5_10yrs.db,24.45261830299801,23.373339843260656,23.984457020553037,23.532773404683034,21.97598448385311,22.729258848680427
daily_ddf_v1.5_10yrs.db,24.50788036624412,23.415355876801286,24.020204310866436,23.57383696791523,22.00771066562165,22.767250021116546
dcr_nham1_ug_v1.5_10yrs.db,24.380610660645985,23.431305692423457,24.018181747228667,23.445543114370484,22.011580084421766,22.769125468532938
dcr_nham1_ugr_v1.5_10yrs.db,24.411336266716827,23.4168184918577,23.96802509962557,23.449696765494185,22.016252621819493,22.777452530852543
dcr_nham1_ugri_v1.5_10yrs.db,24.410381807229374,23.364323318071243,23.974215714896758,23.45595479830107,22.011770383411147,22.769217186246255
dcr_nham2_ug_v1.5_10yrs.db,24.298375022105677,23.438835824961416,24.003532025842148,23.350281015016197,22.013384629964392,22.766732523355028
dcr_nham2_ugr_v1.5_10yrs.db,24.339292800539624,23.408008960946386,23.923063255336757,23.359837409395574,22.009218793595974,22.776342233833255
dcr_nham2_ugri_v1.5_10yrs.db,24.34642326550285,23.31487729862834,23.929726247066583,23.367244315632718,22.014397772379215,22.761232271610005
descddf_v1.5_10yrs.db,24.505805931069027,23.44433983528352,24.02430483324163,23.57379330845986,22.018504323903414,22.768984674275487
filterdist_indx1_v1.5_10yrs.db,24.538769365575977,23.386127320315328,24.018085281014205,23.597079096822277,22.014896805551857,22.800639270396267
filterdist_indx2_v1.5_10yrs.db,24.548015782715826,23.48653134514291,24.057449560128195,23.5941674807328,22.035480824496666,22.818227703249306
filterdist_indx3_v1.5_10yrs.db,24.52892545431791,23.395352068870938,24.0581884412885,23.59581490730341,22.024165464724483,22.806335351733654
filterdist_indx4_v1.5_10yrs.db,24.555803015855794,23.40769172531745,24.039856404233085,23.593057353267582,22.023087122520906,22.825121721371104
filterdist_indx5_v1.5_10yrs.db,24.557047124033986,23.547851054849268,24.078603698311852,23.587453478773437,22.04234906571,22.815978486545944
filterdist_indx6_v1.5_10yrs.db,24.54962555533352,23.45678577570246,24.056196196648862,23.584435958184518,22.027715610569093,22.82859528569142
filterdist_indx7_v1.5_10yrs.db,24.562224178853654,23.44810816179429,24.05333961515401,23.60850442155541,22.026582771739953,22.817137463057502
filterdist_indx8_v1.5_10yrs.db,24.541864160566625,23.49584337706522,24.07179326952344,23.586427538688216,22.038697912751857,22.828287481381317
footprint_add_mag_cloudsv1.5_10yrs.db,24.501071024055136,23.42248831080687,24.01880677303428,23.570292836543338,22.00887335047642,22.768019610309935
footprint_big_sky_dustv1.5_10yrs.db,24.448966599828317,23.374122160292252,23.9692189342392,23.465731437880706,21.933307954794223,22.724456245993352
footprint_big_sky_nouiyv1.5_10yrs.db,24.426301540929273,23.39310677668502,23.953229708730838,23.53187472328662,21.95355753239961,22.69274306978949
footprint_big_skyv1.5_10yrs.db,24.434306150369036,23.352234257812327,23.959007069548683,23.531444736962072,21.956713698372944,22.69759422034181
footprint_big_wfdv1.5_10yrs.db,24.458703256964775,23.389980171856674,23.981412105678242,23.510258054831056,21.959732236091064,22.74007466715772
footprint_bluer_footprintv1.5_10yrs.db,24.49463942093624,23.32010506634934,23.994298994167487,23.570770256361723,21.997081407996866,22.738934256920697
footprint_gp_smoothv1.5_10yrs.db,24.507773682868986,23.42470367499363,24.023077174625044,23.564902429924512,22.013209662838694,22.773834357204944
footprint_newAv1.5_10yrs.db,24.457513787185853,23.40066140590089,23.99099919257732,23.494346686092513,21.96665761851431,22.757058227537385
footprint_newBv1.5_10yrs.db,24.436847671907206,23.372587787875602,23.969112269084434,23.472234257961496,21.946566652818923,22.730626508729262
footprint_no_gp_northv1.5_10yrs.db,24.503271174102736,23.421847144963785,24.020435364175828,23.577538579557213,22.01717653041275,22.770619332919587
footprint_standard_goalsv1.5_10yrs.db,24.499124237369752,23.419739291728934,24.01829761876615,23.561823358735822,22.011616221438537,22.773651442302757
footprint_stuck_rollingv1.5_10yrs.db,24.480792384498976,23.347520793717823,23.95461407632429,23.552782167198014,21.956316450841634,22.69345485623392
goodseeing_gi_v1.5_10yrs.db,24.47086890531947,23.435248564754684,24.012193847326085,23.55874426120692,21.980056883133678,22.78427146789285
goodseeing_gri_v1.5_10yrs.db,24.48687465438767,23.423993518363908,24.01068093840187,23.57902447144791,21.979300267486202,22.782814644304647
goodseeing_griz_v1.5_10yrs.db,24.483948336187225,23.414567596854134,24.006672202602143,23.58145030844652,22.00179660473971,22.781251547454474
goodseeing_gz_v1.5_10yrs.db,24.496187743433207,23.423393794183887,24.008942498757605,23.575826494409938,21.989363546631473,22.786905229109884
goodseeing_i_v1.5_10yrs.db,24.470441039295736,23.453124727826232,24.023872288338158,23.54057156321983,21.981899055653916,22.7834284689868
greedy_footprint_v1.5_10yrs.db,24.502208037327932,23.398009976798335,24.00046442976693,23.571284557315522,22.01895110433499,22.773176304159385
roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,24.44085996516972,23.316536806285733,23.929180855306747,23.542710809808263,21.94196134458202,22.681627956930722
rolling_mod2_sdf_0.10_v1.5_10yrs.db,24.493584510555237,23.352393375826725,23.965685632086046,23.560937674556317,21.971241942946563,22.71881537196502
rolling_mod2_sdf_0.20_v1.5_10yrs.db,24.49493654728331,23.356339927529085,23.969194300263432,23.560375851652054,21.97153487669578,22.719330959064408
rolling_mod3_sdf_0.10_v1.5_10yrs.db,24.47836318355986,23.32361086773718,23.943878556012553,23.56206900873141,21.94722565563535,22.691401705992057
rolling_mod3_sdf_0.20_v1.5_10yrs.db,24.481063061620226,23.326307960756214,23.945481783521107,23.558818508086755,21.951940023027888,22.69664574241295
rolling_mod6_sdf_0.10_v1.5_10yrs.db,24.450502319503762,23.276030253113554,23.897286091910928,23.545564689315135,21.927197203258622,22.66603918009936
rolling_mod6_sdf_0.20_v1.5_10yrs.db,24.460974603689486,23.294107144321202,23.906781997308354,23.544955798473683,21.9350671818151,22.67416804183315
