uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy,db
12079.9504411647,9507.361857395532,18444.67683783522,6121.2680905048055,,8.561961140315915,29400.96492283729,26524.9256136266,8146.667767331731,939.8119410241382,290.7669860599937,95214.66129880703,35737.5291480492,5557.563066359909,916.6513051470332,83749.68684370967,35987.884937320945,14246.32785509894,84775.11214076586,41639.36033370008,74828.36015703912,agnddf_v1.5_10yrs.db
15239.955949311614,12039.405952292242,21214.331550018785,7353.08479689971,,3.1130112464102138,30556.64022468694,32144.400226473037,12779.132876922231,1486.6909934570258,650.0713700091567,94404.52247295337,44096.078914567785,9420.409893602431,2312.6325052788447,84899.38260645876,45786.76725370921,24350.369953847705,84487.75896121285,57035.27082419053,68231.33414125438,alt_dust_v1.5_10yrs.db
16518.146657674795,14183.368599360845,22206.279783131216,7378.190830521401,,1.7203830234714408,32836.517969653054,34281.07408494064,14051.08461264895,1476.4171087979246,709.5874530264836,98671.42164313211,54958.893227524655,13296.90051107329,3651.714863709672,97688.64197280268,50153.3653059498,27978.14759750816,93767.81200765898,62690.88776029503,58733.71237158957,alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db
14122.966314016863,8554.505471263847,15676.858248199567,4816.779942357486,,0.6167447538859239,26739.341410802106,25118.299145382676,7466.686078923628,825.0529500432059,150.57825378847932,86910.176658956,32152.83151028922,5314.971727481221,1121.0815169027494,78837.7909889232,35685.77534946897,15729.585029652766,78635.37793631386,42518.144153936555,65734.46156781819,baseline_2snaps_v1.5_10yrs.db
26605.05246291105,1059.8941808218956,1576.584959288395,933.8417834990117,,193.17656144912232,35006.480844786165,3503.4890296664244,2620.576711487177,792.2988842188307,532.1531129219663,106880.04846345936,9207.67122239517,2147.7001183846473,1154.4242508242664,82749.11546605497,4922.204120497675,2495.446029586609,79598.90332879615,7100.065359545409,103659.73780373305,baseline_samefilt_v1.5_10yrs.db
12442.426673648792,9884.293328313997,18529.248346553028,5994.35875727135,,0.11518996597702102,30499.409843232235,27967.20853472791,8647.957674483914,939.9182054409728,275.6247718123568,98023.37216233648,35440.875535193176,6709.109458931148,1413.4156853337954,85105.60509107362,38108.418614868264,18964.32246193076,84385.41116025268,46440.57771219059,71926.60001825323,baseline_v1.5_10yrs.db
11188.969375174891,8801.154450943517,16157.91417600562,4723.6521712442045,,0.09525507653036397,28716.45158745361,25483.44467237945,7775.5075487849745,846.4158048631963,209.33064298955654,116277.64496413387,33450.277915249855,5823.202715409373,1140.6148612718628,78101.98737929265,35952.8681012698,17296.132639269566,80600.10402505855,46887.51529389573,88834.75075872065,bulges_bs_v1.5_10yrs.db
14543.235453334355,8510.209650647934,16578.346476692375,4967.642477759541,,6.787596351702772,27920.034249130294,25335.63445275678,7649.57208872205,704.3953063202774,185.42980369781623,93996.0049040789,33014.1527183818,5725.84686653465,1216.5070590389953,81236.63449122428,36152.838017071765,17511.114745550225,82712.59787655949,46290.4514467721,91054.3191227508,bulges_bulge_wfd_v1.5_10yrs.db
14727.86239703118,8643.471666241936,15952.457804897722,4877.675418140111,,30.258533453412717,28493.87555687195,25548.35578077081,7602.9451659564575,698.8533197014731,362.60267131338975,92886.057665634,33989.253945940734,6024.811321307491,1153.261316824978,60311.899375324676,36012.27195692095,17058.387137431404,60204.67346694218,45633.364511877284,88648.96890660666,bulges_cadence_bs_v1.5_10yrs.db
14745.714889373892,8654.996072689448,15782.451770383892,4938.79167156801,,2.6426900481067466,29536.748985077313,25390.308587944517,7705.800794267448,587.538775158817,243.02562675053215,119536.13216146652,33272.532766095064,6000.865601967826,1047.4703741839166,80362.01986217771,36179.27727917274,16963.290037787923,77946.11858390055,45909.72654884637,90759.01999252758,bulges_cadence_bulge_wfd_v1.5_10yrs.db
11034.815739736767,8684.627812349472,15314.932919233515,4627.2118835081355,,0.07908184696965913,28686.480842963065,25075.30850148271,7799.604546887019,841.7667695833283,317.87271835928465,91752.09875178747,33318.528057971846,5356.646411368535,1246.8373432301125,82440.85529240995,36870.68660693541,18010.183558758195,61456.8891746548,45667.08967233533,90650.03898558137,bulges_cadence_i_heavy_v1.5_10yrs.db
14488.39774916038,8303.918565889227,15948.950303252122,4918.976946573568,,0.17116394068740387,29370.079418841284,25031.657736820707,7485.853360480191,683.2931315090202,235.61845415527458,90428.82693704033,33162.7706260966,5418.408617537426,1276.705479666568,80189.46951822081,36397.65220881989,17792.198083857158,60555.951959015234,45823.545315716576,87349.71383977785,bulges_i_heavy_v1.5_10yrs.db
14154.294716813667,9105.339996552691,15639.364421078,4909.300079392063,,0.1737471718545658,27078.122314068507,24183.759272488198,6795.113870250782,768.0408470872717,156.30933496721292,85836.97104984765,31523.713371975962,5521.440289300308,1095.9170673605734,78818.44931260265,36506.28129990065,13973.140026174673,82779.91751380253,42028.22321229176,84267.37213941153,daily_ddf_v1.5_10yrs.db
