db,g,i,r,u,y,z
agnddf_v1.5_10yrs.db,24.583196080491973,23.353481029477607,24.093363960986075,23.526349724514784,22.0320185918589,22.77265147598966
alt_dust_v1.5_10yrs.db,24.50912615471983,23.345489866743,24.006359747213637,23.49263420288551,21.983534315748358,22.719412913229384
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,24.508894748921374,23.27161198027239,23.99062089589486,23.47415228509838,21.875562561561182,22.701920613897517
baseline_2snaps_v1.5_10yrs.db,24.53603316325255,23.365827493791066,24.054884383855374,23.415933974551088,21.97203431472252,22.73823832895035
baseline_samefilt_v1.5_10yrs.db,24.595166520570032,23.28185187267122,24.055082596598623,23.50019148881703,22.012014358924006,22.798042658792355
baseline_v1.5_10yrs.db,24.594142278822197,23.38143902000153,24.10444010503474,23.575753776344968,22.03657937702595,22.824496329424772
bulges_bs_v1.5_10yrs.db,24.60795519858698,23.3925510349921,24.10733850471135,23.60404155095156,22.04051908079545,22.82026918758413
bulges_bulge_wfd_v1.5_10yrs.db,24.60633010271239,23.360313809854222,24.082624140460908,23.573816856223782,22.05117842972723,22.796017311201826
bulges_cadence_bs_v1.5_10yrs.db,24.63870179266687,23.357034701216456,24.08147062080187,23.64760701019446,21.994036192210284,22.787857806379986
bulges_cadence_bulge_wfd_v1.5_10yrs.db,24.624699618874104,23.373877657846684,24.091776906033346,23.602771184800122,22.057757498534485,22.794634123927178
bulges_cadence_i_heavy_v1.5_10yrs.db,24.58591159472313,23.403704687780724,24.068778513011182,23.63975860708247,21.9827442820068,22.772452857430302
bulges_i_heavy_v1.5_10yrs.db,24.627893405071802,23.387213489869012,24.07572487175448,23.560362676365415,22.03926129462734,22.78276232855574
daily_ddf_v1.5_10yrs.db,24.594332324579753,23.35582770602234,24.063460210942146,23.57226937626547,22.03447665467178,22.837209081061456
dcr_nham1_ug_v1.5_10yrs.db,24.499724896176296,23.330963248278472,24.049305087915986,23.5137459267119,21.959704085396016,22.74652413997064
dcr_nham1_ugr_v1.5_10yrs.db,24.614003057234285,23.35341780742338,24.00731760430798,23.524527196365725,22.02595307375551,22.758774588965707
dcr_nham1_ugri_v1.5_10yrs.db,24.53270602272175,23.29902596172235,24.037814369272972,23.553707254307685,22.046929307264794,22.74148043509844
dcr_nham2_ug_v1.5_10yrs.db,24.36939477129522,23.339444173970897,23.97423483918328,23.403302287253645,22.026098500715477,22.744376970982017
dcr_nham2_ugr_v1.5_10yrs.db,24.437744096472827,23.30626111742186,23.93483438094081,23.361223493692897,22.014663018610918,22.770699678560497
dcr_nham2_ugri_v1.5_10yrs.db,24.499187893975538,23.29301464505521,23.964312852609815,23.364048197711938,22.0170129552157,22.78311104176114
descddf_v1.5_10yrs.db,24.57393871857376,23.36065338539708,24.02557847177221,23.586248514835468,22.049442893033852,22.77028646348809
filterdist_indx1_v1.5_10yrs.db,24.56129853923313,23.244679451782517,24.010508368469957,23.524993775314826,22.01843507344854,22.807865685418378
filterdist_indx2_v1.5_10yrs.db,24.6010542656829,23.38581899531001,24.016009349745882,23.580111109727923,22.06037097049454,22.774005816773858
filterdist_indx3_v1.5_10yrs.db,24.597146714494798,23.335582414260518,24.04749895286343,23.59852992085313,22.026063077444167,22.766340547433995
filterdist_indx4_v1.5_10yrs.db,24.613711789612616,23.26677994624459,24.054239835702525,23.530430805103208,22.011065132597764,22.8245902777282
filterdist_indx5_v1.5_10yrs.db,24.63936009078334,23.499126151988854,24.122561052198286,23.518356036893806,22.018043557248586,22.806902171098393
filterdist_indx6_v1.5_10yrs.db,24.610681374417535,23.424151002825962,24.05540579524675,23.53932993687135,22.051931105811313,22.75642671415728
filterdist_indx7_v1.5_10yrs.db,24.6174030433806,23.381154590553006,24.0626874474073,23.54797901030717,22.006749514333023,22.811757275996328
filterdist_indx8_v1.5_10yrs.db,24.518807805024906,23.43856007733225,24.071722284279886,23.57415577699373,22.034114680912356,22.821046098402086
footprint_add_mag_cloudsv1.5_10yrs.db,24.538060239879606,23.353773794189404,24.034111229640132,23.5445029108277,21.982861518879034,22.772266731830285
footprint_big_sky_dustv1.5_10yrs.db,24.542874194611173,23.37643620250545,24.01852229735003,23.572943495130303,21.96545065072571,22.756791442676484
footprint_big_sky_nouiyv1.5_10yrs.db,24.54814857183058,23.338392612712987,23.997526617227102,23.48091907665914,21.973246824925695,22.737104064142883
footprint_big_skyv1.5_10yrs.db,24.504127212843024,23.3260763858844,24.015752128334963,23.528228494283596,21.94636684738248,22.710172707768187
footprint_big_wfdv1.5_10yrs.db,24.653209349466326,23.40536362036346,24.07173143229548,23.642337066458616,22.02931813704719,22.798943391899236
footprint_bluer_footprintv1.5_10yrs.db,24.543943417881948,23.292826028992888,23.990512752938784,23.61090730714735,22.072450861722473,22.793354509991314
footprint_gp_smoothv1.5_10yrs.db,24.633826262733546,23.322301067854376,24.06729985575049,23.570867650255366,22.02321733589341,22.796270336388403
footprint_newAv1.5_10yrs.db,24.48209856315916,23.332098779285808,23.957560797668798,23.46219411585124,21.942943149195752,22.744950335602894
footprint_newBv1.5_10yrs.db,24.51875633828633,23.350292018457637,23.996690099056828,23.499291435701412,21.931625913798555,22.716845418965107
footprint_no_gp_northv1.5_10yrs.db,24.56108803857568,23.365195598125073,24.049427786300946,23.59506679853155,21.943219031709212,22.78309229588944
footprint_standard_goalsv1.5_10yrs.db,24.53986777688426,23.323446399102412,24.02371038827553,23.541561192671644,21.97915155319322,22.784654720418835
footprint_stuck_rollingv1.5_10yrs.db,24.708162907785198,23.560686239324994,24.06508408185418,23.57996615504608,22.053289613841613,22.936817966434482
goodseeing_gi_v1.5_10yrs.db,24.62276155439756,23.431854203827978,24.012040196040214,23.587888149562588,21.951818935164763,22.832316815864903
goodseeing_gri_v1.5_10yrs.db,24.629075880530017,23.447453050993605,24.062742813683343,23.60354103556629,21.97621554603233,22.771229347559885
goodseeing_griz_v1.5_10yrs.db,24.644172626383682,23.375936735878568,24.02572110214067,23.62379488360857,21.962403526630936,22.78389430222895
goodseeing_gz_v1.5_10yrs.db,24.511538661652718,23.369849502216464,24.065938700251397,23.578472467424255,22.003820984097224,22.76657039025306
goodseeing_i_v1.5_10yrs.db,24.534935073746,23.383364170824457,24.05951268290305,23.545947338883103,21.994945013579734,22.795717787948167
greedy_footprint_v1.5_10yrs.db,24.591124297026646,23.296496715447674,23.984402958959148,23.570264983880417,22.009625726909622,22.77758980832316
roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,24.529090319896085,23.21854256330085,23.958807864682857,23.515955767954033,21.847492263458022,22.701643664237398
rolling_mod2_sdf_0.10_v1.5_10yrs.db,24.57482561135679,23.226710247758096,23.94835803460649,23.5222029513683,21.916958604972947,22.72974340360272
rolling_mod2_sdf_0.20_v1.5_10yrs.db,24.605166187485864,23.309139870824367,24.002813460035007,23.563942838560408,21.971680371643473,22.705351084135167
rolling_mod3_sdf_0.10_v1.5_10yrs.db,24.543628146762295,23.28409250307359,23.98381356769065,23.560279437260032,21.89962373977083,22.63839162209212
rolling_mod3_sdf_0.20_v1.5_10yrs.db,24.583259719764346,23.089996583500415,23.958566998253986,23.51639705529667,21.888294551274885,22.692834473284442
rolling_mod6_sdf_0.10_v1.5_10yrs.db,24.51463583086332,23.23858495805836,23.951077823487193,23.529590193030668,21.982840780048377,22.69901475908832
rolling_mod6_sdf_0.20_v1.5_10yrs.db,24.58367243496945,23.14405871416669,23.95523934977565,23.548920763751962,21.953594263685645,22.7115276938382
short_exp_2ns_1expt_v1.5_10yrs.db,24.447952937232884,23.28311887663729,23.969789404472074,23.363601345619518,21.976354575128727,22.69084729344539
short_exp_2ns_5expt_v1.5_10yrs.db,24.421959450381387,23.23120199066417,23.99016625544876,23.333808472787695,21.984005415321583,22.67632156501794
short_exp_5ns_1expt_v1.5_10yrs.db,23.745701538402308,23.182147317957874,23.8354468585434,21.927155542640094,21.777379397001148,22.611906456241556
short_exp_5ns_5expt_v1.5_10yrs.db,24.12705109491033,23.124539090884088,23.866266465632442,22.694678312790487,21.795720130261163,22.59372953958929
spiders_v1.5_10yrs.db,24.588432089631564,23.40002463945848,24.011938826942362,23.515396027751937,22.016111372843074,22.828861879176063
third_obs_pt120v1.5_10yrs.db,24.593032003816397,23.288697408923746,24.052395579680613,23.61844698013397,21.941213537240497,22.72771342974341
third_obs_pt15v1.5_10yrs.db,24.594142278822197,23.38143902000153,24.10444010503474,23.575753776344968,22.03657937702595,22.824496329424772
third_obs_pt30v1.5_10yrs.db,24.66235798267104,23.28207064551126,24.065332921972796,23.612007506151652,22.052478296484658,22.81801036566397
third_obs_pt45v1.5_10yrs.db,24.565387204042867,23.40795486421485,24.06765329486651,23.54044018149189,22.00838953381507,22.747031198759935
third_obs_pt60v1.5_10yrs.db,24.535092810911735,23.425095654765933,24.052734715643812,23.57922443169597,22.011256875352807,22.741635605148446
third_obs_pt90v1.5_10yrs.db,24.594187799524207,23.460290450506783,24.021649431314554,23.575906424097987,22.013374358221206,22.755378700882623
twilight_neo_mod1_v1.5_10yrs.db,24.568706634240183,23.371161097769278,24.003024140534894,23.567850919881884,21.952272562468984,22.743800470784347
twilight_neo_mod2_v1.5_10yrs.db,24.542147993854545,23.331967882723315,24.025652805271193,23.59614026030465,21.993667912852125,22.744261277912077
twilight_neo_mod3_v1.5_10yrs.db,24.591667169018223,23.323096171332338,24.075234206674097,23.566268192638326,21.989528479584596,22.747016548840385
twilight_neo_mod4_v1.5_10yrs.db,24.62991839321486,23.39721692028338,24.109278747015118,23.56910234961778,22.017014805866044,22.799688047214698
u60_v1.5_10yrs.db,24.66769780905797,23.26213158547685,24.033415156984777,24.101154004599817,21.995523433417468,22.801518537216594
var_expt_v1.5_10yrs.db,24.48766710159013,23.466378033823116,23.979951074784616,23.32578130281358,21.956329713823855,22.87343792353024
