,TPM,LS,CI
dcr_nham1_ugri_v1.5_10yrs,0.5888913421488018,0.10923195995140506,0.3848635118872353
rolling_mod6_sdf_0.20_v1.5_10yrs,0.6213385602328305,0.28182556306555745,0.4107574074082682
wfd_depth_scale0.95_noddf_v1.5_10yrs,0.6832950338226064,0.7517482088128911,0.3892503106883096
u60_v1.5_10yrs,0.6258888058997576,0.9254860182668416,0.4209226610900556
footprint_stuck_rollingv1.5_10yrs,0.5103774142933469,0.19822631496250834,0.5128364949117876
filterdist_indx4_v1.5_10yrs,0.6466603809084023,0.16816837409799473,0.4119771871114482
wfd_depth_scale0.70_noddf_v1.5_10yrs,0.6414801647708047,0.19349710651050925,0.36249553197934026
daily_ddf_v1.5_10yrs,0.5729820171934159,0.557123917396348,0.36113139389889615
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs,0.5778337455133967,0.519345230432957,0.3432389725394137
goodseeing_gz_v1.5_10yrs,0.6224689564111424,0.2881255391685199,0.41606282612890305
filterdist_indx1_v1.5_10yrs,0.6484479850327446,0.09097321592017395,0.43304450967788
footprint_standard_goalsv1.5_10yrs,0.6590533017967045,0.09950892131899296,0.36609194738482326
footprint_big_sky_dustv1.5_10yrs,0.6263328061876218,0.17499403206935407,0.3758551061789824
footprint_bluer_footprintv1.5_10yrs,0.5957120310618154,0.11402310428977826,0.4098909154968339
twilight_neo_mod4_v1.5_10yrs,0.5889961907279899,0.44604654986526526,0.36268803234761504
goodseeing_gi_v1.5_10yrs,0.6412900950483502,0.20564563019838833,0.39998050746518155
footprint_big_wfdv1.5_10yrs,0.5683735591434019,0.38856978540415604,0.33637087981663105
dcr_nham2_ugr_v1.5_10yrs,0.559483613828455,0.4146360418852636,0.37007538286825137
short_exp_5ns_5expt_v1.5_10yrs,0.6837908810130481,0.6791682926403462,0.38520138298440293
goodseeing_griz_v1.5_10yrs,0.609915621178445,0.2193043369477836,0.3963448304694353
twilight_neo_mod1_v1.5_10yrs,0.5532672460497025,0.5725773739448988,0.2692314586072084
bulges_cadence_bulge_wfd_v1.5_10yrs,0.617852373126474,0.17873749936120784,0.40376345717068574
third_obs_pt120v1.5_10yrs,0.6172620642540443,0.3371466281149125,0.38774798419981404
wfd_depth_scale0.95_v1.5_10yrs,0.6633027567569939,0.235170461048023,0.3838399403214884
wfd_depth_scale0.85_noddf_v1.5_10yrs,0.6198874477312316,0.46706440027459684,0.3905488687276757
footprint_no_gp_northv1.5_10yrs,0.6338360908648665,0.251075669687285,0.3752441690799972
footprint_big_skyv1.5_10yrs,0.6290056497442109,0.11339756085959564,0.39676275779047904
footprint_newBv1.5_10yrs,0.6121527835621219,0.13899060264550556,0.5566242429299486
baseline_2snaps_v1.5_10yrs,0.5832583312517594,0.2642481793147728,0.30825191908693683
footprint_big_sky_nouiyv1.5_10yrs,0.6333361067283649,0.10022757655868147,0.3880824969114837
twilight_neo_mod3_v1.5_10yrs,0.4847638620267283,0.17569934211190907,0.37377785934469504
greedy_footprint_v1.5_10yrs,0.6315018897328681,0.4551746043127925,0.38356453237149135
wfd_depth_scale0.90_v1.5_10yrs,0.6415331627395985,0.24659798653349338,0.38392888950700554
dcr_nham1_ug_v1.5_10yrs,0.5880322421236039,0.4142738402858753,0.3755499338674405
rolling_mod2_sdf_0.10_v1.5_10yrs,0.6117196465131135,0.16711712630811132,0.3973557736618199
