db,uu,ug,ur,ui,uz,uy,gg,gr
footprint_standard_goalsv1.5_10yrs.db,1345.6469376213088,1084.2689830089198,1700.0603443606713,483.51070153145156,,,2834.566033219797,2463.6550160334164
footprint_stuck_rollingv1.5_10yrs.db,1222.4877420415553,1061.5925584497168,1454.3869646279002,443.8968355313376,,,2214.1133005096917,2297.4854067416527
goodseeing_gi_v1.5_10yrs.db,1383.6385910395936,1170.8763235164126,1665.0043309699847,425.9324386435532,,,3047.069342036295,2332.0709028030938
goodseeing_gri_v1.5_10yrs.db,1871.5917682390814,1093.280448704387,1661.7156878873984,362.59430475036254,,,3007.5032215627184,2197.289367420721
goodseeing_griz_v1.5_10yrs.db,1809.0209364738012,1227.2007400503724,1708.5335686059984,474.73729643083107,,0.001271922254324656,2367.6327311718646,2363.9431238755265
goodseeing_gz_v1.5_10yrs.db,1523.412046774293,1159.9137321606536,1655.978014942187,383.95374285319747,,0.0029305559181567347,3032.085538916693,2328.472189935706
goodseeing_i_v1.5_10yrs.db,1761.968148189689,1197.7450320081616,1701.236538361002,433.77841790801455,,,3067.4345623891236,2477.495732230107
greedy_footprint_v1.5_10yrs.db,1839.4695118348313,1269.3288442445185,1598.7842451518627,419.45567746037216,,,3033.556903528178,2294.566151034267
roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,1025.0970022069826,766.355709745172,1012.7006473345291,59.63226274317008,,0.0159301981064523,2556.378463234903,1289.5898021507894
rolling_mod2_sdf_0.10_v1.5_10yrs.db,1497.8967888234788,1284.458704098736,1617.7108743672825,370.8928450443553,,,2547.2329280034505,2381.2957754391787
rolling_mod2_sdf_0.20_v1.5_10yrs.db,2612.1742133649436,1416.060759506602,1784.5820585095141,315.40686025100445,,,4436.321323479239,2471.728783316709
rolling_mod3_sdf_0.10_v1.5_10yrs.db,2558.0196306345065,1361.1316013454732,1664.9449452264664,387.54745179494324,,0.0010055623912752817,3548.4614606193995,2357.772903659062
rolling_mod3_sdf_0.20_v1.5_10yrs.db,2689.442080385102,1365.729766716095,1736.6528407097362,448.3626236463953,,,3513.273070728963,2469.0224356157846
rolling_mod6_sdf_0.10_v1.5_10yrs.db,1547.2601659920228,1228.96491238867,1533.2286315352112,298.07075154898706,,0.0016088241020266927,4663.965155761589,2431.8132204530943
rolling_mod6_sdf_0.20_v1.5_10yrs.db,1948.0177269586359,1320.8600259669379,1645.3593828483038,326.596905353761,,0.0012540258877659903,3497.7286347320473,2546.2201516691966
short_exp_2ns_1expt_v1.5_10yrs.db,3534.413275803823,1397.0278001146473,2158.5477965908235,438.9102840229371,,,5337.821735663963,3177.6654388532934
short_exp_2ns_5expt_v1.5_10yrs.db,4491.815661365864,2091.8802954371145,2512.7493187880423,587.0023387902406,,,8671.40898609453,3741.6749792146647
short_exp_5ns_1expt_v1.5_10yrs.db,7527.0661418297705,1653.0152350760814,2655.677700515925,762.0918762796083,,0.0008016075546647241,11308.546752721162,4247.651095642961
short_exp_5ns_5expt_v1.5_10yrs.db,9273.333523846259,2299.969582618552,3156.239624125705,335.2259636788551,,,10391.197575388116,4180.0014867924165
spiders_v1.5_10yrs.db,1331.105501956804,1094.5576894853796,1717.438294123568,429.24970855139935,,,2242.9567109829545,2261.970363379659
third_obs_pt120v1.5_10yrs.db,1307.5315460309714,1387.0758990313786,1709.806928790385,330.1627920052125,,,2431.7667423609178,2565.0393451524665
third_obs_pt15v1.5_10yrs.db,1417.0646372205845,1250.3091047932512,1816.017343571406,479.7289377687979,,,2956.649240529058,2357.3640783104975
third_obs_pt30v1.5_10yrs.db,1770.5677252379649,1145.7943624591521,1635.0654539293794,450.0763204274686,,0.015142405042049119,3631.2900721038372,2476.450824564764
third_obs_pt45v1.5_10yrs.db,1402.9546782957984,1253.4189458887238,1972.6431697152038,310.6965392598822,,,3074.4017425832144,2609.660678279223
third_obs_pt60v1.5_10yrs.db,1777.038776599168,1086.5336594912035,1630.7587664504722,471.3419864721651,,,3144.82926417031,2434.6311935665376
third_obs_pt90v1.5_10yrs.db,1082.5223882731798,1317.7794303303351,1744.558868769561,402.9131175199778,,,2415.345595008173,2789.4637746412373
twilight_neo_mod1_v1.5_10yrs.db,1904.876541937972,1419.499768571737,1366.644732412858,478.3170121989596,,0.0010284042513737535,3260.8830732952624,1765.9701238129355
twilight_neo_mod2_v1.5_10yrs.db,2575.2361215649453,1539.625604924465,1257.7218083067164,349.04303340413776,,,4372.297803346187,1950.0870426418041
twilight_neo_mod3_v1.5_10yrs.db,1630.5483783438112,1680.8723024045312,1264.12140475691,342.6226490580984,,,2552.8709798935038,2008.0102450299962
twilight_neo_mod4_v1.5_10yrs.db,2521.652141729464,1605.2746799303611,1427.9053099852194,297.0714916888846,,,3421.9381247343376,2100.562774510839
u60_v1.5_10yrs.db,224.2548925598058,824.0849591222558,838.4472000554862,78.42422523301498,,,1654.4012057352438,2084.0070474473405
var_expt_v1.5_10yrs.db,2489.093881869008,1776.4644193910603,2576.129771919037,642.216066616255,,0.0012540258877659903,3539.9084878623053,3933.3272339372224
wfd_depth_scale0.65_noddf_v1.5_10yrs.db,3614.383629297277,1804.5597733387185,2738.6261216027037,695.9177252933149,,0.011340225696451664,3623.1097610835004,3490.58631801975
wfd_depth_scale0.65_v1.5_10yrs.db,4168.122041380418,1740.4820490825516,2657.2555304466446,589.2972740397357,,0.0020349537129286666,3303.7077737996697,3298.41016016265
wfd_depth_scale0.70_noddf_v1.5_10yrs.db,3994.463700201575,1923.1635943280764,2531.1635723827458,589.2312867726563,,0.005525262277262926,5710.64321231322,3304.06615583968
wfd_depth_scale0.70_v1.5_10yrs.db,3671.677776462553,1733.7665395555664,2418.2302276598575,444.5249026364294,,0.010540375173896322,5152.67940795653,3082.0878499759838
wfd_depth_scale0.75_noddf_v1.5_10yrs.db,3643.2884417451296,1469.6780184236131,2088.804358690808,570.6180447137725,,0.0065882751142763134,5247.877708128479,2772.863458763667
wfd_depth_scale0.75_v1.5_10yrs.db,2614.4324543144703,1607.8260456477235,2320.7139639716097,565.211638998316,,0.01809924894853402,3548.6710186774967,2837.876892110618
wfd_depth_scale0.80_noddf_v1.5_10yrs.db,2469.78749502813,1475.7604635968073,2141.4302609286283,606.4695170247991,,0.003396872814092734,3618.103783542531,2816.4291088674336
wfd_depth_scale0.80_v1.5_10yrs.db,2196.0002092380137,1536.1844525709753,1787.2474235964282,485.40457957136806,,,2680.576472726563,2648.16814688406
wfd_depth_scale0.85_noddf_v1.5_10yrs.db,2912.006744104815,1295.5395868104974,1868.9605302716868,522.9394205168448,,,4548.435123306501,2612.778107804152
wfd_depth_scale0.85_v1.5_10yrs.db,2441.6066543113607,1311.6616990099553,1810.2786823783194,494.6707369612402,,,3091.5605291739134,2524.0596416881717
wfd_depth_scale0.90_noddf_v1.5_10yrs.db,2049.819476988055,1309.6362262535972,1876.4149876993451,397.017924345182,,0.0007837390765034353,3280.1229970787385,2634.4008055912172
wfd_depth_scale0.90_v1.5_10yrs.db,2113.320018263086,1272.1964897199205,1454.0965393785696,359.0941915938296,,,3712.0358966170766,2385.701340270214
wfd_depth_scale0.95_noddf_v1.5_10yrs.db,1209.088635710474,1081.4561691028484,1701.8445055983304,308.1719842970885,,,2229.1192014704657,2559.987174736017
wfd_depth_scale0.95_v1.5_10yrs.db,1396.6440697205937,981.0778364885358,1625.5888394436115,394.30369828632683,,,2030.2211403037377,2206.6547003839673
wfd_depth_scale0.99_noddf_v1.5_10yrs.db,1306.4912613813535,732.3505100818096,1404.2410275125126,475.83965846876634,,,1813.8047332211625,2173.2983410060097
wfd_depth_scale0.99_v1.5_10yrs.db,1077.3765471161767,821.053021423875,1344.5369950440786,433.7911450712644,,,1898.276504212037,2093.268899985051
