db,uu,ug,ur,ui,uz,uy,gg,gr
agnddf_v1.5_10yrs.db,1344.3176942223402,1166.4778851282747,1597.948602557368,397.96422778813815,,,2317.0299764522515,2264.6792741370737
alt_dust_v1.5_10yrs.db,1259.895408021927,769.5877824671704,1048.8436080891895,154.9081586671449,,0.0021107859231936574,1876.9679538394032,1374.7525153962606
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,1484.8209093036398,788.277044746206,964.755089223167,132.82014955533867,,0.0013381531675160916,2228.7794113167765,1395.6322678237427
baseline_2snaps_v1.5_10yrs.db,1928.009899958083,1260.821601338771,1548.9371863175654,408.4767070374021,,0.0020639622987846844,3332.4847933061187,2195.705904753924
baseline_samefilt_v1.5_10yrs.db,1903.9980832457409,44.97696268394077,7.7896597184426675,5.572935327642698,,0.0026478379950954597,2269.3849800244625,458.1897941532022
baseline_v1.5_10yrs.db,1417.0646372205845,1250.3091047932512,1816.017343571406,479.7289377687979,,,2956.649240529058,2357.3640783104975
bulges_bs_v1.5_10yrs.db,894.003104750122,687.841368189533,750.9158463640572,47.45455261530843,,0.0006194756396805537,2215.120169703665,1258.0902455946011
bulges_bulge_wfd_v1.5_10yrs.db,1017.8351696007898,506.2766572336193,965.5292634505231,164.68850773950226,,0.28359157193845763,2739.1347710836394,1586.2268068550823
bulges_cadence_bs_v1.5_10yrs.db,886.8075509299574,369.38883590168535,601.1678412953049,49.56563170174842,,0.018249636389118223,1555.9922024305442,1196.9538158060889
bulges_cadence_bulge_wfd_v1.5_10yrs.db,1440.9716503078878,698.0233782486446,916.7277686576217,114.01884123943418,,,2774.977969676209,1583.144762835908
bulges_cadence_i_heavy_v1.5_10yrs.db,767.0889861841596,685.1109708414723,730.5997409277088,128.31306175714104,,0.0007837390765034353,1979.3836667307678,1235.9775778349801
bulges_i_heavy_v1.5_10yrs.db,1014.408954210805,586.5819587233601,807.0603782904005,131.54524132635385,,0.004236203027559987,2454.8912111617446,1270.6249670979373
daily_ddf_v1.5_10yrs.db,1205.0552088369595,1316.7992554431103,1531.3312804310353,307.6973855661023,,0.0016826623161255304,2750.00567778476,2358.223229007764
dcr_nham1_ug_v1.5_10yrs.db,2824.0609429173223,1139.4049925993352,1753.6119760695583,465.3147664960354,,,4050.9183356777253,2364.2175333873947
dcr_nham1_ugr_v1.5_10yrs.db,2628.8103642763635,1166.6982850813963,1573.3186773411303,464.28609812925174,,0.005662738660285435,4286.32898232916,2237.5619741518835
dcr_nham1_ugri_v1.5_10yrs.db,2528.704894956367,1129.1197901236862,1564.447360503394,456.4153361664977,,,4103.469039310656,2127.813829782085
dcr_nham2_ug_v1.5_10yrs.db,3043.4696604755136,808.6946414691041,1468.0211995770248,368.4820119685479,,,4090.145986906386,2129.2122876893964
dcr_nham2_ugr_v1.5_10yrs.db,3006.412474681161,1003.4221940746579,1546.6499263594976,342.70022496403124,,,4498.550621417983,2105.5599077374686
dcr_nham2_ugri_v1.5_10yrs.db,2988.097216130717,1143.633399923067,1574.8659397600802,398.3082179282793,,0.0007837390765034353,4771.859456453735,2248.3448095868544
descddf_v1.5_10yrs.db,1310.7718547845097,1233.040879178107,1445.3333119207457,385.5445926031153,,,2245.785321765781,2295.295798133803
filterdist_indx1_v1.5_10yrs.db,4694.482152173998,4189.210571520213,2565.6012151949344,324.82083812789796,,0.02225428364983091,4612.645962644445,3919.0261324397597
filterdist_indx2_v1.5_10yrs.db,2405.3646876545545,1342.658169303702,2827.179953555176,1034.6527010682726,,,3896.8002817755887,3889.659839151174
filterdist_indx3_v1.5_10yrs.db,1525.901909039491,1954.7085027309597,1456.981533644379,3.745864310019626,,,8436.40755679059,6198.489420488068
filterdist_indx4_v1.5_10yrs.db,8099.797544886059,2576.4562337087973,4595.190388182427,365.6119387932739,,,2501.227795171931,2276.6911350404444
filterdist_indx5_v1.5_10yrs.db,2554.1968834265435,1050.8675293732656,2396.7118087329786,525.3143496820478,,0.0025739448655856126,3217.090578264338,3040.0017891690472
filterdist_indx6_v1.5_10yrs.db,1602.7392359611886,1539.5856602201,2291.0829449657313,561.0424469011398,,,4046.4614332841666,3430.2413962346977
filterdist_indx7_v1.5_10yrs.db,3717.856431200027,2637.97488181671,4155.76570179067,910.0536823206323,,,3397.4874948364563,4986.280436039736
filterdist_indx8_v1.5_10yrs.db,2131.5893126335736,1356.4129404865118,2540.400059857375,745.6536582919276,,0.0006194756396805537,4405.511859521611,3595.526259193679
footprint_add_mag_cloudsv1.5_10yrs.db,2204.7738368756304,1244.8671682834743,1667.4364299754259,406.7466181169125,,,3955.5318037822176,2296.4836963879757
footprint_big_sky_dustv1.5_10yrs.db,163.56262651075124,3.8451673061859872,219.24578474823122,5.302093256235703,,,268.11116081589057,101.04805551725374
footprint_big_sky_nouiyv1.5_10yrs.db,0.0006194756396805537,0.0006194756396805537,0.0006194756396805537,,,,38.906281963486784,16.404875540757615
footprint_big_skyv1.5_10yrs.db,0.000991397606183697,0.0006194756396805537,0.0006284547612558839,,,,42.31628146329714,55.268423346533524
footprint_big_wfdv1.5_10yrs.db,1779.359985184428,996.2119338598993,1389.4098308474254,218.567721139105,,,2507.8954195029096,2022.0881050451487
footprint_bluer_footprintv1.5_10yrs.db,2270.597409031344,1381.7860793194834,1464.362651513341,164.65814305909385,,,7570.607086802114,3149.6712943743396
footprint_gp_smoothv1.5_10yrs.db,2348.323559024132,1382.9303794611917,2835.3454501645797,616.7097678963867,,0.0012900634882883346,3985.429520075411,4241.783611785482
footprint_newAv1.5_10yrs.db,1001.6781152199079,1042.3018149613024,1784.494367167973,403.5338879069847,,0.008891723034438108,2932.5511741144637,2432.7728549028275
footprint_newBv1.5_10yrs.db,1763.505287975008,768.0231239402613,1477.4897002438695,287.217977439606,,,3178.0736525440384,2155.506809350777
footprint_no_gp_northv1.5_10yrs.db,1662.6113603663762,1229.5270741540148,1505.1269541214924,400.9129822805634,,,2645.6652466587834,2161.876742496714
