db,g,i,r,u,y,z
agnddf_v1.5_10yrs.db,-0.5460221378778591,-0.6209687798037891,-0.7361842890551493,-0.40345316407007203,-0.1696546114948312,-0.5972471238900212
alt_dust_v1.5_10yrs.db,-0.5852990617034592,-0.6813686008425321,-0.790086783971045,-0.44716328947191286,-0.226876438742746,-0.6534229463489538
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,-0.6057285104227965,-0.747879585670848,-0.8461547891744381,-0.45205134821851445,-0.2697827116412519,-0.7007804752241675
baseline_2snaps_v1.5_10yrs.db,-0.613958227640282,-0.6536654922449188,-0.7761702142873155,-0.5900975105862649,-0.17824266574675818,-0.608488111529006
baseline_samefilt_v1.5_10yrs.db,-0.5897484579321031,-0.6185006538878781,-0.7910270859048403,-0.38974325700776546,-0.1857732989854739,-0.6542977211876533
baseline_v1.5_10yrs.db,-0.5460530759756708,-0.6422346237628425,-0.7428030189734507,-0.3933266582712349,-0.16973522233942262,-0.6000979750208373
bulges_bs_v1.5_10yrs.db,-0.5477846907935806,-0.6323132685013526,-0.7431744866230865,-0.39680477425785554,-0.16887070852487085,-0.5947834006365156
bulges_bulge_wfd_v1.5_10yrs.db,-0.5475300608359461,-0.6293828329465008,-0.7438096008429902,-0.3958355982077144,-0.16836331235545288,-0.5900561448091537
bulges_cadence_bs_v1.5_10yrs.db,-0.5469811349736595,-0.6324100017888945,-0.7440504167816613,-0.3939432801012046,-0.17321528636318817,-0.5910057182222523
bulges_cadence_bulge_wfd_v1.5_10yrs.db,-0.5534976824774027,-0.6261901676947659,-0.7439989751069866,-0.3962418656913478,-0.17188250435586028,-0.5908343462277976
bulges_cadence_i_heavy_v1.5_10yrs.db,-0.5444923912813238,-0.636428453678402,-0.7416027808177859,-0.3952490776645021,-0.16688748128189346,-0.5936586694035633
bulges_i_heavy_v1.5_10yrs.db,-0.5535040065282217,-0.6329648029730564,-0.7429529043988907,-0.40302576191325556,-0.1698034779043489,-0.5914913037519014
daily_ddf_v1.5_10yrs.db,-0.5385900245997419,-0.64630045047425,-0.7456803213236185,-0.3913987670860628,-0.17858425458699045,-0.6019341886808576
dcr_nham1_ug_v1.5_10yrs.db,-0.6804752986111104,-0.6269879131671594,-0.7480094993251747,-0.5276446789715266,-0.1744392160560757,-0.6002356756576077
dcr_nham1_ugr_v1.5_10yrs.db,-0.6477913116442409,-0.643642091695849,-0.7990834718975499,-0.5227643145342924,-0.1698691737667275,-0.5910487119495897
