uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
10773.203214912399,8211.584577204432,17053.204722037102,5794.473980788757,,6.743981416168079,20040.48514311779,23046.227400041847,7232.683657158796,666.8705608946245,227.1445950311172,87894.19107173376,32424.66813015997,4930.500669140798,847.7893792449156,72812.95817728274,31460.15333388724,13141.707375847976,75792.93249280172,39081.72430421432,70556.82952676808
12341.104839342084,10034.01720744451,18406.773688539262,6662.47999482994,,1.255707185401599,24332.448925032873,25704.48423875263,11156.369017897128,1262.5335105634138,563.5435693692507,81505.69217752469,38470.81857096854,8306.540786995341,2113.5542994903535,70147.50565551574,37904.22485753737,21952.69415558382,67149.8794726383,50707.07484588255,47672.48777731055
12946.487612904282,12122.253436424528,19333.891292330347,6643.910043625309,,1.680487617791279,25198.530018778474,27676.867361225468,12179.51525224862,1191.365293165115,656.7254764821245,67034.3017699995,48244.921802707206,11393.43611690992,3322.1092228021143,77038.15500383389,41835.022811983545,25221.37718640504,77951.49434078517,55995.77879306017,51681.40289780827
12316.289497177911,7215.969192101331,14165.567066309595,4523.946054522807,,0.369481686901235,22573.222852951272,21549.3859228205,6668.007481400584,603.2490237850078,82.16442534818137,80283.20055964153,28973.54527597099,4673.657595213139,1069.2983976130085,66506.12474860465,30875.305589364034,14568.925900495007,68737.45895331928,39682.776445675365,60924.56668799543
24512.619412181048,877.4815703803123,1484.3298606157157,860.4165007103229,,188.94311684904207,30871.510283320098,2500.650303260657,1972.7489409367795,606.2532128138474,509.46400850677054,99934.51746649349,8182.692797985478,1663.785336312976,1120.4632979017824,59179.881976289595,4141.291747099909,2234.902256768717,73194.68413152096,6570.595280895458,99396.88751917216
11160.552213318337,8527.314294575133,16764.323852549496,5654.886869323842,,0.11420397387731729,26282.772875936043,24221.060560362614,7729.310183735141,637.0238026021782,267.0314536436733,89450.08893364633,32059.83587592947,5818.518206536674,1367.1116057516274,59167.427038622765,33271.96574456412,17713.65088449033,58530.87590271639,43833.804013669294,67945.1873629365
8925.009589664693,6712.092149521907,12592.797606359592,3716.355641550781,,0.02380276465938536,21601.674983246594,18216.669924735048,5540.03880681686,500.75234573395,125.25278103459367,70451.56754632806,25244.206587526853,4091.953514043448,841.0275233525929,47211.76085290553,25666.58087904331,12803.156483943929,46877.13740922354,33782.502100282014,70082.6550593479
11272.932226709914,6442.925598320343,12886.682898123292,3861.398400247838,,0.07041007410847497,20758.41777806816,17760.604270625132,5434.079680507716,468.75616866012473,110.13600622354787,71486.15372787371,24542.44650581877,3980.2496239559596,767.1885468730593,46332.442895734675,25470.819786735152,13000.785495275237,46212.36115090592,33419.04622966475,69454.57478118036
11484.494878448082,6685.031191639087,12526.43711584254,3958.0057312096865,,11.160748925246976,21785.436983689327,18168.310739088087,5627.573262554652,424.78751151452695,285.791803015897,71908.47998539844,25606.449323912115,4372.754693243683,885.4737030411444,45354.67962001193,25767.266929905105,12675.475217683588,47236.87473573652,33038.86957174418,71122.6862078731
11109.60699481724,6656.696113666133,12121.286377841232,3904.676336073933,,2.5268060729938076,22307.805134103255,17719.659607924845,5536.232302857451,348.0705487012516,183.97420093102858,70242.75032579912,24967.650615184917,4443.636487207356,772.1360757902469,46031.85087095571,25388.409613275082,12571.02150927762,45219.037700283756,33093.46468596791,71086.30988739808
8779.600298062858,6487.291160303715,12054.416163428385,3693.4517963565554,,0.04845080215061231,21600.818460952225,17803.809053218665,5783.020907862427,465.4176938331301,195.8878548740783,68238.39103978267,24879.9251220352,3959.4154810984023,1001.6638878429973,46040.65821612163,25765.948123563423,12998.553045343839,46573.005937447466,32864.0403407553,72225.24776640466
11223.122785492185,6374.471270692021,12327.009589340685,3882.065218100529,,0.12757119497760194,22172.680836021602,17464.560662817672,5528.359770966043,408.53005423442823,180.83298537059616,67591.67523313299,24906.287438043535,3856.8526958723514,905.218461164625,46390.065424984066,25482.26884658923,12833.567620796217,45882.11748079303,33230.82827406122,68007.05815371242
12725.501865209342,7797.9397743377385,14178.58740613468,4621.494039956509,,0.16934580112097042,23827.522767064944,20698.059191561893,5993.434905105314,537.0430877136033,89.74760099083531,79666.20200773687,28147.079236659843,4732.024866055266,1039.433940836935,69615.67735780975,31973.840520724316,12691.213116004048,73381.0410933477,39360.48898406942,80015.5457988956
19416.815251565662,5367.111196944921,14362.228879953926,5250.6806257778835,,0.178155230836361,38903.55277026376,19858.26648995385,7791.334639818774,697.3604307730429,245.5358212299459,88712.24390651229,32946.382440445144,5407.259296657832,1032.329690384537,75784.105523505,32273.36473739076,17562.173659800046,58410.636642385725,44140.15765138312,67642.92437305408
23871.87303893434,6273.593819547118,13215.212105130679,4244.585310230483,,5.660912003227286,41128.12587618007,19915.979274024096,6829.017139222618,498.0001239797626,181.8495434178423,140084.6230400916,30026.01266472189,5923.000309654285,1370.5158672243688,72748.61449262714,32714.53918742911,17644.73299654893,59930.3099747109,42216.84043725586,90743.58992310293
18616.347605739265,5779.363238537276,13354.22397225162,4803.972209928074,,0.025547439838084652,30905.64402777278,19881.028005534925,7525.576701608146,745.1957505746328,139.57696421372702,109459.49425837534,28711.05721322848,5503.345528324651,1128.7902691881259,95473.02254851209,31651.626480279338,18252.76676803895,60013.66468117193,43748.01152313835,68575.62167674665
23475.97051681633,2994.220541683879,11288.871392352836,4219.35681201385,,0.004176685063565904,46882.1859224005,15840.576283066492,6265.376074868793,835.0507276235328,229.5331809388099,85046.24002589847,32357.596385190733,5972.0023286127,1235.9992218017424,58433.054786867964,31767.065618476972,16946.247390224733,72832.39626010676,43732.25810469325,69826.17539779683
21600.576512074254,4649.257403457005,10184.13188588961,3585.370068683616,,0.13109305135492164,35367.87900587141,15866.00644204942,5561.819474639345,174.88398800731412,95.42782909609925,157778.00111363732,28538.902670820287,6161.155393980449,1446.7974421931747,57508.53272311268,33551.88105521767,18278.354903806965,59702.03147254028,42848.51386635685,88392.41179126357
22116.567992869124,4325.874556134809,10926.449752568591,3441.474760559009,,0.6233660335535604,33624.23983986427,17151.78969792733,6861.8422747784025,506.6406159779076,187.05619824244513,149650.83567615968,25462.80913879326,4509.077879136546,1065.943434987407,104658.4934302087,31309.804003967012,16638.37059082276,59563.64745986974,44318.52893051129,67720.13179324173
13838.409595766638,8357.268019809126,15996.104411816174,5233.002619796458,,2.2376428386675626,26381.580470677844,22720.712912663057,7070.454030901206,562.1819887476662,336.024612314095,64589.99660931873,32378.000563453268,4785.280347194236,1196.684552300914,41903.89686285169,28659.574990802474,14249.793221271992,72836.43221348239,41725.1369122175,91845.49399534779
