uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
775,654,770,697,0,44,647,647,646,565,211,641,752,581,341,594,551,431,614,524,610
219,602,662,809,0,26,140,585,871,830,461,72,716,920,743,81,554,876,108,778,181
311,843,652,899,0,50,306,705,983,826,445,34,879,1063,963,56,695,1052,85,889,210
232,390,409,442,0,24,151,391,448,533,185,51,440,545,406,56,372,451,88,465,158
1269,0,0,40,0,125,879,0,9,232,179,956,0,43,333,885,0,0,1007,0,736
710,702,721,686,0,23,727,716,684,540,284,730,730,727,511,730,716,695,730,713,730
172,387,297,318,0,11,65,210,304,440,203,11,352,488,310,15,210,328,15,363,55
141,353,308,339,0,19,55,180,341,458,184,3,330,476,280,5,172,316,11,325,39
165,395,281,374,0,43,54,192,349,397,210,9,352,459,326,10,214,332,16,321,40
125,375,238,330,0,41,53,158,352,378,136,3,339,481,292,5,150,301,9,310,39
142,341,253,289,0,12,53,168,315,430,208,6,343,425,362,10,183,339,10,303,26
129,340,234,344,0,14,43,165,329,380,194,3,381,437,338,9,175,287,6,325,30
405,540,486,461,0,18,344,431,451,483,172,193,493,519,407,208,521,427,219,500,326
808,27,547,664,0,10,760,329,538,586,236,688,949,654,416,711,599,708,677,783,680
889,111,239,395,0,40,739,226,448,456,165,734,633,640,521,623,733,697,689,725,701
891,29,358,468,0,18,755,278,476,568,226,719,360,634,445,709,473,737,672,797,703
1049,4,360,472,0,6,789,78,239,620,197,612,994,729,472,630,542,653,650,758,712
1014,20,92,291,0,15,814,48,185,327,104,740,493,564,596,625,809,733,678,726,649
1040,2,284,243,0,27,848,129,291,444,207,748,147,490,422,759,337,656,621,872,679
669,759,577,619,0,31,621,581,585,492,253,557,865,575,467,526,347,441,518,696,575
1357,1371,957,196,0,18,1347,293,558,778,248,0,7,1098,427,0,848,559,120,411,186
1246,974,1121,864,0,18,1282,1163,1002,688,224,1306,1153,923,465,1302,1009,828,1296,916,1251
1058,1344,0,10,0,15,1353,1347,1074,931,278,567,7,715,216,233,987,652,455,453,405
1358,1343,1353,240,0,13,803,1,46,430,77,422,6,1103,345,314,1223,668,626,397,516
259,497,623,641,0,49,43,318,552,331,197,4,551,129,609,0,414,654,1339,1340,1339
695,1288,123,407,0,44,659,274,613,269,76,555,1332,1046,188,1340,1316,453,673,198,561
1343,1343,1293,858,0,19,1340,1231,865,709,294,872,397,978,443,800,1084,723,936,629,839
844,860,767,680,0,10,701,729,827,479,155,503,1044,595,269,1277,1048,915,1335,1133,1335
613,607,635,545,0,20,581,615,634,534,256,523,710,719,452,512,601,621,580,700,589
478,540,585,567,0,42,531,660,696,580,318,635,729,801,412,610,648,669,680,640,671
1077,829,959,761,0,12,1122,1001,821,584,240,1226,965,867,406,1232,1095,968,1222,1038,1173
980,884,844,777,0,13,1063,916,832,632,269,1151,964,880,446,1147,809,840,1144,987,1049
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
837,1343,0,12,0,2,1350,1344,1002,815,237,718,63,607,193,424,565,389,0,99,0
368,518,526,516,0,41,244,395,512,495,185,83,489,603,354,75,435,514,103,508,191
14,133,140,131,0,31,1,38,138,348,106,0,107,469,256,0,110,190,0,56,0
93,242,239,261,0,18,29,146,243,357,140,5,263,565,303,4,201,360,3,228,18
767,717,699,659,0,9,783,708,675,524,223,829,743,707,395,804,709,707,819,714,820
685,715,665,646,0,24,701,707,680,558,203,730,736,714,455,728,671,690,735,735,742
672,666,663,669,0,53,682,666,666,554,326,678,667,665,588,681,666,672,683,672,678
651,620,551,547,0,13,708,562,461,712,379,702,704,637,520,748,655,453,695,534,675
742,577,682,519,0,33,733,664,459,759,329,721,636,650,552,730,615,503,671,542,703
703,633,627,526,0,12,691,628,471,697,388,697,700,670,554,685,489,476,726,772,652
690,500,794,583,0,39,698,702,491,852,408,702,608,686,558,669,595,519,699,654,700
615,880,412,522,0,4,707,450,464,544,189,694,715,614,483,750,734,492,715,527,709
748,789,583,558,0,1,707,583,539,446,209,741,455,647,480,797,516,814,580,1071,754
331,744,304,340,0,17,303,332,485,498,242,57,574,714,519,53,365,549,79,567,211
804,982,627,646,0,30,893,681,657,615,311,557,815,859,654,600,706,698,671,743,747
837,908,567,597,0,46,894,687,650,625,268,557,756,842,600,570,671,645,620,736,756
751,981,549,705,0,52,914,796,798,645,387,598,985,991,852,640,804,821,675,903,820
755,936,619,666,0,64,893,725,777,592,267,573,938,923,818,624,799,721,655,809,825
513,893,540,718,0,167,720,937,989,759,488,559,1145,1149,979,618,1036,1075,646,1009,847
615,925,572,675,0,135,774,804,919,687,451,532,1115,1125,954,640,923,963,605,935,848
1246,946,1201,920,0,6,1284,1330,953,497,219,1335,1299,832,440,1330,1263,873,1330,1189,1319
1246,900,1197,863,0,11,1256,1314,854,507,150,1326,1296,772,437,1323,1235,752,1324,1134,1288
1338,1210,1340,1075,0,13,1339,1344,1098,425,159,1338,1350,992,450,1338,1339,991,1337,1327,1339
1334,1169,1332,1012,0,17,1335,1344,893,400,210,1337,1347,875,457,1338,1339,834,1339,1310,1337
681,722,647,630,0,8,707,688,658,571,238,706,728,756,375,707,691,705,743,793,759
678,1023,310,338,0,34,747,498,384,380,113,782,458,456,262,803,318,351,817,386,820
710,702,721,686,0,23,727,716,684,540,284,730,730,727,511,730,716,695,730,713,730
670,662,689,558,0,38,694,758,664,560,211,723,802,679,396,709,618,674,724,730,725
652,716,637,565,0,21,715,734,657,471,254,723,799,700,468,719,693,623,756,707,756
651,749,623,572,0,15,737,768,633,480,208,739,773,705,437,724,600,546,737,604,780
691,957,473,425,0,11,742,628,476,354,137,771,641,542,331,801,471,446,802,486,783
1008,1051,329,374,0,40,1324,683,743,577,375,1340,444,720,559,1339,350,424,1340,475,1337
953,1058,400,495,0,26,1261,774,750,482,233,1335,626,796,448,1336,435,622,1332,690,1331
929,1038,471,512,0,10,1188,749,724,564,223,1317,693,801,447,1321,513,571,1312,669,1301
888,971,517,606,0,27,1087,753,720,560,258,1284,707,743,469,1290,570,651,1289,687,1240
0,19,4,27,0,5,370,930,593,631,277,323,632,737,424,352,619,628,410,667,478
446,525,841,907,0,17,354,480,773,790,260,142,575,439,569,174,29,492,104,408,223
95,296,396,377,0,12,28,265,492,450,193,0,411,592,288,0,221,409,0,456,6
53,223,316,248,0,25,2,139,322,417,166,0,137,580,273,0,183,330,0,302,2
200,429,457,456,0,16,95,377,575,468,227,9,494,662,369,8,328,406,7,530,42
85,312,343,304,0,40,22,188,393,367,176,0,255,565,275,0,251,365,0,354,11
363,470,570,480,0,26,272,546,673,556,250,78,642,695,413,62,457,510,82,602,161
197,374,390,363,0,37,81,310,411,487,219,7,306,642,293,2,350,470,6,467,34
629,653,688,609,0,4,582,704,757,573,250,357,857,718,364,335,588,625,360,699,441
361,485,496,476,0,28,229,409,525,423,168,48,462,655,377,55,473,531,80,559,135
873,775,790,686,0,19,880,829,809,571,295,839,917,760,451,851,668,642,838,796,827
574,580,550,489,0,17,468,552,578,497,234,277,654,691,411,290,548,566,324,646,399
1016,865,857,720,0,10,1106,983,852,634,278,1188,1028,828,503,1168,792,764,1152,856,1106
