uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy,db
10773.2032149124,8211.584577204432,17053.204722037102,5794.473980788757,,6.743981416168079,20040.485143117792,23046.227400041847,7232.683657158796,666.8705608946245,227.14459503111718,87894.19107173376,32424.66813015997,4930.500669140798,847.7893792449156,72812.95817728274,31460.153333887236,13141.707375847976,75792.93249280173,39081.72430421432,70556.82952676808,agnddf_v1.5_10yrs.db
12341.104839342084,10034.017207444509,18406.773688539266,6662.479994829941,,1.255707185401599,24332.448925032877,25704.484238752633,11156.369017897128,1262.5335105634138,563.5435693692507,81505.69217752469,38470.818570968535,8306.540786995341,2113.5542994903535,70147.50565551574,37904.22485753737,21952.694155583817,67149.8794726383,50707.07484588255,47672.48777731055,alt_dust_v1.5_10yrs.db
12946.487612904282,12122.25343642453,19333.89129233035,6643.910043625308,,1.6804876177912789,25198.530018778478,27676.867361225468,12179.51525224862,1191.365293165115,656.7254764821245,67034.3017699995,48244.921802707206,11393.43611690992,3322.1092228021143,77038.15500383389,41835.022811983545,25221.37718640504,77951.49434078518,55995.77879306016,51681.40289780827,alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db
12316.289497177913,7215.969192101331,14165.567066309597,4523.946054522807,,0.369481686901235,22573.222852951276,21549.3859228205,6668.007481400584,603.2490237850078,82.16442534818137,80283.20055964153,28973.545275970988,4673.657595213139,1069.2983976130083,66506.12474860465,30875.305589364038,14568.925900495007,68737.45895331928,39682.776445675365,60924.56668799543,baseline_2snaps_v1.5_10yrs.db
24512.61941218105,877.4815703803122,1484.3298606157157,860.4165007103229,,188.9431168490421,30871.510283320098,2500.650303260657,1972.7489409367795,606.2532128138473,509.46400850677054,99934.51746649347,8182.692797985478,1663.7853363129761,1120.4632979017824,59179.8819762896,4141.291747099909,2234.902256768717,73194.68413152096,6570.595280895458,99396.88751917217,baseline_samefilt_v1.5_10yrs.db
11160.552213318335,8527.314294575133,16764.323852549496,5654.886869323842,,0.11420397387731727,26282.772875936043,24221.060560362614,7729.310183735141,637.0238026021783,267.03145364367333,89450.08893364633,32059.835875929468,5818.5182065366735,1367.1116057516274,59167.427038622765,33271.96574456412,17713.650884490333,58530.87590271638,43833.804013669294,67945.1873629365,baseline_v1.5_10yrs.db
8925.009589664694,6712.092149521906,12592.797606359592,3716.3556415507815,,0.02380276465938536,21601.674983246598,18216.669924735048,5540.03880681686,500.75234573395,125.2527810345937,70451.56754632806,25244.20658752685,4091.9535140434477,841.0275233525929,47211.76085290553,25666.58087904331,12803.156483943929,46877.137409223535,33782.502100282014,70082.6550593479,bulges_bs_v1.5_10yrs.db
11272.932226709914,6442.925598320343,12886.68289812329,3861.3984002478383,,0.07041007410847497,20758.41777806816,17760.604270625132,5434.079680507716,468.75616866012473,110.13600622354788,71486.15372787371,24542.44650581877,3980.24962395596,767.1885468730592,46332.442895734675,25470.819786735152,13000.785495275237,46212.36115090592,33419.04622966475,69454.57478118036,bulges_bulge_wfd_v1.5_10yrs.db
11484.49487844808,6685.0311916390865,12526.437115842542,3958.005731209687,,11.160748925246976,21785.436983689327,18168.310739088087,5627.5732625546525,424.7875115145269,285.79180301589696,71908.47998539844,25606.449323912115,4372.754693243683,885.4737030411444,45354.679620011935,25767.2669299051,12675.475217683588,47236.87473573652,33038.86957174418,71122.68620787309,bulges_cadence_bs_v1.5_10yrs.db
11109.60699481724,6656.696113666133,12121.286377841232,3904.6763360739333,,2.526806072993808,22307.80513410325,17719.659607924845,5536.232302857451,348.0705487012516,183.97420093102855,70242.75032579912,24967.65061518492,4443.636487207356,772.1360757902469,46031.85087095571,25388.40961327508,12571.02150927762,45219.03770028376,33093.46468596791,71086.30988739808,bulges_cadence_bulge_wfd_v1.5_10yrs.db
