,CI,TPM,LS,star count
long_gaps_nightsoff1_delayed1827,0.7895405725006717,0.6662216200827239,0.28982879987969784,0.9873786407766997
long_gaps_nightsoff7_delayed-1,0.8066821099223076,0.6670708379577299,0.285711226905381,0.9873786407766997
long_gaps_nightsoff2_delayed1827,0.7979916414513982,0.6984694306618451,0.2859053999761901,0.9873786407766997
long_gaps_nightsoff0_delayed-1,0.6995040184271112,0.62711413261655,0.28642426061064225,0.9864077669902962
long_gaps_nightsoff4_delayed-1,0.7891919299274262,0.638345218411066,0.2885525162196505,0.9864077669902962
roll_early,0.8048343087600968,0.6647266643849806,0.2914078303633246,0.9873786407766997
rolling_bulge_ns2_rw0.8,0.8263350886096914,0.6811295671521772,0.2836232086995881,0.9873786407766997
rolling_bulge_ns2_rw0.5,0.8435252485167175,0.6657153225398658,0.2851899325970717,0.9873786407766997
rolling_bulge_ns2_rw0.9,0.8182154485562304,0.6618893724103263,0.289124277063679,0.9873786407766997
vary_gp_gpfrac0.20,0.8138058490044984,0.6497481196959336,0.29324134150482245,0.9873786407766997
vary_gp_gpfrac0.55,0.8257186947716458,0.8807494969339197,0.28697170720533166,0.9873786407766997
vary_gp_gpfrac0.25,0.807252580241372,0.630475256603359,0.2857244536431621,0.9873786407766997
vary_gp_gpfrac0.50,0.8301455869342284,0.9078365112458063,0.2884119674457671,0.9873786407766997
vary_gp_gpfrac1.00,0.8413834008923117,0.9798933449420473,0.28477483757974253,0.9873786407766997
vary_gp_gpfrac0.05,0.8065865157082027,0.5581323973129761,0.2849813222118367,0.9873786407766997
vary_gp_gpfrac0.75,0.8377868367076972,1.0,0.2922977574263238,0.9873786407766997
vary_gp_gpfrac0.01,0.8025132159915797,0.5445785969942512,0.28618129451812424,0.9854368932038856
vary_gp_gpfrac0.15,0.8103734035233492,0.6058204047237387,0.2875503662458904,0.9873786407766997
vary_gp_gpfrac0.10,0.8033255960196867,0.5643845163387256,0.2892575200752598,0.9873786407766997
vary_gp_gpfrac0.30,0.8233516320893655,0.694049648872139,0.2846506299286074,0.9873786407766997
vary_gp_gpfrac0.45,0.8260997490940903,0.8719161168492596,0.2922977574263238,0.9873786407766997
vary_gp_gpfrac0.35,0.8232385137844708,0.7516857237644223,0.2902038648774932,0.9873786407766997
vary_gp_gpfrac0.40,0.8191286403574287,0.8120971888119545,0.2880210292187333,0.9873786407766997
rolling_all_sky_ns2_rw0.9,0.8160434360705526,0.6648528487392964,0.2859008868168963,0.9873786407766997
six_rolling_ns6_rw0.5,0.7868075341086714,0.7126609473625718,0.28835112103913296,0.9873786407766997
six_rolling_ns6_rw0.9,0.7338779657605985,0.7109843423441943,0.28684535301280784,0.9873786407766997
rolling_bulge_6,0.8068442674359595,0.6670780182086251,0.28232532737306004,0.9873786407766997
long_u2,0.7858497801136498,0.6620801678236105,0.2866530006772988,0.9873786407766997
long_u1,0.821143688502736,0.6698951883113722,0.2928373010487075,0.9873786407766997
vary_expt,1.0,0.7339598483131269,0.2845160433423527,0.9873786407766997
presto_gap4.0_mix,0.6476769793246903,0.5285925789806696,0.2891503318112068,0.9873786407766997
presto_gap1.5_mix,0.6097620236127056,0.5442226885921918,0.28496833231160773,0.9873786407766997
presto_gap3.0_mix,0.6459396294171523,0.5073794082292613,0.2850020524314566,0.9873786407766997
presto_gap4.0,0.6602087235084257,0.5238823727287568,0.28669725626429443,0.9873786407766997
presto_gap2.5_mix,0.6359634537415737,0.5241622791783734,0.28873072298041835,0.9873786407766997
presto_gap2.0_mix,0.612699123303075,0.507241426134483,0.28540869193538093,0.9873786407766997
presto_gap1.5,0.6170308419941047,0.539557624840731,0.2878470612427832,0.9873786407766997
presto_gap3.5_mix,0.6490544263761532,0.5154128630331463,0.2760317530924449,0.9873786407766997
presto_gap2.5,0.6311816409821497,0.5410543172813433,0.2785154635728852,0.9873786407766997
presto_gap2.0,0.6156965147695289,0.5423525845877836,0.2758568344897593,0.9873786407766997
presto_gap3.5,0.651070885752655,0.5268906635887601,0.2766366171137352,0.9873786407766997
presto_gap3.0,0.645445071102352,0.5369332017450056,0.2867544878681233,0.9873786407766997
baseline,0.8128258818298325,0.7054064557800417,0.2931668101392204,0.9873786407766997
presto_half_gap3.5_mix,0.7263910383836618,0.625926748092785,0.288688613163865,0.9873786407766997
presto_half_gap3.5,0.7395209491456468,0.6329745830681549,0.2811445940234216,0.9873786407766997
presto_half_gap3.0,0.7391715391255191,0.6414212248714354,0.27928603812444475,0.9873786407766997
presto_half_gap2.5,0.744442646199673,0.639693105021071,0.2870639766415708,0.9873786407766997
presto_half_gap2.0,0.730989057392068,0.6390329543532972,0.28776541484312557,0.9873786407766997
presto_half_gap2.0_mix,0.7142014583666322,0.6008746985058822,0.27954555248555696,0.9873786407766997
presto_half_gap1.5,0.7332864411109227,0.6149817961493311,0.2892910246277542,0.9873786407766997
presto_half_gap2.5_mix,0.7169270985704441,0.5966017304238994,0.2924324568537092,0.9873786407766997
presto_half_gap4.0,0.7500286850940509,0.6172257817718744,0.2866152430442205,0.9873786407766997
presto_half_gap1.5_mix,0.7188320039281054,0.622181554920967,0.28450717408366466,0.9873786407766997
presto_half_gap4.0_mix,0.7311347038391725,0.6029993743306683,0.28599797766679097,0.9873786407766997
presto_half_gap3.0_mix,0.722893028690769,0.6240483688262802,0.29277441968496426,0.9873786407766997
