,CI,TPM,LS,star count
rolling_ns2_rw0.5,0.8610206851472204,0.857142857142857,0.9105468335715075,0.9873786407766997
rolling_ns3_rw0.9,0.7354396364911759,0.7142857142857143,0.0,0.9873786407766997
rolling_ns3_rw0.5,0.8242971455638373,0.7142857142857143,1.0,0.9873786407766997
rolling_ns2_rw0.9,0.8133800716884183,0.7142857142857143,0.9847061052142722,0.9873786407766997
baseline_retrofoot,0.8331789534707147,0.7999999999999999,0.0,0.9961165048543703
retro_baseline,0.9230613042436399,1.0,0.0,1.0
ddf_frac_ddf_per1.6,0.7969176771436929,0.9523809523809524,0.0,0.9873786407766997
ddf_frac_ddf_per0.6,0.8238521006243471,0.857142857142857,0.0,0.9873786407766997
carina,0.8051277799532865,0.857142857142857,0.7729094486437699,0.988349514563103
virgo_cluster,0.8101896464099165,0.7142857142857143,0.8153343399776716,0.9825242718446606
roman,0.8165396453184192,0.7142857142857143,0.0,0.9873786407766997
multi_short,0.4928686300908284,0.45714285714285724,0.0,0.9873786407766997
north_stripe,0.7807266166727771,0.380952380952381,0.0,0.9184466019417491
twilight_neo_nightpattern2,0.4413058394621162,0.7142857142857143,0.0,0.9398058252427169
twilight_neo_nightpattern3,0.5520879702339128,0.7142857142857143,0.0,0.9436893203883507
twilight_neo_nightpattern1,0.20822802964210002,0.761904761904762,0.0,0.9398058252427169
twilight_neo_nightpattern5,0.44906282990972346,0.7142857142857143,0.0,0.9417475728155339
twilight_neo_nightpattern4,0.6169719758328731,0.7142857142857143,0.0,0.9456310679611649
twilight_neo_nightpattern6,0.49132785350306796,0.9523809523809524,0.0,0.9436893203883507
twilight_neo_nightpattern7,0.5541825999509902,0.7142857142857143,0.0,0.9436893203883507
short_exp,0.8291782474966582,0.7142857142857143,0.0,0.9873786407766997
too_rate10,0.8069589900233181,0.7142857142857143,0.0,0.9873786407766997
too_rate50,0.795579438369158,0.7142857142857143,0.0,0.9873786407766997
local_gal_bindx1,0.805123055517693,0.857142857142857,0.0,0.9873786407766997
local_gal_bindx0,0.8122332604871966,0.7142857142857143,0.0,0.9873786407766997
local_gal_bindx2,0.8053161906673774,0.7142857142857143,0.0,0.9873786407766997
smc_movie,0.8158838739449613,0.7142857142857143,0.0,0.9873786407766997
noroll,0.9140715929902814,1.0,0.0,0.9873786407766997
vary_nes_nesfrac0.20,0.8082203936960529,0.5714285714285714,0.0,0.988349514563103
vary_nes_nesfrac0.55,0.8365626652152535,0.7142857142857143,0.0,0.9873786407766997
vary_nes_nesfrac0.25,0.8092298903487608,0.5714285714285714,0.0,0.988349514563103
vary_nes_nesfrac0.50,0.8289677962334487,0.7142857142857143,0.0,0.9864077669902962
vary_nes_nesfrac1.00,0.8395759092017434,0.7142857142857143,0.0,0.9864077669902962
vary_nes_nesfrac0.05,0.8019582117780619,0.5714285714285714,0.0,0.9883495145631037
vary_nes_nesfrac0.75,0.8319737197906638,0.7142857142857143,0.0,0.9873786407766997
vary_nes_nesfrac0.15,0.8053535010112348,0.6857142857142857,0.0,0.9873786407766997
vary_nes_nesfrac0.01,0.8150498397544216,0.7142857142857143,0.0,0.9941747572815515
vary_nes_nesfrac0.10,0.8016936475999301,0.5714285714285714,0.0,0.988349514563103
vary_nes_nesfrac0.30,0.8133800716884183,0.7142857142857143,0.0,0.9873786407766997
vary_nes_nesfrac0.45,0.815905018790658,0.7142857142857143,0.0,0.9873786407766997
vary_nes_nesfrac0.35,0.8206181555276334,0.7142857142857143,0.0,0.9873786407766997
vary_nes_nesfrac0.40,0.821667449069373,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff2_delayed-1,0.7717714718207409,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff6_delayed-1,0.8085343384880731,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff7_delayed1827,0.8104940854821293,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff1_delayed-1,0.7388809650277576,0.5714285714285714,0.0,0.988349514563103
long_gaps_np_nightsoff5_delayed-1,0.8044204155316961,0.9523809523809524,0.0,0.9873786407766997
long_gaps_np_nightsoff4_delayed1827,0.8126045690494063,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff1_delayed1827,0.763491447494709,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff2_delayed1827,0.7791652355927087,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff3_delayed-1,0.7830793016858162,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff7_delayed-1,0.8081422601344592,0.9523809523809524,0.0,0.9873786407766997
long_gaps_np_nightsoff6_delayed1827,0.7958165628789791,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff5_delayed1827,0.8081962855265898,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff0_delayed1827,0.688040567401873,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff0_delayed-1,0.6433605632641031,0.761904761904762,0.0,0.9873786407766997
long_gaps_np_nightsoff3_delayed1827,0.7954087000641094,0.7142857142857143,0.0,0.9873786407766997
long_gaps_np_nightsoff4_delayed-1,0.7983331945434072,0.9523809523809524,0.0,0.9873786407766997
bluer_indx0,0.831090541331374,0.7142857142857143,0.0,0.9873786407766997
bluer_indx1,0.8187273418001768,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff6_delayed1827,0.8032008501587214,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff2_delayed-1,0.7696515336865162,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff5_delayed1827,0.8036070847632721,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff6_delayed-1,0.8011872325711383,0.5714285714285714,0.0,0.9873786407766997
long_gaps_nightsoff0_delayed1827,0.7124998239179781,0.7142857142857143,0.0,0.9873786407766997
long_gaps_nightsoff3_delayed1827,0.8021773046023102,0.7142857142857143,0.0,0.9873786407766997
