,depth,astrom_prec,pm_unc,sigma_dT,LS,CI,TPM
0,24.374268138933495,1.0341286329552557,0.1603770581548641,170.36461104660205,0.4391282236367216,0.7144048765246449,0.5425565372269926
1,24.39269293949127,1.0263342134351814,0.1615541316150334,172.07406382335026,0.43754546271852757,0.7337501396373147,0.6321354887512074
2,24.36161703947244,1.0396798816435333,0.1641998914049721,167.9113029568367,0.37827262864068756,0.7066061397533184,0.4564650686734021
3,24.37892784431506,1.0323681302221857,0.16400686346388288,168.8565065490396,0.4370204081632653,0.7286618810191555,0.5564943906089667
4,24.27705017942906,1.0877744136835983,0.16839308170861336,171.85220898084333,0.4385993658804349,0.7194775903278241,0.5341340389654231
5,24.374570377892898,1.0370135093424921,0.16036663354966316,172.88127812820156,0.45803403110716134,0.6991245102758741,0.5755840527449078
6,24.30019514993369,1.0788285007802763,0.16849352343127394,172.17347985601992,0.33538775510204083,0.6021458006864376,0.4880742189352475
7,24.37821550669819,1.0345745688510677,0.16134955815901186,172.09969496332207,0.43815962318354246,0.7218810211397754,0.5495907855319333
8,24.362298701135387,1.0441216459019929,0.16264729332166336,171.35455605710857,0.43868742036063574,0.7193031244002616,0.5455579371797714
9,24.454390730887084,0.999364396304852,0.15711596833930394,172.1656284475053,0.4795918560727633,0.6569406889168665,1.0
10,24.35799502756042,1.042891328805165,0.1651771788304312,170.7638100869961,0.4675102040816327,0.7228520782891562,0.5412820483076121
11,24.365506316534017,1.0448391891034858,0.16280377891449394,172.10718297984232,0.4385553563113119,0.7194775903278241,0.544556263471951
12,24.385127038741228,1.0309283717360245,0.16093362611398893,172.1753057862128,0.43868742036063574,0.7220045292395487,0.5545885989290715
13,24.21102350215291,1.1266662242757646,0.18046606846842878,172.0922069468018,0.30729485908453286,0.47513590143757384,0.5117659918093457
14,24.281348901805234,1.0828861714816018,0.16734187770835848,173.68696594658212,0.33707312070556866,0.6344229368780314,0.5347738420878329
15,24.36596634300599,1.0419257189975935,0.1623764434645555,172.0922069468018,0.42736998684135263,0.7321301328830477,0.5154155166879032
16,24.325393077993233,1.0644370244835402,0.16411812557236444,172.49666442532939,0.3761912928436681,0.6979802681495748,0.5509696500719837
17,24.390669416332113,1.0313471427628778,0.16089235199655805,172.0559206998987,0.4384233805743368,0.7431472178061769,0.9665626455829744
18,24.148530918942697,1.1481214551890704,0.17725624655441438,171.13876339562498,0.30860117326282743,0.5298518388409805,0.5304519639220103
19,24.34328406499067,1.0532522073068025,0.16386485518140814,172.02861908829024,0.3764926074554772,0.6851450460160879,0.5655678383145012
20,24.373010388616283,1.035855355497823,0.16232190771473443,171.87671826567964,0.4370204081632653,0.7287209933907494,0.5141555590136357
21,24.359159262987205,1.0427247117563754,0.16303983600968772,172.0922069468018,0.43754546271852757,0.7004504334129387,0.5367075979426064
22,24.143850248891848,1.135078661784673,0.17758270925222214,177.3315231732177,0.30643010973233514,0.5218019047824493,0.5539007105993288
23,24.365565421305647,1.0381631617344407,0.16463129429079112,172.02861908829024,0.4479900555694127,0.7180213786667045,0.5736721500275243
