RA,DEC,g,g-r,Hg,PM,deltaX
29.09041,0.54572,22.314,1.4780000000000015,17.05150188790718,8.861359940776586,5.468025237688648
28.70525,0.54892,16.272,0.6099999999999977,10.561845486440529,7.210561697953912,6.395701681598353
28.42862,0.54942,19.165,1.4049999999999976,17.124872440375782,39.08179371523267,37.873085430157396
28.55938,0.54969,18.103,1.4009999999999998,13.341091676448624,11.158821622375724,11.994519581875716
29.10495,0.54845,21.282,1.5120000000000005,20.53609826344173,70.92831663024296,67.62366819390974
28.51266,0.54923,19.797,0.3710000000000022,14.079537066975433,7.186334253289364,3.9431205916126886
29.08391,0.55184,999.99,0.0,998.5311527375397,51.07760761821172,50.68548510175275
28.7234,0.55089,17.778,0.3059999999999974,13.698459115802118,15.27889066653728,12.004120126023398
28.80144,0.55064,19.894,0.43299999999999983,15.277715500117653,11.932820286922954,10.29851445597859
28.51375,0.55065,20.356,0.3370000000000033,17.11892863212091,22.520899182759113,25.021784508703615
28.79946,0.55383,999.99,0.0,992.6170027107753,3.3527451439081974,6.827920620511049
28.57594,0.55207,19.969,0.3290000000000006,13.9362555568331,6.215142798037709,4.994597080846462
28.94047,0.55254,19.88,1.4749999999999979,15.075566397992882,10.94241746598986,9.00835723092729
28.6161,0.55669,16.135,0.647000000000002,10.949190215186439,9.179901960260796,10.84329285779924
28.57905,0.55594,19.956,0.9549999999999983,14.047633395270172,6.581527178398643,7.070650606556655
28.85701,0.55378,22.176,1.3659999999999997,16.82910996903577,8.523579060465151,8.10482572298751
28.84458,0.55609,19.944,1.0150000000000006,14.468237579581157,8.032440475969928,10.03795297857088
28.7329,0.55567,20.28,0.4480000000000004,14.80532075426875,8.03644822045162,6.9574492452334855
29.09968,0.55747,19.641,1.4329999999999998,16.315311895977764,21.620333022412026,19.2753728887407
28.92705,0.5592,18.776,0.4750000000000014,13.113099545078931,7.369192628775557,4.132723073229078
28.79585,0.55927,20.809,1.3780000000000001,15.059867844695596,7.082287765969412,5.411469301400499
28.95664,0.55888,21.124,1.4160000000000004,16.660198941179708,12.80087887607722,10.101727575023988
28.6948,0.56306,16.409,1.1999999999999993,13.910474947501914,31.644263303164443,28.867715531368255
29.08735,0.56025,21.015,0.36599999999999966,17.499943490852417,19.814754603577608,20.280002465483086
29.0524,0.561,21.164,1.527000000000001,18.079029580041507,24.15493738348332,23.108565511515422
28.5617,0.56453,19.18,0.8679999999999986,13.685240269746009,7.962474489755054,8.963537248207318
28.58658,0.56436,19.461,0.940999999999999,11.656629284115752,2.7486905973572218,2.367129062810053
28.54514,0.56468,20.087,1.4909999999999997,15.377511182745193,11.431474095671126,10.76201653966393
28.60152,0.56419,20.361,0.9179999999999993,16.19348702084446,14.672273170848475,13.84375671557399
28.99535,0.5645,19.731,0.5750000000000028,15.360052364115667,13.360123502423171,10.850423954850799
28.72642,0.5652,21.495,1.5570000000000022,16.252753467681174,8.944389302797592,10.659929643295026
28.53623,0.56624,19.501,0.4410000000000025,13.524785930387225,6.379067329947223,5.524608583420187
28.80778,0.56754,16.33,0.41199999999999903,7.9724482961294445,2.130539837693724,3.7555825114088495
28.83043,0.56561,21.556,1.7240000000000002,15.411824686040449,5.904252704618934,8.702011261771613
28.8479,0.56757,999.99,0.0,998.1695618053485,43.24265602388457,40.53135206232331
28.93443,0.56539,20.469,0.045000000000001705,16.84773356312435,18.86890563864264,15.600820491243402
29.01503,0.56641,20.946,1.3240000000000016,16.595716038773958,13.487864916286789,16.643067625891568
28.92948,0.56693,19.63,0.9179999999999993,13.459750584318984,5.833780935208315,6.483964836425318
28.74663,0.56746,18.763,1.2910000000000004,14.773990310192014,15.929350269235718,14.763448106726289
28.96896,0.56733,20.382,0.13300000000000267,13.982894992038222,5.250238089839356,5.600446410778341
29.07349,0.56856,18.873,1.346,14.717945269648151,14.756693396557374,16.098111690505817
28.71294,0.5694,20.419,1.2029999999999994,13.933245063304497,5.04485876908363,1.780168531347524
29.08511,0.57284,15.702,0.8889999999999993,10.843428458203881,10.672979902538934,11.533867521347728
28.73336,0.56967,21.365,1.318999999999999,13.761290258557604,3.014796842243271,5.972352970145017
28.80463,0.57015,19.673,0.3019999999999996,13.211668735762185,5.101921206761233,3.9741665792968464
28.76108,0.57025,21.152,1.3540000000000028,17.850866120686913,21.866195370937305,18.450672074480106
28.90073,0.57208,18.269,1.1149999999999984,14.220949487904111,15.502077280158295,15.218580748545511
28.68494,0.57122,21.383,0.31700000000000017,18.521153827837225,26.76891480803807,23.64977801164315
28.9366,0.57205,999.99,0.0,997.2712061220727,28.59178203610261,31.184675723823073
29.07733,0.57374,19.257,0.7190000000000012,12.165805357237762,3.8173420072086808,4.033422864020086
28.93252,0.57303,20.784,1.3539999999999992,15.726727258253362,9.739697120547437,7.48511188961127
28.564,0.5738,20.085,0.4430000000000014,13.694080441075592,5.270066413243765,1.8873261509341726
28.93284,0.57528,999.99,0.0,993.0931811747542,4.174805384685614,6.478163319954199
28.51433,0.57384,20.919,0.3550000000000004,16.52093269221765,13.194305589912641,13.57322732440594
29.03849,0.57476,20.52,1.5519999999999996,14.879920297321494,7.447046394376767,8.40274359956318
28.72604,0.57513,999.99,0.0,995.3856966025965,11.998841610755598,15.032424954078433
28.89945,0.57589,20.513,1.495000000000001,15.83537063102333,11.600431026474835,8.252514768238832
28.73483,0.57645,19.231,0.30500000000000327,15.774623248887465,20.357509670880667,18.043042980606128
28.85834,0.58149,15.08,1.5890000000000004,11.862452968852198,22.724304169765023,22.424932552852862
28.55406,0.57761,19.123,1.3919999999999995,14.051775251038986,9.677318843564057,11.711110109635209
28.97968,0.57722,18.788,1.350999999999999,12.901840580331715,6.649180400620816,4.041484875636677
28.83845,0.57664,21.182,1.5309999999999988,15.038842664495782,5.907021245941139,6.381042234619671
28.47189,0.57753,20.483,0.583000000000002,15.545364973156044,10.291365312726978,13.589385563740546
28.65984,0.58635,20.006,4.609999999999999,16.394906512842503,18.95751038506903,18.092263539977523
28.51101,0.57984,18.022,1.2799999999999976,14.030684123812991,15.912441673105983,12.437724872338991
28.97335,0.57752,20.684,0.3180000000000014,17.135272940629783,19.509879548577434,17.563035045230652
28.89958,0.57962,20.101,1.4239999999999995,14.65305476518229,8.13600024582104,11.611223019131103
28.8906,0.57981,21.71,0.5420000000000016,16.863836638777244,10.73414179149875,7.3417845242148045
28.7358,0.58228,20.971,0.7850000000000001,15.801600798495164,9.249540529129002,7.324534114877205
28.7429,0.58378,19.852,0.6400000000000006,11.191500727062246,1.8531055015837603,5.289461220200031
28.51303,0.58612,17.862,0.4549999999999983,15.266189632226268,30.25784030627434,26.958035907684373
28.91201,0.58383,21.756,1.373000000000001,17.304435346074715,12.873216381308906,15.19390996419289
28.5789,0.5861,999.99,0.0,998.19261354546,43.704153120727554,40.88420966583554
28.93972,0.58657,19.965,1.2570000000000014,12.218591310970773,2.823047998175022,6.0380460415601345
28.64427,0.58565,20.738,0.3979999999999997,13.725603201391642,3.9584087712109772,1.6065490966665166
28.44387,0.58803,19.554,1.1310000000000002,14.660328528490156,10.501847456519258,7.026720429901847
28.45402,0.59006,15.705,0.41999999999999993,10.421624373395021,8.776571084426992,7.486374289333923
29.04211,0.59159,15.478,1.6289999999999996,10.132404881530974,8.528663435732472,10.407213844252457
28.83447,0.58739,21.231,1.4510000000000005,15.121273595228896,5.998666518485588,9.471240679024053
28.72993,0.58757,21.395,1.477999999999998,16.508013965087642,10.534229919647663,10.124860492866063
28.76721,0.58824,19.733,0.5199999999999996,13.737090869120593,6.3214713477164475,9.776430841569944
29.11169,0.59391,17.609,0.8640000000000008,11.023889306664202,4.8192323040085965,8.195132701793181
28.70195,0.59059,19.272,0.9949999999999974,8.89907489962133,0.8421995013059554,4.3125978249774235
28.62105,0.58932,20.532,0.28500000000000014,17.422815908356952,23.887086469471324,22.015442307616716
28.426,0.60134,12.176,0.5099999999999998,8.386466558105925,17.46197296985653,14.035344669797032
28.87103,0.59046,19.714,1.4420000000000002,13.547572145316307,5.844056810127705,8.316549765377466
28.63767,0.59159,17.63,0.38400000000000034,13.46265545970322,14.673411327976872,11.237944651937026
28.6215,0.59056,20.719,0.7840000000000025,16.158534502588864,12.24353707063445,8.816314422705215
28.94102,0.59007,21.226,0.3819999999999979,15.507861995849458,7.1841005004106115,4.458755431732043
28.74438,0.59123,19.708,0.5429999999999993,16.19863178006196,19.866728467465396,21.770220485792052
28.59684,0.59184,20.456,1.4100000000000001,15.211650588132834,8.935731643239965,7.3759406179822244
28.70033,0.59391,20.092,0.921999999999997,13.056860626406003,3.917167343885119,1.7864489917151287
29.02184,0.59288,21.041,0.9100000000000001,18.29437672008561,28.22769030579725,28.063786273416493
28.67323,0.59454,20.661,1.4670000000000023,16.640130399933277,15.697340539084957,13.3345453615787
28.74845,0.59586,17.692,0.6990000000000016,9.382453243085653,2.178164364780583,1.3867948658687772
28.69695,0.59504,19.216,0.5779999999999994,14.066261017498551,9.333664875063814,6.338083306489431
28.65898,0.59665,19.265,1.0210000000000008,9.822116199935378,1.2924782396620842,2.246441630668378
28.68407,0.5958,20.022,0.5839999999999996,14.520601236547167,7.938167294785365,6.111243735934609
28.76396,0.59676,19.633,0.9570000000000007,15.23787800458815,13.212214046101433,15.28013743393691
29.04039,0.59541,20.788,1.2929999999999993,14.254167151149494,4.93438952657773,6.181084047317266
28.93837,0.59636,20.339,0.375,12.9331338667585,3.3023779311278108,1.559134375222354
28.9413,0.59838,999.99,0.0,998.2334395514902,44.53361090232859,43.816235575411994
28.90526,0.5975,21.082,1.1039999999999992,14.616171265706186,5.09136523930468,4.94619045326805
28.9637,0.59855,21.439,0.5609999999999999,17.86315708969523,19.267768422938865,21.39270202662581
28.4986,0.6009,19.642,1.0139999999999993,15.11699185499361,12.445099437127853,9.009245251407023
28.66829,0.5997,20.192,0.04400000000000048,8.743127147765172,0.5131276644266999,2.9863857754817946
28.95181,0.59967,999.99,0.0,994.6515461370186,8.556757563469938,11.353523682099755
28.98901,0.60361,19.019,1.043999999999997,12.013062748952846,3.9702015062210636,6.125234689381298
28.49077,0.60172,20.994,0.9920000000000009,15.465046725671995,7.838073742954961,11.308943363550815
29.07973,0.60168,20.992,0.5770000000000017,14.837239870548466,5.87554252814155,9.029728678094376
28.64918,0.60204,21.261,1.320999999999998,15.225102945084384,6.20612600581071,3.3934643065752144
28.59031,0.60394,17.577,0.7110000000000021,10.451971141228695,3.758324094593227,3.251491965236882
28.72293,0.60269,20.899,0.8850000000000016,17.689897672076576,22.812849449378305,20.89259438174206
28.77846,0.60505,18.939,1.524000000000001,12.343432878346064,4.796081734082521,5.755449591474154
28.94262,0.60411,20.158,0.6650000000000027,15.453041453600449,11.45534809597683,10.752943782983337
28.93023,0.60942,18.616,0.8069999999999986,13.29376571335669,8.620910624754208,5.253008661709973
28.58426,0.60395,21.415,0.8679999999999986,15.302336835837181,5.990559239336508,3.227506777684596
28.97676,0.60449,21.516,0.24399999999999977,19.90767406984332,47.67984270108281,46.860689282169126
28.51464,0.60686,19.556,0.3670000000000009,14.24317388113257,8.658342797556585,11.320269431422558
29.0041,0.60617,21.047,1.4329999999999998,15.4037499990324,7.436181815959047,4.605084146896775
28.78375,0.60638,20.665,0.6259999999999977,14.515729815235861,5.890415944566223,4.52568226900652
28.95199,0.60812,22.031,1.536999999999999,18.981423022591905,24.551871619084356,22.80320152960983
28.7577,0.60873,20.582,1.5150000000000006,15.581388558379752,9.997184603677178,7.294004387166216
28.68645,0.61082,21.333,1.1449999999999996,17.06299352966265,13.995831522278339,17.466095728582278
28.72286,0.60903,22.469,1.652000000000001,18.495061065315276,16.040289897629656,16.901494016802182
29.00137,0.61169,17.715,1.152000000000001,13.180430084870984,12.390419686193038,10.242641260924842
29.11262,0.61147,19.087,1.227999999999998,12.675308683669561,5.2198946349519355,3.4863304490538476
29.02737,0.61113,999.99,0.0,995.0450104512379,10.256568626982418,13.728393933741849
28.52642,0.61133,20.692,0.2809999999999988,14.810058759758164,6.662109275597331,10.093210589302098
28.74248,0.61267,999.99,0.0,996.0454581440689,16.258917553146027,19.45908528168783
28.48578,0.61392,21.029,1.4750000000000014,16.901774988631477,14.947033150428213,14.298146733055999
28.87775,0.61436,18.226,0.8329999999999984,10.012201616678263,2.276356738299162,2.8100177935379698
28.68421,0.61351,20.844,1.1219999999999999,19.01084609642211,42.990175621879004,43.19322632080174
28.57283,0.61458,19.505,0.48499999999999943,14.423772828332488,9.63284485497405,6.77977138257626
28.64528,0.61442,20.032,0.3440000000000012,12.886721374264654,3.723439270352076,0.680294054067798
28.43568,0.61563,19.045,0.6380000000000017,12.517352254793755,4.948464408278592,3.603123644839294
28.54177,0.62037,15.416,1.809000000000001,8.715253434980362,4.569310670112069,1.1140017953306898
28.83412,0.61552,999.99,0.0,996.8025213833638,23.04115665499456,19.626831124763875
28.73163,0.61587,21.373,1.4080000000000013,15.654834647674882,7.184010022264724,4.34658486630596
28.42639,0.61798,19.416,0.10900000000000176,9.802896547885446,1.1950313803411188,4.667986718061653
28.8757,0.6168,20.128,1.123000000000001,16.292832019356176,17.098830369355674,19.749349356371212
28.92541,0.61859,18.694,1.2139999999999986,14.394648971715341,13.807968713753663,10.878841850123568
28.65525,0.61829,999.99,0.0,998.3162528270311,46.264786825403185,49.47913196490011
29.01734,0.61914,18.917,1.3180000000000014,15.399036282408925,19.788243984750135,16.31363233617823
28.783,0.61922,999.99,0.0,993.9182149370423,6.104400052421204,5.11168269750774
29.01002,0.61881,999.99,0.0,995.0580813919395,10.31849310703845,13.792624840834321
29.10734,0.62045,19.266,0.5339999999999989,12.423716601076455,4.280981195940949,2.743720102342803
28.55021,0.62141,20.152,1.3390000000000022,13.462510585204424,4.593059982190522,8.0134511915903
28.65902,0.6211,21.403,1.6769999999999996,17.94976460575821,20.386981139933393,17.105537115215064
29.00457,0.62089,20.678,0.6920000000000002,12.997452123368438,2.9099828178186895,1.7280046296234277
28.65235,0.62308,18.365,1.2719999999999985,11.17649692036549,3.650054794109261,5.56989227903018
29.02403,0.62393,19.263,1.157,12.526657884096693,4.495019466031265,3.0276063152266017
28.42785,0.62462,18.412,0.8129999999999988,12.049599669443385,5.339737821279243,7.3260357629484725
28.53991,0.6283,17.222,0.5609999999999999,11.909156501544066,8.65827349995367,8.860073363127418
28.59388,0.62713,15.139,1.0039999999999996,5.269965238473439,1.0621675950620977,2.426066775667974
28.95693,0.6236,19.178,1.0890000000000022,9.086052466307475,0.9585405573057407,3.1728851224083106
28.73638,0.62622,15.319,0.4690000000000012,7.563974420287378,2.8118677067031443,5.544961677054224
28.57914,0.62377,19.619,1.2729999999999997,13.885702729655364,7.134122230520023,3.853894134508627
28.93948,0.62228,20.695,0.28999999999999915,15.152966361598091,7.7910012193555715,10.847437485415623
29.0116,0.62403,20.781,1.4839999999999982,17.635493788926702,23.49085141070881,26.92742282506813
29.11076,0.6265,19.152,1.1320000000000014,14.830359642047112,13.666960159450236,13.84257923943367
