RA,DEC,g,g-r,Hg,PM,deltaX
28.82772,0.48672,15.639,0.8249999999999993,7.411856769056996,2.2624102192131295,4.679540575740315
28.63372,0.48237,16.989,-0.22100000000000009,9.606212977094277,3.337663853655727,0.32310988842807026
28.89365,0.48108,18.422,1.3000000000000007,11.177269227405999,3.5567541382558336,0.2906888370749727
29.0854,0.48022,20.266,0.8109999999999999,18.18698100841953,38.38806324887985,36.768086705728926
28.7686,0.47983,20.378,1.1879999999999988,15.4464484382413,10.320237400370207,7.986144251138969
28.43541,0.47987,18.085,1.0199999999999996,11.888159111697037,5.762777108304641,8.2890047653503
28.43305,0.48046,999.99,0.0,995.7070446428775,13.912620170190804,12.600071428368967
29.03183,0.48288,17.274,1.0020000000000024,14.59234402511299,29.084982379227945,26.584299877935475
28.97078,0.48235,20.082,1.2840000000000025,15.446800362495937,11.829327960623967,15.23060734179698
28.70403,0.4823,999.99,0.0,993.8734998476428,5.979983277568592,2.7697292286431177
28.55137,0.48289,20.694,1.3379999999999974,17.14542439415059,19.511240350116136,17.485482549818293
28.70784,0.4837,19.32,1.2620000000000005,10.960365336852165,2.128497122384712,3.4247481659240293
29.0366,0.48221,21.245,1.8000000000000007,19.504299799143205,44.8600713329794,48.09691882023214
28.86873,0.48421,17.56,0.5879999999999974,11.089587791153729,5.080629882209488,1.6056151469141042
28.77324,0.4844,19.778,1.1509999999999998,13.167346959005089,4.762877281643943,7.6328369562044225
28.93826,0.48315,21.57,1.3949999999999996,19.856199913332823,45.41925252577369,42.144941570727084
28.94463,0.48397,20.398,1.3490000000000002,13.20233447438204,3.638035183996988,4.438839938542501
29.01519,0.48466,20.042,1.5070000000000014,15.562507954165675,12.708713546224889,14.167321553490625
28.74903,0.48368,999.99,0.0,996.9976393853229,25.207389789504187,28.31848336334416
28.52889,0.48505,19.925,0.7289999999999992,13.671465522043796,5.61426753904728,2.4923081671414553
28.68222,0.4882,16.64,0.5109999999999992,8.13645652066412,1.9920090361240834,3.615812495138541
28.98487,0.48664,21.308,1.4130000000000003,17.513008165043395,17.418134228441346,14.304719500919967
28.55143,0.48853,20.954,1.4269999999999996,15.609335905236415,8.53232090348224,5.912740481367333
28.65514,0.48879,20.518,1.402000000000001,14.516222643708367,6.304411154104719,7.0354815044885175
28.60746,0.49046,17.05,1.004999999999999,10.567788630843664,5.053098059606602,4.655856526999087
28.72392,0.48911,19.71,0.6210000000000022,13.379482574464156,5.418717560456533,8.434648777512908
28.75876,0.48952,20.886,1.4009999999999998,18.66764653706971,36.00222215363935,32.53247608160191
28.94469,0.4902,21.781,1.5150000000000006,19.917177075269855,42.38726695600933,39.96247239598671
28.64611,0.49233,20.379,0.4170000000000016,16.171537927146478,14.404811696096552,12.307599278494568
28.71914,0.49309,17.572,0.6140000000000008,8.536641030903539,1.5592947123619705,2.8983098523104807
29.03246,0.4926,18.691,0.25099999999999767,11.734979616017412,4.06252384608386,2.5985572920372566
28.97633,0.49256,19.427,0.7749999999999986,11.585307150301139,2.701851217221259,6.169246307289084
28.99448,0.49227,21.325,1.4559999999999995,18.608484004035766,28.621790649782906,28.630027942703794
28.56729,0.49285,20.69,0.7330000000000005,16.9663839719458,18.00017777689987,15.513929225054495
28.99431,0.49489,18.082,1.3810000000000002,15.269678202505535,27.3864437267784,27.61100686320584
28.6285,0.49373,19.356,1.3640000000000008,17.080641663707496,35.06939976674822,34.068742272059296
28.51639,0.49433,20.957,1.468,13.911130283263919,3.8978583863449936,7.2527580960624904
28.81593,0.49514,19.828,0.8389999999999986,12.855547584402352,4.031897816165484,0.5580322571321482
28.56241,0.49849,20.001,0.5300000000000011,15.620006521053918,13.298458557291518,11.862520811362144
28.44559,0.50106,20.066,0.5479999999999983,16.963689925594252,23.962823289420633,20.524319720760538
29.03704,0.50085,19.165,0.44200000000000017,15.212259367343675,16.19764489053887,14.836606754915357
28.59937,0.50112,21.098,0.9860000000000007,15.314011906419143,6.969512178050914,8.229854190688922
28.95341,0.50058,20.874,0.25900000000000034,16.224833997159568,11.753488843743376,15.210894122305895
28.77483,0.50556,15.239,1.091000000000001,11.127707821028539,15.057107956045211,11.61699186536687
28.71752,0.50186,18.294,0.5010000000000012,11.35388793203003,4.0923953865676275,2.568443108188305
29.0371,0.50547,15.272,1.1920000000000002,10.662294935719661,11.969030871378017,8.702005515971592
28.90597,0.50206,18.004,0.35700000000000287,7.569996955469048,0.8188406438373709,3.117707491090208
28.94586,0.50074,20.944,0.40199999999999747,16.555905921426373,13.255044322822915,16.567492266483782
28.69171,0.50325,17.178,0.745000000000001,10.615136540112236,4.868860236235991,7.1176541079206705
28.92628,0.50258,18.965,1.4400000000000013,16.118916819641775,26.963940735730745,23.733910339427844
28.44954,0.50316,19.61,0.8049999999999997,10.489490767242561,1.499333185119305,3.8645568956867486
28.93492,0.50133,20.902,0.3000000000000007,13.50247697892767,3.3120386471175123,4.941619167843674
28.43356,0.50273,20.045,0.6280000000000001,12.008555949278787,2.470080970332754,3.0955613384328213
28.8883,0.50098,999.99,0.0,995.1071710672578,10.554416137333225,10.615314408909422
28.43639,0.50412,19.372,0.9969999999999999,13.73371993075134,7.453220780306994,9.801841663687494
28.49899,0.50679,15.657,0.5310000000000006,6.3053275622941385,1.3479243302203578,2.2071927872299693
28.54893,0.50369,20.959,0.37099999999999866,19.233324577077145,45.17154192630577,44.99603760332681
28.77767,0.50834,17.55,0.48600000000000065,5.44966961773142,0.38013155617496425,3.203201523476161
28.67708,0.50462,999.99,0.0,998.0140797075262,40.2546394841638,39.13155759741746
28.79037,0.50578,20.777,1.032,14.61197954574047,5.847845757199826,3.601180362047977
29.06204,0.50743,17.405,0.3030000000000008,14.19254093631662,22.77761181511354,19.442736432920135
28.4942,0.50755,18.413,0.9510000000000005,9.489195469830113,1.6414932226482082,2.0816579930430454
28.56078,0.50716,20.15,1.2469999999999999,15.238355174743543,10.41528204130834,7.007859873028284
28.951,0.50654,21.057,0.690999999999999,17.006315021419645,15.483281305976455,13.530661476808884
28.8312,0.50716,20.841,0.7319999999999993,17.847652498191977,25.195936180265264,27.890765496845006
28.98952,0.50892,18.516,1.4479999999999968,15.517834268986217,25.140091487502584,22.00925714330222
28.76305,0.51086,15.736,0.7200000000000006,11.62829790891575,15.082022410804196,11.712770807968539
28.93786,0.50891,20.804,1.315999999999999,16.508624501492235,13.833271485805518,10.456203900077695
28.47412,0.51674,13.096,0.6270000000000007,8.93264545836631,14.700397953797033,11.990200165134858
28.74902,0.50934,20.971,0.7089999999999996,17.94064047345161,24.77011909539395,28.24131724973182
28.70896,0.51181,17.263,0.2840000000000025,13.334602264558788,16.380247250881165,13.159167906824504
29.07172,0.51084,999.99,0.0,995.9943850916754,15.880969743690088,15.754440643831186
29.02483,0.5101,20.789,0.3710000000000022,16.350768287931814,12.952501688863043,14.149250863561647
28.82377,0.51317,18.977,0.9980000000000011,9.218406095935341,1.117586685675881,2.3663051367057464
28.94867,0.51152,21.142,0.5090000000000003,17.62030413886463,19.75426283109547,21.45552842509361
29.10732,0.51501,16.234,0.8430000000000017,12.840365320699446,20.954295502354643,22.006355900057603
28.57139,0.51426,18.411,1.3030000000000008,14.954727775532362,20.358489629636086,19.80621367147189
28.93845,0.514,18.022,0.48799999999999955,10.76533419426909,3.537258825701054,1.4577379737113252
29.03792,0.5139,18.916,0.5670000000000002,12.741771446125295,5.823100548676796,9.28453014427763
28.89466,0.51491,20.994,1.4869999999999983,14.654511982491382,5.396378415196621,2.3711811402758753
28.53605,0.51698,19.192,0.2729999999999997,12.80655518540424,5.283370136570028,2.817800560721074
28.48808,0.52031,999.99,0.0,995.6757456981014,13.713526169443075,10.843117632858181
28.88354,0.51631,19.858,1.1990000000000016,14.075316488659169,6.973700595809947,8.926348637600931
28.74255,0.51571,21.074,0.2980000000000018,11.420940539323377,1.1732433677630572,2.423901813192935
29.02707,0.51787,999.99,0.0,998.1917874125006,43.68752911300889,42.35681055037077
28.79599,0.51794,999.99,0.0,995.1716401357271,10.872465221834467,10.152896138540964
28.80903,0.51953,16.605,0.6920000000000002,11.793029512323788,10.904503656746602,12.480584922190147
28.96731,0.51832,20.812,0.365000000000002,17.526211960215754,22.021271534586734,25.29267087517647
29.01498,0.5219,16.695,0.9619999999999997,11.512812280438483,9.195227022754795,7.3112105700766135
28.69661,0.51933,21.323,1.5160000000000018,18.265626462738748,24.463877452276453,26.500183018235926
29.10501,0.51982,20.493,1.4609999999999985,11.533144323157595,1.614465855941215,1.8895766721676048
28.75823,0.51973,20.831,1.3200000000000003,17.600267074060895,22.586732831465465,19.11233371412293
28.73152,0.52026,20.43,1.181000000000001,16.418505150811384,15.765256103216338,13.827338861834551
29.01875,0.52353,17.209,0.782,9.142899334537674,2.4365754656894993,5.89030559478878
28.79768,0.51994,20.721,0.48400000000000176,16.701027148253132,15.703824374973124,18.910063458381096
28.82595,0.52138,20.885,1.370000000000001,14.566371892958461,5.448467674493444,4.327609039643022
28.55107,0.52277,20.497,1.0060000000000002,14.754034554288507,7.102429161913549,9.837992681436596
28.50492,0.52321,21.25,1.0749999999999993,17.852486090389128,20.91689508507417,24.14677825300924
28.46913,0.52548,19.626,0.4750000000000014,13.099313979543737,4.950656522119061,4.815080477001397
28.43459,0.53114,16.801,0.8389999999999986,14.068670761686596,28.414116210081215,25.939282950767936
28.64266,0.52619,19.494,0.9329999999999998,13.223401952860769,5.570323150410576,8.531500454199133
28.90189,0.52501,21.703,1.529,18.37759941243054,21.62319587850048,25.040227634748053
28.81281,0.52694,19.564,1.3339999999999996,17.21238059905922,33.859155335005035,37.3181617982451
29.01259,0.52906,999.99,0.0,995.0668685745578,10.360333006231027,13.009231337784719
28.52536,0.52829,21.403,1.593,19.35934739821321,39.0184020687675,37.52590172134442
28.6861,0.5282,19.622,0.3500000000000014,15.079784386015035,12.34687004872085,13.310326817925997
28.83881,0.52804,21.578,1.4909999999999997,17.783654994973976,17.423323448756843,16.593474621067163
29.09237,0.52869,20.974,1.4849999999999994,15.865833775657054,9.514079041084324,12.450899565894828
28.53,0.53036,21.203,1.3000000000000007,14.519438690507943,4.6056161368485755,6.278733948814841
28.59589,0.53263,20.072,1.093,10.929240495963185,1.4840485167271318,3.4809768743845457
28.50554,0.5339,19.185,0.6739999999999995,14.807582317437223,13.320375370086236,9.963533509754459
28.53364,0.53429,18.41,0.4609999999999985,12.518868553276132,6.633973168471516,3.235119781399137
29.01134,0.53288,20.564,0.6690000000000005,16.904318041322803,18.538031179173263,15.163198870950682
29.1111,0.53246,21.836,1.3499999999999979,19.30078226950205,31.11404345307758,33.47725944577901
28.6321,0.53373,20.385,0.5970000000000013,16.61920684628597,17.653928741217918,14.227438279606066
28.98384,0.53438,21.202,0.24700000000000344,14.111244864731425,3.8181147180251145,3.7544640096823407
28.6053,0.53696,19.224,1.4220000000000006,13.428423269543714,6.9324166060616985,4.08827592023826
28.48468,0.53982,15.584,-0.583000000000002,10.081734224361751,7.934998424700537,4.470727010229992
28.93585,0.53621,22.273,1.6870000000000012,20.53420396897922,44.89942649967815,46.08239685606642
28.48161,0.53843,19.498,0.2220000000000013,12.15503762363323,3.3994411305389596,6.854443814052312
28.90019,0.53682,999.99,0.0,997.524171994274,32.124353689996624,29.299974402719197
28.7861,0.54565,12.947,0.5599999999999987,7.97787487831731,10.143199692404758,12.427441410040926
28.87302,0.54144,16.152,1.3320000000000007,14.420743785210169,45.05559787640155,42.16569340115256
28.74321,0.53941,18.543,0.38899999999999935,14.38158156154202,14.713510797902721,11.239759783909975
28.51487,0.54087,20.015,0.9740000000000002,13.812642815425317,5.748156226130254,4.703966411444708
28.93492,0.54059,20.942,1.5859999999999985,12.850869456038538,2.4086510747719356,4.0511233010117085
28.82945,0.54132,17.978,0.6900000000000013,15.143453159342627,27.10757274268576,23.643631277788106
29.10908,0.54307,16.323,0.5050000000000008,11.286513412878879,9.833376836061964,6.580463509510557
28.95766,0.542,18.866,1.291999999999998,14.231261923198025,11.831842629108959,9.333622019344903
29.00016,0.54201,20.204,0.8019999999999996,15.745183409204783,12.830296177407599,14.535587363433237
28.71942,0.54916,14.892,1.5700000000000003,6.433687557391618,2.033937068839643,3.021208367524491
28.72743,0.54428,19.827,0.6110000000000007,9.330337739186373,0.7955501241279521,4.152890559598218
28.46236,0.55066,14.976,1.6880000000000006,10.051559883524014,10.35409097893195,10.924486257943666
28.71454,0.54566,20.057,1.2759999999999998,13.432876908390153,4.733423708057415,3.212740263388872
28.88629,0.54416,22.621,1.2479999999999976,19.804834067771175,27.33800468212704,29.382350144261775
28.60275,0.54584,19.986,0.7220000000000013,16.266050772956177,18.030598991714058,14.719215332347034
29.03808,0.54687,17.778,0.5539999999999985,10.236671037910162,3.102660148968946,6.267734838041571
28.59867,0.54805,18.288,1.1419999999999995,13.137453119581522,9.330192924050392,6.680067364929788
