,CI,TPM,LS,star count
vary_nes_nesfrac0.01,0.7067953730664982,0.7378845984243033,0.999421451916717,0.3310434009536897
vary_nes_nesfrac0.05,0.7955756990292788,0.6802723895368058,0.9994568034000348,0.3310434009536897
vary_nes_nesfrac0.10,0.7500191127110735,0.8214673915472577,0.9994622266001782,0.3263557746706541
vary_nes_nesfrac0.15,0.7302856952158245,0.7973400045908582,0.9995893639665197,0.32921145504997457
vary_nes_nesfrac0.20,0.7429181525579975,0.8133078637208434,0.9994847110641131,0.3125084188690432
vary_nes_nesfrac0.25,0.7462021167790568,0.8969402684065024,0.9995366282870563,0.3022710741129882
vary_nes_nesfrac0.30,0.7464128558633915,0.7324714531246111,0.9996678075866109,0.3125084188690432
vary_nes_nesfrac0.35,0.7032846206240022,0.8046094852018034,0.9995470502373964,0.30105875697082407
vary_nes_nesfrac0.40,0.6628993946611066,0.8972384749802562,0.9992826607448916,0.32274576362509816
vary_nes_nesfrac0.45,0.6797372169216435,0.754611531989249,0.999592495015171,0.2998464398286599
vary_nes_nesfrac0.50,0.6880837349310713,0.7072215148100605,0.9995977352307056,0.2949163501171913
vary_nes_nesfrac0.55,0.7169398779230224,0.6876979188571697,0.9994532160544513,0.3022710741129882
vary_nes_nesfrac0.75,0.7320592097478447,0.7580416126908971,0.9993925705567999,0.30105875697082407
vary_nes_nesfrac1.00,1.0,0.32548064053125203,0.9997477897640197,0.5885934427112796
