,Unnamed: 0,Unnamed: 0.1,CI,TPM,LS,star count
42,42,vary_nes_nesfrac0.05_v2.0_10yrs,0.25434393451321863,5.092485077533167,0.00861982568547356,0.0008972222222222268
43,43,vary_nes_nesfrac1.00_v2.0_10yrs,0.34633650539668503,2.6776515744292433,0.01967871485943775,0.0007888888888888956
44,44,vary_nes_nesfrac0.75_v2.0_10yrs,0.2630235768137841,3.395348837209304,0.009049776043193836,0.0008750000000000079
45,45,long_gaps_np_nightsoff6_delayed1827_v2.0_10yrs,0.25571030250200155,4.966758589337111,0.008631071858691289,0.0008847222222222281
46,46,presto_gap3.5_mix_v2.0_10yrs,0.1708931577446492,4.938050901606284,0.0060362173038229355,0.0008791666666666753
47,47,bluer_indx0_v2.0_10yrs,0.2707318767724115,5.160850947088382,0.013863773357444244,0.0008888888888888937
48,48,vary_nes_nesfrac0.01_v2.0_10yrs,0.2556981664314886,5.173371229778407,0.008632804657699257,0.0008944444444444498
49,49,vary_nes_nesfrac0.15_v2.0_10yrs,0.25695369011079416,5.056984157624967,0.0092,0.0008888888888888957
50,50,long_gaps_nightsoff2_delayed-1_v2.0_10yrs,0.23886613546044824,5.270319875154781,0.008,0.0008888888888888937
51,51,long_gaps_np_nightsoff5_delayed-1_v2.0_10yrs,0.25134422811325224,5.061401555319555,0.008615507914245642,0.0008888888888888953
52,52,long_u1_v2.0_10yrs,0.2639010128397714,5.0484131506814975,0.008449004224502113,0.0008819444444444521
53,53,long_gaps_nightsoff1_delayed1827_v2.0_10yrs,0.25561632732999284,4.9962263868008385,0.008631071858691289,0.0008847222222222281
54,54,bluer_indx1_v2.0_10yrs,0.2743468463260938,5.10109666854338,0.012458555335249543,0.0008888888888888946
55,55,vary_nes_nesfrac0.10_v2.0_10yrs,0.2554451556579734,4.914972849217225,0.008632804657699257,0.0008916666666666744
56,56,presto_gap3.0_mix_v2.0_10yrs,0.1675957688929164,4.483468358472675,0.006030150753768844,0.0008791666666666753
57,57,rolling_bulge_ns2_rw0.5_v2.0_10yrs,0.2584824295489358,5.8211963912600755,0.008624147613317288,0.0008833333333333418
58,58,long_gaps_np_nightsoff1_delayed-1_v2.0_10yrs,0.2247312273538462,4.980325130850679,0.0066,0.0008875000000000043
59,59,long_gaps_nightsoff6_delayed-1_v2.0_10yrs,0.2472042449580216,4.887369348299588,0.008022462896109106,0.0008861111111111146
60,60,presto_gap1.5_mix_v2.0_10yrs,0.1641479494794831,4.53192576554113,0.0060362173038229355,0.0008791666666666753
61,61,presto_gap4.0_mix_v2.0_10yrs,0.1718177542726448,5.0164722905019605,0.006027727546714889,0.0008833333333333412
62,62,long_gaps_nightsoff2_delayed1827_v2.0_10yrs,0.2556514486538979,4.940325140678998,0.008627608694033133,0.0008888888888888946
63,63,presto_gap1.5_v2.0_10yrs,0.18853407630741992,4.529029224819723,0.006077795786061589,0.0008777777777777876
64,64,long_gaps_nightsoff7_delayed1827_v2.0_10yrs,0.2556648876763169,5.022456397109335,0.008632804657699257,0.0008875000000000043
65,65,vary_gp_gpfrac0.50_v2.0_10yrs,0.2536187468204255,5.162536132144392,0.008249496981891348,0.0008777777777777876
66,66,presto_half_gap1.5_v2.0_10yrs,0.2191699551741158,5.000981109723319,0.006602641056422569,0.0008833333333333414
67,67,vary_gp_gpfrac0.25_v2.0_10yrs,0.2518609932283291,5.118723670619858,0.008647563774607445,0.0008833333333333418
68,68,presto_half_gap2.5_mix_v2.0_10yrs,0.212709946273254,4.705115539057066,0.006646525679758308,0.0008819444444444521
69,69,vary_gp_gpfrac0.55_v2.0_10yrs,0.2629356323487114,4.959003020999711,0.008610332398878654,0.0008777777777777867
70,70,vary_gp_gpfrac0.20_v2.0_10yrs,0.2587859006890337,5.031927130850807,0.008618962062055145,0.0008888888888888946
71,71,long_gaps_nightsoff4_delayed1827_v2.0_10yrs,0.2554787999885123,4.974767422580324,0.008631071858691289,0.0008833333333333418
72,72,rolling_ns3_rw0.5_v2.0_10yrs,0.2562572297972741,5.190898309703657,0.00860172068827531,0.0008861111111111146
73,73,rolling_ns2_rw0.9_v2.0_10yrs,0.2556514486538979,4.945124146514638,0.008632804657699257,0.0008847222222222281
74,74,vary_nes_nesfrac0.45_v2.0_10yrs,0.2531577920552477,5.3390393346036324,0.00860172068827531,0.0008833333333333412
75,75,ddf_frac_ddf_per0.6_v2.0_10yrs,0.2610409591406263,5.099730951987763,0.009203681472589036,0.0008888888888888975
76,76,presto_gap2.5_mix_v2.0_10yrs,0.16918016675273512,4.432686386516457,0.006021678283558195,0.0008777777777777867
77,77,vary_nes_nesfrac0.30_v2.0_10yrs,0.2556514486538979,4.945124146514638,0.008632804657699257,0.0008847222222222281
78,78,presto_gap2.0_v2.0_10yrs,0.1867293231954486,4.797413433690227,0.006666666666666667,0.0008777777777777876
79,79,presto_half_gap2.0_v2.0_10yrs,0.21891841049679545,5.07590918400311,0.006039863096436482,0.0008847222222222281
80,80,long_gaps_np_nightsoff2_delayed1827_v2.0_10yrs,0.25571030250200155,4.9862675652792525,0.008632804657699257,0.0008847222222222281
81,81,presto_half_gap2.5_v2.0_10yrs,0.2266792848159284,4.837810270343941,0.006630500301386378,0.0008819444444444521
82,82,vary_nes_nesfrac0.40_v2.0_10yrs,0.2537894986795383,5.003195888852423,0.008624147613317288,0.0008833333333333412
83,83,vary_nes_nesfrac0.35_v2.0_10yrs,0.25495005310369506,5.221556783919044,0.008615507914245642,0.0008847222222222281
84,84,presto_gap2.5_v2.0_10yrs,0.18809323726650976,4.498937994497361,0.006625175667536639,0.0008833333333333412
85,85,rolling_bulge_ns2_rw0.8_v2.0_10yrs,0.25827713033902755,5.0216393730348905,0.0086,0.0008888888888888946
86,86,baseline_v2.0_10yrs,0.2556514486538979,4.945124146514638,0.008632804657699257,0.0008847222222222281
87,87,six_rolling_ns6_rw0.5_v2.0_10yrs,0.24724244071071186,5.0134762266565325,0.008615507914245642,0.0008861111111111146
88,88,long_gaps_np_nightsoff1_delayed1827_v2.0_10yrs,0.2556514486538979,4.955015027693921,0.008631071858691289,0.0008833333333333418
89,89,vary_gp_gpfrac0.75_v2.0_10yrs,0.2482220951622781,2.978154194431838,0.0059328478964401285,0.0008777777777777843
90,90,long_gaps_np_nightsoff4_delayed1827_v2.0_10yrs,0.2557824098462843,5.012569913871285,0.008634538152610442,0.0008833333333333418
91,91,vary_expt_v2.0_10yrs,0.2827072786725332,0.9738141213743011,0.002719796954314721,0.0009916666666666767
92,92,presto_half_gap3.0_v2.0_10yrs,0.22099806781596049,4.747593439838379,0.006602641056422569,0.0008833333333333414
93,93,long_gaps_nightsoff1_delayed-1_v2.0_10yrs,0.22855930165089594,4.973349688922887,0.006617204732303991,0.0008833333333333412
94,94,long_gaps_np_nightsoff6_delayed-1_v2.0_10yrs,0.2464359326553088,5.182100469171867,0.007420778178900924,0.0008875000000000043
95,95,ddf_frac_ddf_per1.6_v2.0_10yrs,0.24801576893181065,5.007075534785747,0.007817197835237523,0.0008833333333333414
96,96,presto_gap3.0_v2.0_10yrs,0.1897427370817145,4.611793653187436,0.0060362173038229355,0.0008791666666666753
97,97,vary_gp_gpfrac1.00_v2.0_10yrs,0.3553666300881424,0.6222914450655053,0.0036195468631726045,0.003926388888888925
98,98,presto_half_gap4.0_mix_v2.0_10yrs,0.21711028131724647,5.010242507284605,0.0066331658291457285,0.0008833333333333412
99,99,presto_half_gap1.5_mix_v2.0_10yrs,0.2091827311448093,4.931085600482199,0.006625175667536639,0.0008819444444444521
100,100,long_gaps_np_nightsoff2_delayed-1_v2.0_10yrs,0.23868593125754026,5.186160834626171,0.006642512346429076,0.0008861111111111146
101,101,vary_gp_gpfrac0.05_v2.0_10yrs,0.2531156927387949,5.0117214653156,0.0088,0.0008888888888888992
102,102,long_gaps_nightsoff5_delayed-1_v2.0_10yrs,0.24345499953652536,4.989292817448628,0.008605163097858715,0.0008875000000000043
103,103,long_gaps_np_nightsoff7_delayed1827_v2.0_10yrs,0.25571030250200155,4.931271631800411,0.008631071858691289,0.0008888888888888937
104,104,presto_gap3.5_v2.0_10yrs,0.18941520317625016,4.39656716512426,0.006027727546714889,0.0008805555555555631
105,105,presto_half_gap3.5_v2.0_10yrs,0.22070663326188128,4.9538910945407215,0.0066,0.0008833333333333414
106,106,presto_half_gap3.0_mix_v2.0_10yrs,0.20870799629456746,5.0238863562673535,0.0066,0.0008833333333333412
