,TPM,LS,CI
rolling_nm_scale0.6_nslice2_v1.7_10yrs,0.6995056641230474,0.8023153957012421,0.9311289991917722
ddf_dither0.70_v1.7_10yrs,0.7201364566900255,0.7523582656642294,0.9401159917741491
rolling_scale0.9_nslice3_v1.7_10yrs,0.7232686550393541,0.7822858227616608,0.9371373146901589
ddf_dither1.00_v1.7_10yrs,0.7745196906169892,0.7550845835698551,0.9336388645654421
ddf_dither0.05_v1.7_10yrs,0.7791011239163859,0.7338419881350235,0.9447005637103089
euclid_dither2_v1.7_10yrs,0.7835331626478281,0.7775731461891097,0.9366304087914888
ddf_dither0.00_v1.7_10yrs,0.7859217531620246,0.7463874041058082,0.944422787099364
twi_pairs_mixed_repeat_v1.7_10yrs,0.6244085445673078,0.7752094704263611,0.942149461844747
u_long_ms_60_v1.7_10yrs,0.7445877763918605,0.7687316025485189,0.9096244612676349
rolling_nm_scale0.9_nslice3_v1.7_10yrs,0.7004918633310138,0.7893544036437213,0.9239608498649869
rolling_scale0.6_nslice2_v1.7_10yrs,0.7210434211656745,0.7628777433366427,0.9431811796034598
twi_neo_pattern1_v1.7_10yrs,0.652691588079608,0.7735912362089753,0.8498666739490826
cadence_drive_gl30v1.7_10yrs,0.7793796651581514,0.7639224198453248,0.9327244143452834
twi_neo_pattern4_v1.7_10yrs,0.7244495381560572,0.7551610665044864,0.9240046764226093
twi_pairs_mixed_v1.7_10yrs,0.6088596673948136,0.7825028702934276,0.9516806345991686
cadence_drive_gl200v1.7_10yrs,0.7914269742172328,0.6684111672859013,0.9266025375814595
ddf_dither2.00_v1.7_10yrs,0.7102235796463852,0.7508180199546791,0.9266164957087667
ddf_dither1.50_v1.7_10yrs,0.7747064451202088,0.7141502563183573,0.9387529596418772
twi_neo_pattern6_v1.7_10yrs,0.7060058066627634,0.730189259724105,0.9064880067454166
rolling_scale0.8_nslice3_v1.7_10yrs,0.7175678107133139,0.765335718581864,0.9388093235009126
u_long_ms_40_v1.7_10yrs,0.7523838037089793,0.7693043669642231,0.9557455655682421
rolling_nm_scale1.0_nslice3_v1.7_10yrs,0.7109966348337997,0.7718590960825451,0.9434808166733237
baseline_nexp2_v1.7_10yrs,0.7201364566900255,0.7523582656642294,0.9401161585273046
rolling_scale0.2_nslice3_v1.7_10yrs,0.7219413391925774,0.751123119936859,0.9365311393136486
twi_neo_pattern3_v1.7_10yrs,0.7704171851233236,0.7750381068768951,0.9053407557894984
rolling_scale0.4_nslice3_v1.7_10yrs,0.7217323126108077,0.765773998246162,0.9560456952930309
u_long_ms_30_v1.7_10yrs,0.777263742009011,0.7340653488509893,0.974635110295574
rolling_nm_scale0.8_nslice3_v1.7_10yrs,0.7025438848965604,0.7699409998251869,0.9286614732006716
cadence_drive_gl100_gcbv1.7_10yrs,0.7666776933922445,0.7614056616279409,0.9364887743448371
euclid_dither5_v1.7_10yrs,0.7665115809945141,0.7367484306846603,0.9316567689877924
rolling_nm_scale0.2_nslice3_v1.7_10yrs,0.7002840254290282,0.7538399392136301,0.9323731192888451
rolling_scale1.0_nslice3_v1.7_10yrs,0.7274140187842029,0.7526351706702948,0.9465788067088321
rolling_nm_scale0.4_nslice3_v1.7_10yrs,0.6983614831723255,0.744961131087946,0.9326983854379456
footprint_0_v1.710yrs,0.7524791081512634,0.7973053223106937,0.8789363083198481
rolling_nm_scale0.2_nslice2_v1.7_10yrs,0.7098672819558085,0.78752942041753,0.9314259615064332
rolling_scale1.0_nslice2_v1.7_10yrs,0.7224033462488214,0.7643791003609134,0.9358769037235558
cadence_drive_gl100v1.7_10yrs,0.7492750943781278,0.7166112063531045,0.9492165336016039
euclid_dither1_v1.7_10yrs,0.7201364566900255,0.7523582656642294,0.9401086553344556
footprint_1_v1.710yrs,0.8507554994796748,0.7764200843670375,0.891060381650466
rolling_nm_scale0.4_nslice2_v1.7_10yrs,0.697246938674696,0.7381059164749045,0.9337256941942795
rolling_nm_scale0.8_nslice2_v1.7_10yrs,0.7050165152490037,0.8653877502261617,0.9229142947940366
footprint_3_v1.710yrs,0.7395329700426182,0.7930825670573584,0.8903610790508979
footprint_2_v1.710yrs,0.8364377129554785,0.982160235002421,0.9035569283593801
euclid_dither4_v1.7_10yrs,0.7826646192556532,0.743200802468424,0.9263010135758549
ddf_dither0.30_v1.7_10yrs,0.77406323893904,0.7357655903685769,0.9280794846977893
footprint_7_v1.710yrs,0.8026315959764786,0.7906629393764216,0.905029139536975
