,MAG,MODE,d,PM,PM_out
48,22.343545051849777,['H'],75764.41257652604,-6.946741505348274e-05,-3.9327514811663844e-05
49,20.197814892254065,['H'],83931.59540843367,6.270770702171099e-05,0.00017816810649997958
50,19.580207957361825,['H'],104469.99922223912,5.037961073916085e-05,-5.1643795206782895e-05
51,24.113137164952626,['H'],133072.9954829355,3.955090869966746e-05,0.00013443221993698098
52,15.949694356898055,['H'],38400.676149160056,0.00013705899016707714,-9.252397077218597e-05
53,18.49805807129105,['H'],41725.866503754114,0.00012613657512093395,0.00047487406247859036
54,20.73236684547901,['H'],126969.1958703246,-4.145224248023259e-05,5.9373813676684375e-05
55,20.414692954261852,['H'],92747.26055234614,5.674731375776151e-05,-0.00019996616482624352
56,20.185836489124554,['D'],76753.56347616558,-6.85721633806777e-05,0.00019931744264864453
57,17.31312918578574,['H'],22232.50185159447,0.00023673259671220406,0.00016849738292396094
58,18.759230747793172,['H'],65821.06417531388,-7.996160439944368e-05,8.340091028570126e-05
59,16.281317718224773,['H'],22867.229141648604,0.00023016159334980093,0.0006050953368840058
60,17.64653628978902,['H'],25922.0747096176,0.000203037679417848,-0.0001988490631031837
61,18.185565259133142,['D'],70689.80795887805,7.445426783163067e-05,-0.0001712448372807839
62,20.21584216664088,['H'],84631.28466643626,-6.218927097090547e-05,-0.00013978665441712946
63,17.985015097758527,['H'],50113.301988894345,-0.0001050251666893396,-0.00014414066555723317
64,19.706944984728736,['H'],93643.25408705704,-5.620434644276522e-05,-0.00010701217474207541
65,20.314317914541952,['H'],88557.64989618992,5.943199600380636e-05,-0.00018882170978453831
66,16.469763952845128,['H'],15077.012349792969,0.00034908493623467214,0.0005147645798191256
67,17.01507133906796,['D'],19381.02616273624,-0.0008146871869235095,0.0009112830146027404
68,19.24787010086288,['D'],75798.65862289735,-0.00013887205896139543,0.00011050497106040458
69,23.852153499833694,['H'],118003.0411414983,-4.460188350930509e-05,5.801080009742174e-05
70,20.009512772151872,['H'],76959.9991849575,-6.838822700722653e-05,-0.0002533334773960894
71,16.69029159156126,['D'],38612.97984276112,-0.00027261081202069115,5.069860185739381e-05
72,20.08018506198489,['D'],111205.05068953954,-9.465681391451259e-05,0.0001076299427612995
73,21.53422441490672,['D'],120757.36641798851,-4.3584570042037785e-05,7.696284275483381e-05
74,21.649560772662216,['H'],107675.87373610906,-4.887963953406811e-05,-2.8551689705064397e-05
75,17.802027452725827,['H'],90116.7437229658,5.8403773564174546e-05,0.00011054456608173706
76,24.012007668634983,['H'],116797.29473108493,4.5062327058642765e-05,-0.00017932513383805388
77,22.721686363397502,['H'],90176.53063815922,5.8365051943012745e-05,-0.00022040813099667296
78,18.912957776561388,['D'],107464.87931689176,0.0001469268265555915,-0.00012219816169134254
79,20.31372060508324,['H'],96280.39670110676,-5.466489623090992e-05,4.0149054462968625e-05
80,20.50831652593211,['D'],7188.810824519841,-0.002196395769708566,0.0028438722801581505
81,20.890032117766058,['H'],89758.41470393637,5.8636930165234156e-05,9.00145920774684e-05
82,19.600138631874632,['H'],114659.21823918125,4.590261450900352e-05,-0.0001427546805161983
83,22.23217144348784,['H'],55962.458933618866,9.404800995216911e-05,0.0002335686763943581
84,18.76617612431863,['H'],118788.04227620305,-4.430713558271358e-05,-3.8626034687563015e-05
85,24.47280512871459,['H'],87298.09681180799,6.0289491832597935e-05,-0.00010631857704773034
86,19.986770436629538,['H'],82822.40498427242,-6.35475134504521e-05,-0.0002440295477768433
87,22.93800074131073,['H'],108339.70488950882,4.858013874142003e-05,0.00017834085857956346
88,18.827041370904354,['H'],62444.72741865489,-8.428506476536421e-05,-8.118224947985943e-06
89,21.27424676478789,['H'],137788.14485897677,-3.8197465392422354e-05,1.868328807230455e-05
90,19.71331923866917,['H'],67146.95883395492,7.838266968652891e-05,0.00028301067058873183
91,20.73674195253305,['D'],107574.88500556181,9.785105314246403e-05,-0.00016124876639527646
92,23.729513823497477,['D'],111523.21086300012,-0.0001415801568303749,5.31913641098151e-06
93,22.84491426055072,['H'],95441.90564531751,-5.5145146769133666e-05,-0.00011815438341860061
94,19.315023762768966,['H'],78179.38550980968,6.732155619305093e-05,6.755173637280815e-05
95,23.560958003460595,['H'],112223.89831515637,-4.689872632971999e-05,-0.000112201653481551
96,21.981891793500427,['D'],89713.87359383142,-0.00011733208441238745,2.701849388965413e-05
97,20.427003480328942,['H'],93274.55721363527,5.642651170867688e-05,-0.0001500518345111984
98,19.3589835457127,['H'],102607.22897286217,-5.1294221152087203e-05,0.0001841358326548542
99,20.02894603276581,['H'],84446.75320666928,6.232516579833621e-05,-0.00011999493043345205
100,19.264556563178317,['D'],59388.87009017448,8.862195705601746e-05,-0.0002859131290042272
101,18.79337048471001,['H'],72715.01481549986,-7.238062053746504e-05,-0.00011664617447143203
102,19.63561015848643,['H'],50372.18407093037,0.0001044854018504668,-3.830977787317081e-05
103,20.000682477183076,['H'],126790.43604798983,4.1510685338638264e-05,0.00014572516232799266
104,19.488711399083424,['H'],84689.54114255606,6.214649204294878e-05,-9.107299052354417e-05
105,17.35912446397615,['D'],29206.609414253213,-0.0003604086883271258,0.0003777721721214956
106,19.459480922326538,['D'],50512.188409965886,-0.00010419580026943434,0.0003026678965235035
107,19.30865265488302,['H'],140228.65901910345,3.753268362938448e-05,-7.904445822737858e-05
108,20.96794320484672,['D'],119660.59030865776,4.398405424175849e-05,-8.733380264875577e-05
109,15.204699145903914,['D'],12807.329388571508,0.000821897795403524,-0.0016405354385351544
110,21.350156449668763,['H'],72936.31038015019,-7.216101098759754e-05,3.5422501290166794e-05
111,22.12483959761605,['D'],62993.091044903864,0.000167102703088028,-0.00024785439679664983
112,20.820206660943796,['H'],86918.07157377344,-6.055309096762039e-05,8.645959542125673e-05
113,18.017349594179368,['D'],84140.95149012162,-0.00012510336052842832,0.00019603151710251843
114,21.71223746864328,['D'],110829.0839779324,0.0001424668788867228,-3.494228070049181e-05
115,22.326529608981943,['H'],81751.06551193312,6.438029720809675e-05,0.0001077605234078297
116,20.977307855947767,['H'],120177.75066793033,-4.3794777864329983e-05,-0.00012624255741478015
117,19.126475180088626,['H'],71677.44827822232,-7.342836584119779e-05,0.00015817044114864017
118,22.458104151271392,['H'],121487.98537550106,-4.3322455948785525e-05,-0.00011750905707475835
119,22.128777523633858,['H'],68629.64536374071,7.668927716064731e-05,-0.00021275811720215248
120,23.051254169438106,['H'],104955.95481451195,5.0146348571059085e-05,7.803036721670521e-05
121,20.86453529716216,['H'],88710.65980788492,5.932948651419042e-05,0.00016783663870751942
122,18.51028615195219,['H'],69412.62688928311,-7.582421427634288e-05,1.202741937407377e-05
123,20.762154895962556,['D'],118365.38885619947,-0.00013339603609457948,5.1727500297916384e-05
124,20.28691201484013,['H'],95099.04440092851,5.5343961949269117e-05,-3.149288994627668e-05
125,19.922421455527264,['H'],133004.2568995593,3.957134919908178e-05,-2.212473570523269e-05
126,22.689457573467426,['H'],135146.25472139078,-3.8944163902929056e-05,8.993461541581932e-05
127,20.59102631485568,['H'],109395.38800206502,-4.811133257864117e-05,-5.873383036590791e-05
128,22.986951430898113,['H'],131050.98399167936,-4.016114747426092e-05,-0.00010506003624282779
129,20.451240495292577,['D'],94321.47834846767,-5.580020571022301e-05,6.527155481306344e-05
130,23.66673731779716,['H'],128136.38384990026,4.10746560547716e-05,0.00014958230425462181
131,20.402843751443672,['D'],118638.3233143388,4.436305021600664e-05,-0.00012372587682115638
132,18.64383634498705,['H'],73815.66200218812,7.130137090121641e-05,0.00011225762734683848
133,22.056632230796236,['H'],51616.546767491614,-0.00010196648602714372,0.00030685844973397014
134,19.57761161993805,['H'],88228.68858219802,5.965358863782085e-05,-0.0001879481753990084
135,17.718360594554817,['H'],29138.411277647458,0.00018062611048304806,0.0005088324936131683
136,18.634987547435802,['H'],52559.80671741731,0.00010013655345107524,-5.4487873409912044e-05
137,20.503650354504835,['D'],96625.68169779037,-0.0001634086653442115,4.3944098585923447e-05
138,21.284153686367734,['H'],55010.993358525906,9.567465652610561e-05,0.00016269960852750024
139,20.22555690082801,['H'],118904.6613007818,4.4263680138015216e-05,-3.952624526042332e-05
140,15.343374323069618,['H'],24559.095314115933,0.00021430585399909724,-0.00015645462972766464
141,23.86783795139564,['H'],129259.16326720711,4.071787068477876e-05,-8.473649795740615e-05
142,22.573693049824534,['H'],128130.08373504043,-4.107667568235186e-05,0.0001109313631186037
143,21.02807105612302,['D'],123020.28001724635,-4.278284762478995e-05,0.00014219916039260938
144,19.534944616086076,['H'],73149.93140623631,7.195027792313332e-05,-3.9095186713378005e-05
145,21.54347217387949,['H'],121272.738541096,-4.339934892253878e-05,3.4582367364280186e-05
146,19.798215923324555,['H'],59039.56985237531,-8.914627779126837e-05,-0.000258258648358078
147,19.773585156974804,['H'],96561.61736532957,-5.450569323859086e-05,0.00013912299800185527
148,19.879246359479023,['H'],72478.929771454,7.261638535962143e-05,-0.00013755393040621057
149,19.70482477815148,['H'],101738.11941637113,-5.1732407920741685e-05,1.4289802452024197e-06
150,20.303084298949386,['D'],68499.2174096212,-7.683529963946121e-05,0.00015066819683458776
151,19.495578976584312,['H'],71835.77728409316,7.326652670468537e-05,0.00018353923954505464
152,18.42747826614221,['H'],120197.56044625591,4.378756004029021e-05,-4.9938717154383007e-05
153,20.607906375449986,['H'],101378.01305888359,5.191616738118384e-05,-9.726167228216203e-05
154,24.386661298060126,['H'],138791.70457918654,3.792127138069687e-05,-0.00012456446269185244
155,23.01269854372663,['H'],94812.30583503148,-5.551133735629704e-05,3.510783531559875e-05
156,20.602088545566627,['D'],109954.10785295683,-9.573372014032137e-05,9.292868590466308e-05
157,20.234028499938415,['H'],119369.45196468226,4.4091329968525345e-05,-4.057824619837792e-06
158,18.546860646348012,['D'],42674.2482452388,0.0002466666953095797,-0.0003228217084198538
159,18.335725762899564,['H'],35604.72637885544,0.00014782188855304534,-0.00042942843674078593
160,22.646453688669478,['H'],87105.78274402431,-6.042260030202081e-05,0.00014625590325536612
161,19.287260535242762,['D'],42906.27945401857,-0.000367999134045907,0.0003231546580150833
162,20.456708334078733,['H'],73520.83262763363,7.158729990713715e-05,-0.00012826508787107242
163,19.905520611015717,['H'],67458.29685619936,7.802091277157946e-05,0.00023900370356378463
164,21.979093805225173,['H'],136287.57404469195,-3.861803199322432e-05,0.00012914850623231468
165,20.74570529501452,['H'],99328.1413657551,5.298758058259002e-05,7.473028735104468e-05
166,18.753958800799218,['H'],84450.89570586201,6.232210861407725e-05,-0.00014009112425086148
167,20.6069584311974,['H'],101333.76670726821,-5.193883604407e-05,-8.244841524946541e-06
168,22.814249626771193,['D'],111293.21167148039,-9.458183146466892e-05,1.662812525168656e-05
169,20.40446322450316,['D'],92311.35905099373,0.00011403055807746089,-3.948983210970413e-05
170,23.367994438812552,['H'],132064.59010506526,-3.9852907509497336e-05,7.67285203963845e-05
171,19.814263530191454,['H'],76497.3615078961,-6.880182258565319e-05,-2.6878874017292103e-05
172,17.796064773954008,['D'],27769.972826920868,0.00037905387430805214,-0.0004191652946547293
173,21.967449818986555,['H'],105398.32614410881,4.993587742124711e-05,-0.00012419427703121407
174,21.16339855157688,['D'],40458.027971169766,-0.0003902680005921704,0.0001131003764490264
175,22.564436779046254,['H'],127585.06987497484,4.125214572437354e-05,-6.205655341223519e-05
176,23.917301239083194,['D'],13731.255487260838,-0.0011498929357813786,0.0011538611451798395
177,18.77698321930549,['D'],43627.38112763008,0.00024127773699455826,-0.00022082041054414741
178,18.893976647278414,['H'],50071.32448058744,0.00010511321498550251,0.0003263882028233587
179,19.306838245732557,['D'],92112.30478957064,5.713848879105195e-05,-0.0002283844425581853
180,19.512569186677435,['D'],101266.0423488328,-0.00010394714304340552,0.0001392738165676771
181,21.796644924601043,['D'],58895.92335394228,8.936370456588734e-05,-0.00021089534173465311
182,18.83813005642703,['D'],103824.77802838608,-0.00010138539170867046,0.00017199340028817587
183,21.980195175854586,['H'],82430.70897595804,6.384947988585067e-05,-0.00024582724672400706
184,18.851779798369318,['H'],68687.02551037827,-7.662521204884034e-05,0.0002162431887221552
185,18.614222788939863,['H'],101847.60195013313,5.167679743028023e-05,-6.42026551834259e-05
186,19.69094831437538,['H'],72274.21991895356,7.282206436318251e-05,3.664021970780071e-05
187,19.721576169381038,['H'],73300.84546100443,-7.180214445871306e-05,0.00010657987229581263
188,19.316548521578213,['H'],43488.903151684,0.00012102300847596888,0.0003772466416275007
189,20.37942987922942,['H'],99238.39365407947,5.3035500686185135e-05,4.887990722851814e-05
190,20.501880236920467,['D'],114182.89432834885,-9.218820254462806e-05,2.696982442066365e-05
191,17.807274758176135,['D'],27913.702891649453,-0.0005656531398037499,0.0007181182219254662
192,23.55862530885423,['H'],132581.0065284763,-3.9697676405906596e-05,-3.581274029186931e-05
193,23.409738988370247,['H'],134627.97011809054,-3.909408936434383e-05,1.4214654205412454e-05
194,18.68143373401494,['H'],58394.80960963876,9.013057718520408e-05,0.0002432977500397503
195,21.44148529608463,['H'],125833.72679523494,4.182628957100988e-05,-3.015388178449458e-05
196,23.470791945029895,['H'],65082.56173563543,-8.086894176224542e-05,1.4625139645645285e-05
197,18.809188760372784,['D'],44279.2495785634,0.00011886285212215652,-1.5205456215151822e-05
198,21.56401636471736,['D'],112574.69343079477,0.0001402577542342329,-3.5138983971847353e-06
199,18.48437248993337,['H'],35059.50241071367,0.00015012072427840557,0.0005819702085981932
200,20.58114622482212,['H'],128790.99396962105,4.08658845817923e-05,-3.2664333796947695e-05
201,21.773209381982046,['H'],134806.43580935677,-3.9042334018681424e-05,7.654361039483011e-05
202,15.832347766272706,['H'],15723.783421964376,-0.0003347259214588772,-0.0012309857076253374
203,20.194820585945187,['H'],83815.93945532313,-6.279423614338051e-05,-2.4031537098588533e-05
204,19.299297897928465,['H'],46920.170282445164,-0.00011217260856161077,2.1412477916388868e-05
205,21.679764892846883,['H'],118738.20480472952,4.432573242447407e-05,2.7699734636811633e-05
206,22.80923202041306,['D'],111036.34409826547,4.740031687353672e-05,-6.355933840899217e-05
207,19.626067811837235,['H'],64502.427957561486,-8.159627569677946e-05,3.3856830636723475e-05
208,18.229436614077827,['D'],92773.68832430687,-0.00011346229711895342,8.180604343244084e-05
209,18.782134156096056,['D'],85553.80533356768,0.00012303737686982354,-0.00017498290606167698
210,19.485837107103876,['H'],84577.51511150303,6.222880735852955e-05,-0.00015687702373419856
211,20.75217846708546,['H'],108342.3355304512,-4.857895917572826e-05,7.247311074793937e-05
212,20.185465805681524,['H'],25788.029665633578,0.00020409306034538922,0.00025328201136031017
213,19.184885816132816,['D'],94701.83914080114,-0.00011115217914430716,0.00012694042172919426
214,20.006128539668545,['H'],59744.02223951598,8.809513818196988e-05,-0.00012070560731880293
215,21.089831051554924,['H'],126569.39678541214,-4.158317909707736e-05,7.419655017663636e-05
216,18.109646730574923,['H'],37944.98156045119,0.00013870497963879523,0.0004818853800734297
217,20.23076517856181,['D'],85214.89941632122,0.000185290058339098,-0.00014296269254536083
218,20.005557492324925,['H'],83542.07317052595,6.300008720149537e-05,6.934520717080436e-05
219,22.693891954812628,['H'],89029.64485738776,5.911691440719143e-05,-0.0001811443139644337
220,18.3538157926507,['H'],98242.7834433768,5.357297208268041e-05,0.00012861256338361898
221,20.600403332548986,['H'],109868.8089514467,-4.790402248797237e-05,0.00015887534366039512
222,20.849557925813546,['H'],145736.33216165446,3.611424698748981e-05,-0.00010004567614660791
223,19.42395853795829,['H'],63912.44876592412,-8.234949522921386e-05,0.00027164423228521345
224,21.39953304245861,['H'],58013.00453764468,-9.072375989975792e-05,0.0002489484975579937
225,18.997908305387906,['H'],67556.81417985263,-7.790713577352893e-05,0.00011840938027792903
226,18.34203114133068,['D'],42230.986671783,-0.000249255738950256,0.00012687703138191878
227,21.0587563127715,['H'],135689.1158317073,3.878835721256109e-05,-7.860336906510262e-05
228,23.172304096300543,['D'],110972.93420797224,-0.00014228220418701173,0.0001335455301545426
229,20.45944036224059,['H'],121771.12614981312,-4.322172308944291e-05,-0.0001365249765062642
230,18.917089629911803,['D'],50607.12620273502,0.00010400033136938726,-0.0003770368186325221
231,15.787924436855018,['H'],30138.552310380262,-0.00017463207391431724,-9.532213587948939e-06
232,18.763082736901893,['D'],55753.584907648816,0.00028320104815438284,-0.0003388317263869012
233,20.5990696846332,['H'],85371.70144418863,6.164991215710521e-05,0.00021485838225625482
234,19.50349004670637,['H'],85267.8886406774,-6.172497030993718e-05,-2.387486173769338e-05
235,22.816815916180413,['H'],86633.96338613884,-6.075166931100986e-05,-0.00018580164122106667
236,22.61221823398232,['H'],66666.2684514441,-7.894783999452775e-05,-0.00020495477368577756
237,19.893622743552747,['D'],120690.90634863914,-8.721714094238695e-05,9.013530929724339e-06
238,19.74454635454681,['H'],95278.90797666243,-5.5239485910417836e-05,1.41879201522296e-05
239,20.590013614147626,['H'],129317.99807298755,-4.069934559121691e-05,-1.8079420197129395e-05
240,19.31953548849466,['D'],56010.51910165827,-9.396731148276432e-05,7.04375384444269e-05
241,20.036912082410236,['D'],109010.89780734463,-9.656205022801374e-05,0.00013872483135041132
242,21.033929802518333,['H'],123352.64334701144,4.2667572837743796e-05,-4.6578185742280376e-05
243,20.030669624453818,['H'],84513.80886066133,6.227571524334275e-05,-0.00019857819540792295
244,20.558078606115803,['H'],77034.35865456112,6.83222134468334e-05,0.00010648994451038405
245,19.179554554757928,['D'],62106.33634463317,8.474429831975833e-05,-1.338858676908665e-05
246,20.938383898868906,['D'],118042.73946049096,8.917376737937242e-05,-2.6144048360344784e-05
247,21.81050090974517,['H'],70100.14752716082,7.508055375628978e-05,5.198395916371154e-05
248,19.239014994636538,['D'],69415.94637233202,7.582058834876946e-05,-9.818995626349766e-05
249,23.016627631869024,['H'],122164.29030731856,4.308262161959729e-05,-5.746849902730935e-05
250,22.13662776005209,['H'],88588.13361407162,-5.9411545090964943e-05,-0.00013049923317722792
251,19.99481643286574,['H'],76440.8990958196,-6.885264245962635e-05,-0.00016583480397017061
252,18.580268982506297,['H'],92199.54896215,-5.708442127951719e-05,-7.942291498220727e-05
253,20.29232696137041,['H'],52995.67062996295,-9.93129784409433e-05,-2.599407278273786e-05
254,17.978857331045575,['D'],30208.834243627367,0.0003484515722977373,-0.00028096858188184635
255,19.162452884435172,['H'],56661.01198314352,9.28885261756817e-05,2.0946200995821443e-05
256,19.49999812495624,['H'],55966.85140865679,9.40406287340787e-05,-0.00017442622473094283
257,21.254690819744575,['H'],106171.24594795077,4.957234746323921e-05,9.652710140250202e-05
258,19.265385893501488,['D'],59411.55626255018,-0.0002657643508686096,2.311199612700731e-05
259,22.190863431960107,['H'],64937.817214813884,8.104919629999803e-05,-6.995348113867094e-05
260,19.667056441980762,['D'],118247.65541051667,-4.450961734898592e-05,4.6976782079472575e-06
261,22.212769312693723,['H'],65596.22736770732,-8.023567979349781e-05,0.0002461121905347373
262,20.62105286631709,['H'],131179.75736017418,4.012172305126342e-05,-4.7474029501731786e-05
263,20.287862475739672,['D'],87485.28181540463,-6.016049540586943e-05,5.065258789933514e-05
264,16.75036132733203,['D'],46947.207572726256,-0.0003363240222488406,0.000204319541561681
265,23.552825371928463,['H'],52550.58734398513,0.00010015412121438936,-0.00020378816135014887
266,18.834228736198302,['H'],34826.8742048051,0.00015112346470676598,0.000353441505803116
267,18.795567632651505,['D'],56593.91999687222,0.00018599729069934448,-0.0002485028912407629
268,19.420853956267045,['H'],89266.71256407547,5.8959916228112e-05,-7.0701352816163815e-06
269,23.626489018426795,['H'],136789.90681103134,3.847621522257224e-05,-3.455917900306249e-05
270,21.65895101353975,['H'],117605.51896963293,4.475264376067121e-05,-5.465994431186229e-05
271,20.731246487674092,['H'],83429.19392326669,-6.308532597806936e-05,-0.0001892802893600389
272,18.33937879932733,['D'],35664.67410225291,0.00029514683799700684,-0.0002470382674356793
273,19.088755313026816,['H'],83310.7535312037,6.317501248822036e-05,-8.709172839142504e-05
274,21.131553332943696,['D'],39869.029727853485,-0.0001320111858919875,0.00026435233715919404
275,20.78092033516794,['H'],129840.16748639256,4.053566778777014e-05,-1.4052233068235144e-05
276,19.223555990330066,['D'],29788.93302906105,-0.0005300449555815531,0.0004707296548760762
277,19.414635399335737,['H'],96800.38394229024,5.437125019953015e-05,0.00015682143853615782
278,17.105469732714354,['D'],42987.05534503601,0.00036730763615874974,-0.0002508643211940847
279,21.215308782255228,['H'],113386.6061810606,-4.6417809580898874e-05,0.0001645879013245391
280,21.37827590056902,['D'],112389.03185378588,4.682981789169626e-05,-9.493326009625852e-05
281,20.75301476823765,['H'],84269.7496371505,-6.245607608185616e-05,-0.00012931616687123358
282,24.971397070064324,['H'],20516.258574499112,-0.00025653595053041193,0.0009240308612459666
283,20.209373882372574,['D'],91763.19502207598,-0.00017206761033562493,0.00020322192521028792
284,19.763064359652716,['H'],68702.94786868567,7.660745365390286e-05,-0.0002594371329159994
285,22.902574811915933,['H'],90123.89696394194,-5.839913798714898e-05,0.00022189011611103922
286,23.24996496050191,['D'],115013.61184853685,-4.5761173917987845e-05,0.00017027192167401315
287,22.54166937302136,['D'],98164.0854022758,-0.00010723184295291816,0.00020119984971493928
288,21.130241684668874,['H'],100257.54986342796,5.249637460626535e-05,-0.00020782918873081812
289,19.54692043307265,['H'],62193.727521082765,8.462522033194922e-05,0.00021606145627180815
290,18.125323652446347,['H'],32316.71665617192,0.00016286177679289933,-0.0005734735651193526
291,22.208662428784212,['H'],71201.43323305635,-7.391926897748656e-05,0.00016817380109769095
292,22.05160810104022,['H'],78332.20831687377,6.719021470001235e-05,-0.00018549551075430263
293,21.198071827046327,['D'],103438.71468163784,-0.00010176379145730324,1.6021987906420106e-05
294,20.806992974695284,['H'],111112.03326915237,-4.7368027925360935e-05,7.25206703086881e-05
295,20.159718351669053,['H'],82471.9323423953,6.381756490057742e-05,8.84566046146438e-05
296,21.525427956391052,['H'],56529.232788220674,-9.310506502811688e-05,-9.733391141426982e-05
297,20.48798824156106,['H'],41461.75187594987,0.00012694007504757097,0.0002450701147942388
298,21.379762087580477,['H'],87443.47689006642,6.018925689967317e-05,-0.0002326034298710226
299,22.92075958176116,['H'],107482.91007722497,4.8967392964661435e-05,-0.00012939383382328792
300,22.34493512693834,['D'],54202.3698623266,9.710198849432606e-05,-6.298689286636263e-05
301,20.794804246731765,['D'],120158.52799192765,-8.760356809781202e-05,1.3745663739701196e-05
302,21.36108403604239,['D'],73304.27574243146,-7.17987844696802e-05,0.0002466106430333784
303,21.455988145473455,['H'],50344.714121725774,-0.00010454241297331309,-0.00022255946548654164
304,24.281314114449568,['H'],57145.43893540129,-9.21011019039762e-05,4.001018287955422e-05
305,19.886969339984084,['H'],72737.16466296224,7.235857926445738e-05,0.00012659184477398192
306,19.95340917664025,['H'],81559.69355455003,6.453135936829698e-05,0.00022267604195639292
307,17.482911604296973,['H'],26144.242963849676,0.00020131230810600814,-0.0006303704750317103
308,19.831990084633887,['H'],70918.65932479031,7.421400721399503e-05,0.0002502549731914338
309,20.34625282762591,['D'],89869.65314618226,-0.00017569305245372782,0.00017167905107865736
310,20.116434016101465,['H'],80844.28105376556,6.510241449530085e-05,-1.98070020690637e-05
311,22.562050572635073,['H'],91116.62282167422,5.776287280793376e-05,6.494224729236717e-05
312,19.458116654684826,['H'],76785.56441895968,6.8543585432541e-05,0.00027022659509299933
313,19.147651004136385,['H'],40234.53169994292,0.0001308119585928798,-0.0005114099968222889
314,20.105800059708656,['H'],87489.06232330012,6.0157895798308924e-05,0.00019271661169801784
