db,uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
baseline_nexp1_v1.7_10yrs.db,747,857,1173,1141,850,615,882,1121,1187,1006,889,957,1136,1176,1041,975,1165,1092,978,1062,828
baseline_nexp2_v1.7_10yrs.db,281,580,930,918,657,455,286,787,964,899,776,126,810,1029,858,147,842,832,174,745,207
cadence_drive_gl100_gcbv1.7_10yrs.db,152,5,1295,831,905,966,865,1135,715,1339,1373,268,326,1200,1340,90,561,525,115,421,122
cadence_drive_gl100v1.7_10yrs.db,155,9,1276,825,926,988,627,897,607,1342,1377,172,264,1144,1344,81,583,562,100,412,120
cadence_drive_gl200_gcbv1.7_10yrs.db,2,0,1255,458,789,1329,1341,1340,1006,1350,1391,341,6,1306,1352,10,510,522,14,68,37
cadence_drive_gl200v1.7_10yrs.db,3,0,1235,435,803,1345,1339,1338,990,1351,1388,218,5,1310,1355,3,461,433,14,20,12
cadence_drive_gl30_gcbv1.7_10yrs.db,262,190,1037,820,856,729,420,800,927,1290,1348,163,760,1236,1300,104,697,705,129,529,137
cadence_drive_gl30v1.7_10yrs.db,287,198,1007,847,889,788,300,651,882,1272,1352,156,783,1205,1311,108,640,688,121,577,160
ddf_dither0.00_v1.7_10yrs.db,295,531,920,904,731,532,268,724,924,912,866,153,811,997,916,136,849,806,168,739,194
ddf_dither0.05_v1.7_10yrs.db,291,549,931,932,751,510,283,752,931,852,756,152,824,1005,879,146,832,764,192,701,200
ddf_dither0.10_v1.7_10yrs.db,302,575,1008,962,685,502,283,813,976,866,803,142,814,971,865,132,820,823,169,743,186
ddf_dither0.30_v1.7_10yrs.db,282,597,921,956,748,484,269,740,935,875,797,139,779,1038,894,144,842,834,178,735,225
ddf_dither0.70_v1.7_10yrs.db,281,580,930,918,657,455,286,787,964,899,776,126,810,1029,858,147,842,832,174,745,207
ddf_dither1.00_v1.7_10yrs.db,308,548,988,941,759,569,281,801,937,896,798,139,807,997,853,167,840,795,176,731,187
ddf_dither1.50_v1.7_10yrs.db,292,582,913,959,683,463,277,761,962,882,842,136,821,987,935,139,837,866,175,778,211
ddf_dither2.00_v1.7_10yrs.db,323,600,947,895,686,503,292,800,960,869,804,166,795,973,841,140,796,793,167,747,201
euclid_dither1_v1.7_10yrs.db,281,580,930,918,657,455,286,787,964,899,776,126,810,1029,858,147,842,832,174,745,207
euclid_dither2_v1.7_10yrs.db,303,535,982,971,788,571,282,779,955,886,843,147,797,1034,909,155,820,774,187,746,192
euclid_dither3_v1.7_10yrs.db,291,534,930,917,727,513,256,796,981,848,730,127,816,983,829,150,868,804,160,764,191
euclid_dither4_v1.7_10yrs.db,293,576,984,1000,756,494,293,798,1016,960,877,152,837,1043,892,148,857,822,150,720,194
euclid_dither5_v1.7_10yrs.db,321,542,986,914,735,583,252,766,935,928,821,132,798,1046,880,141,885,811,174,751,193
footprint_0_v1.710yrs.db,105,380,714,747,658,506,77,431,685,736,835,24,555,831,909,20,487,501,32,346,85
footprint_1_v1.710yrs.db,150,369,831,812,734,629,102,518,772,812,888,33,610,868,962,37,517,509,62,352,129
footprint_2_v1.710yrs.db,142,436,751,790,732,588,113,539,764,780,910,47,606,893,942,46,602,532,67,340,123
footprint_3_v1.710yrs.db,150,385,782,783,705,537,76,509,738,785,894,27,547,851,964,32,553,524,43,305,77
footprint_4_v1.710yrs.db,224,449,796,772,631,519,194,611,763,740,864,96,630,855,926,84,596,539,117,392,173
footprint_5_v1.710yrs.db,150,385,782,783,705,537,76,509,738,785,894,27,547,851,964,32,553,524,43,305,77
footprint_6_v1.710yrs.db,124,402,723,763,659,503,90,488,735,729,811,17,605,883,932,23,481,450,34,297,64
footprint_7_v1.710yrs.db,156,441,783,851,787,543,127,603,815,793,839,50,661,894,935,71,568,524,82,439,161
footprint_8_v1.710yrs.db,140,438,774,810,690,619,88,513,801,864,981,43,670,950,968,35,538,524,45,396,128
pair_times_11_v1.7_10yrs.db,55,349,688,819,601,433,60,462,836,721,679,13,569,878,756,11,469,650,23,554,56
pair_times_22_v1.7_10yrs.db,281,580,930,918,657,455,286,787,964,899,776,126,810,1029,858,147,842,832,174,745,207
pair_times_33_v1.7_10yrs.db,529,530,966,902,792,651,446,756,882,911,849,244,615,1012,885,251,776,871,296,627,245
pair_times_44_v1.7_10yrs.db,721,474,881,809,812,800,554,584,845,964,1000,335,361,978,971,296,607,851,323,512,288
pair_times_55_v1.7_10yrs.db,776,429,740,742,900,784,622,429,698,1010,989,358,250,973,907,329,445,757,343,328,301
rolling_nm_scale0.2_nslice2_v1.7_10yrs.db,269,561,909,956,754,519,265,750,965,864,903,139,816,1003,971,120,847,780,145,695,172
rolling_nm_scale0.2_nslice3_v1.7_10yrs.db,253,564,876,931,743,497,246,758,960,823,927,117,866,1006,1004,128,837,794,170,708,199
rolling_nm_scale0.4_nslice2_v1.7_10yrs.db,271,605,889,898,752,613,265,799,928,830,854,116,867,1056,990,137,883,825,164,749,198
rolling_nm_scale0.4_nslice3_v1.7_10yrs.db,283,615,841,851,732,660,260,762,914,827,932,127,878,999,1011,140,838,911,159,809,195
rolling_nm_scale0.6_nslice2_v1.7_10yrs.db,267,599,884,870,715,620,271,788,942,836,895,124,923,987,1006,125,878,894,171,861,198
rolling_nm_scale0.6_nslice3_v1.7_10yrs.db,258,647,795,837,755,672,265,702,939,893,929,144,930,1051,1076,142,839,929,165,892,212
rolling_nm_scale0.8_nslice2_v1.7_10yrs.db,264,676,868,826,766,739,294,776,947,886,947,139,963,1050,1059,143,971,949,176,854,194
