db,g,i,r,u,y,z
agnddf_v1.5_10yrs.db,24.377390339470587,23.12180404737811,23.779574125990546,23.235134090655638,21.891757029674494,22.59157656226186
alt_dust_v1.5_10yrs.db,24.35292761931527,23.018066313935734,23.78637833861294,23.337211096191286,21.733828131567037,22.442200576230086
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,24.34320323964448,23.023376022753908,23.74118120073001,23.32106562339632,21.658533967819743,22.45082039547443
baseline_2snaps_v1.5_10yrs.db,24.31881889520302,23.05244943850773,23.878535937937226,23.12284477954211,21.851645357841498,22.537124875547857
baseline_samefilt_v1.5_10yrs.db,24.412756783808575,23.28614711161849,23.88507629625782,23.42439591552737,21.77947250028412,22.676301197159944
baseline_v1.5_10yrs.db,24.383307272592347,23.169613431720514,23.823693166075632,23.252953412367397,21.88313418361598,22.57855773629847
bulges_bs_v1.5_10yrs.db,24.295178758945355,22.963101947008006,23.760701038609746,23.323572732030932,21.72526830481813,22.45100299538049
bulges_bulge_wfd_v1.5_10yrs.db,24.320518404755383,22.970230676326345,23.809180169307886,23.27573290890732,21.741942008754975,22.422367605927853
bulges_cadence_bs_v1.5_10yrs.db,24.264732046046277,22.952358622897414,23.790023938564808,23.283563461697966,21.76313135955549,22.478072546365226
bulges_cadence_bulge_wfd_v1.5_10yrs.db,24.34291460570369,22.97145717269667,23.802325379840397,23.308334972587215,21.764731061297677,22.463958695059695
bulges_cadence_i_heavy_v1.5_10yrs.db,24.33116735422945,22.992860900790085,23.825334806453544,23.2974254764457,21.752528599853804,22.440027314039835
bulges_i_heavy_v1.5_10yrs.db,24.356108961220766,22.96093549740737,23.781542535089848,23.23319085522302,21.69443184530192,22.44886636685975
daily_ddf_v1.5_10yrs.db,24.29525300905548,23.06768906973506,23.854524347779204,23.286720700306,21.891215136363613,22.607961544310562
dcr_nham1_ug_v1.5_10yrs.db,24.35083483826233,23.120168593353426,23.856392076923626,23.26925101122707,21.882379645627452,22.507202140447262
dcr_nham1_ugr_v1.5_10yrs.db,24.361512388391112,23.102946377833373,23.89722778442965,23.22164764200081,21.876708853776314,22.581178756917666
dcr_nham1_ugri_v1.5_10yrs.db,24.344468572110102,23.069785855924458,23.85437493118293,23.267774389062485,21.875978693350337,22.54143845270341
dcr_nham2_ug_v1.5_10yrs.db,24.353846902910153,23.151350481821012,23.94712937342257,23.283950760929873,21.814209125245927,22.55312248419312
dcr_nham2_ugr_v1.5_10yrs.db,24.43410450942104,23.05947844441112,23.84813589813631,23.335774535764447,21.80236647155796,22.550023424594247
dcr_nham2_ugri_v1.5_10yrs.db,24.334926963659406,23.21946922635134,23.88065619561966,23.249728074087958,21.829219194209614,22.583777575437868
