db,g,i,r,u,y,z
baseline_nexp2_v1.7.1_10yrs.db,24.505346207021518,23.466169706612497,24.0394309288149,23.528874210832374,22.030284962281517,22.82456933438437
bulge_roll_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.46599106694218,23.421408496805892,23.995625492170586,23.505557288656355,22.002333849781472,22.773957440362466
bulge_roll_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.460998401965206,23.404978240664324,23.977302012633615,23.4910232181412,21.993992665888552,22.757870525571175
footprint_6_v1.7.1_10yrs.db,24.483027396797745,23.450240300247287,24.019877540395488,23.50258070493682,22.006139522156957,22.797082313412034
full_disk_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.488828690658245,23.439462053687578,24.016627953154405,23.515904543907304,22.028838218139462,22.795002138614908
full_disk_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.47712535273923,23.418696430189343,23.99962370430865,23.503018421800036,22.023586185863646,22.77662203601011
full_disk_v1.7_10yrs.db,24.50220131052383,23.470794281403062,24.044320380099254,23.52843033961092,22.03477569897887,22.828566687269497
rolling_nm_scale0.90_nslice2_fpw0.9_nrw1.0v1.7_10yrs.db,24.474748366273165,23.416351107128417,24.007773214642253,23.41278464511501,22.006750998962733,22.763266177978583
rolling_nm_scale0.90_nslice3_fpw0.9_nrw1.0v1.7_10yrs.db,24.462676269165406,23.397057145264036,23.991356881521334,23.400015193213655,21.99800724077342,22.745472836750796
six_stripe_scale0.90_nslice6_fpw0.9_nrw0.0v1.7_10yrs.db,24.429340867659832,23.375775954318108,23.946442749874677,23.46327669693673,22.000101958948093,22.739356315707482
