db,flux change,color,footprint,star count,depth,family
agnddf_v1.5_10yrs.db,0.13298820346473691,0.43158989657848956,0.3866321861945494,0.15727235795174663,0.9323163352207207,agnddf
alt_dust_v1.5_10yrs.db,0.13304398107467777,0.5702900001254486,0.2366819176447185,0.05311182433677138,0.802599315122437,alt
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,0.13895595232680294,0.6222824498554573,0.34903520986671976,0.07384430863461171,0.6957472787490485,alt
baseline_2snaps_v1.5_10yrs.db,0.1353745291284073,0.4399321671551164,0.22060871295006965,0.09054366673638284,0.8643639089939503,baseline
baseline_samefilt_v1.5_10yrs.db,0.20647857106034198,0.21839638123447636,0.3412373184802068,0.13229637017465815,0.8676711558355275,baseline
baseline_v1.5_10yrs.db,0.14242486791452344,0.46361337037553974,0.40747961010543066,0.16648463258381707,0.9232854065035967,baseline
bulges_bs_v1.5_10yrs.db,0.1227041538791327,0.42421512402003614,0.16849015317286653,0.05503423391847621,0.9277751660425643,bulges
bulges_bulge_wfd_v1.5_10yrs.db,0.12691359487358317,0.4061510241872724,0.16387507459717526,0.046939253887231774,0.9303809331727889,bulges
bulges_cadence_bs_v1.5_10yrs.db,0.13051111947597166,0.406011444029634,0.17270738014720508,0.05567583938413355,0.924142910966272,bulges
bulges_cadence_bulge_wfd_v1.5_10yrs.db,0.13024059164428708,0.4069226562033893,0.16514819972150382,0.04928141554575988,0.9256238766900566,bulges
bulges_cadence_i_heavy_v1.5_10yrs.db,0.1229385908703989,0.4140212859766769,0.16061269146608317,0.046603256018247205,0.9306148125042105,bulges
bulges_i_heavy_v1.5_10yrs.db,0.1285863838430334,0.3944105068803577,0.1491545653471255,0.04309128925533503,0.925667058702067,bulges
daily_ddf_v1.5_10yrs.db,0.14930317032148047,0.41656328847889906,0.2835090511239307,0.12247498374168973,0.9129305419088742,daily
dcr_nham1_ug_v1.5_10yrs.db,0.19307365105810445,0.45157601420439025,0.3939128704993038,0.162252364816197,0.8765017716216655,dcr
dcr_nham1_ugr_v1.5_10yrs.db,0.22656933512187838,0.4327127783702931,0.36944499701611305,0.15592402766217914,0.8679415419222904,dcr
dcr_nham1_ugri_v1.5_10yrs.db,0.17935578127077248,0.4536361705088356,0.379192361249254,0.15557623611088564,0.8474367916646824,dcr
