db,g,i,r,u,y,z
agnddf_v1.5_10yrs.db,24.42788452006662,23.384127700295085,23.982907818643657,23.468845162221495,21.979146824621566,22.74543240349455
alt_dust_v1.5_10yrs.db,24.368164553203588,23.27207418436977,23.888368259954664,23.448023898791945,21.93355481844339,22.673618394309734
alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs.db,24.37374551177121,23.287067310117163,23.879573211050865,23.446183038316647,21.95327861870041,22.67201751077752
baseline_2snaps_v1.5_10yrs.db,24.373999378815732,23.351952472578045,23.948191449059582,23.253228902428106,21.96993886084607,22.72724166120726
baseline_samefilt_v1.5_10yrs.db,24.36027368543971,23.422543532680553,23.954564797847752,23.481806850248848,21.966843872723086,22.688875628104594
baseline_v1.5_10yrs.db,24.41609698229679,23.383144333152302,23.987292651805156,23.459656338696625,21.988397322347968,22.748027119836685
bulges_bs_v1.5_10yrs.db,24.35758242478119,23.31546095724289,23.8994044790548,23.440284817400222,21.937517427651397,22.70342151264761
bulges_bulge_wfd_v1.5_10yrs.db,24.365452084461126,23.36428740632362,23.927835442401715,23.443041196041264,21.96948967004443,22.72233244037866
bulges_cadence_bs_v1.5_10yrs.db,24.36898344921137,23.318119619444275,23.905472781971056,23.450952462355865,21.95769303714599,22.677585060158076
bulges_cadence_bulge_wfd_v1.5_10yrs.db,24.3417390356446,23.35320931556721,23.906334757317577,23.447972083150695,21.95459421344167,22.692597298109582
bulges_cadence_i_heavy_v1.5_10yrs.db,24.351509194987614,23.29807043179608,23.905184711831872,23.455225868153505,21.967497458138567,22.693320308380397
bulges_i_heavy_v1.5_10yrs.db,24.36796714296056,23.27903965784386,23.919405218103687,23.428665768372237,21.95977904761809,22.70121786199116
daily_ddf_v1.5_10yrs.db,24.43965903862984,23.38828173920878,23.989960887686003,23.473053733214872,21.99228294504493,22.74431529342756
dcr_nham1_ug_v1.5_10yrs.db,24.357325699128516,23.3853283919196,23.980538498097502,23.39048903095503,21.97672919031605,22.742683334065575
dcr_nham1_ugr_v1.5_10yrs.db,24.372071800064802,23.387091939969565,23.950465845100048,23.380903131781572,21.980191394428388,22.752693340836117
dcr_nham1_ugri_v1.5_10yrs.db,24.352510520439935,23.324014538466262,23.94731640303973,23.374751700326826,21.967567633942778,22.733409623649273
dcr_nham2_ug_v1.5_10yrs.db,24.309299916895192,23.397909251403572,23.961831034816996,23.34639639304924,21.984969375272062,22.736006054902383
dcr_nham2_ugr_v1.5_10yrs.db,24.328692000348447,23.385204079479017,23.90035936038261,23.337008640966157,21.970155755434412,22.754117127947268
dcr_nham2_ugri_v1.5_10yrs.db,24.32677583985628,23.284285112729357,23.911330104930435,23.33374022003876,21.979065799800072,22.73198928802093
