uu,ug,ur,ui,uz,uy,gg,gr,gi,gz,gy,rr,ri,rz,ry,ii,iz,iy,zz,zy,yy
101,100,100,89,70,26,101,101,93,88,85,102,102,92,92,104,106,92,104,101,103
22,22,20,15,10,8,22,20,15,14,11,23,22,15,14,22,22,17,23,23,23
21,22,21,17,13,8,21,22,17,16,15,23,23,18,17,23,23,18,23,22,23
101,101,99,90,62,31,102,103,91,88,74,104,102,91,89,102,101,92,101,101,102
98,84,85,85,23,9,100,88,88,73,58,104,91,87,81,103,91,91,102,91,101
101,101,99,92,72,27,101,102,93,90,82,102,104,90,87,103,103,91,103,102,103
96,97,95,69,43,29,97,99,81,64,50,101,102,86,77,103,104,85,102,102,101
101,102,98,75,29,17,101,101,84,76,67,102,99,85,83,98,100,91,102,102,101
94,99,95,68,29,23,100,99,82,66,53,100,99,81,67,101,102,89,101,100,99
96,100,93,72,46,26,99,101,85,74,58,102,103,82,74,103,102,89,102,102,100
94,94,94,70,40,25,99,100,85,68,53,101,103,86,76,101,101,91,99,100,102
96,97,95,69,36,27,96,100,83,67,54,102,104,85,73,103,103,90,100,100,101
101,102,100,89,81,26,99,99,91,87,79,103,104,91,87,104,102,93,102,102,103
100,99,99,90,72,20,101,101,92,90,86,103,104,91,89,103,102,92,102,101,103
101,101,100,90,74,37,101,102,94,89,77,102,100,92,92,102,102,92,102,100,104
98,99,97,90,70,37,101,101,92,88,84,102,101,91,89,102,101,92,102,103,103
98,96,99,89,70,39,100,103,92,89,81,103,103,91,89,103,102,94,103,101,103
99,99,98,89,78,42,101,100,92,89,74,102,102,93,90,103,103,93,103,101,103
101,102,99,91,57,28,104,101,91,87,83,103,102,92,90,102,105,92,103,102,102
101,103,100,93,80,26,103,102,93,85,78,103,104,92,91,103,101,95,102,102,103
103,104,101,92,77,29,103,100,93,86,73,105,103,91,90,105,105,92,104,104,106
103,104,103,94,80,47,103,103,96,88,79,104,104,94,90,105,105,96,105,105,105
102,105,88,90,60,20,105,105,93,88,74,105,102,89,83,104,104,96,104,106,105
105,102,106,91,80,31,103,98,92,88,66,105,104,91,88,105,106,94,105,104,106
101,104,104,89,71,65,101,103,92,85,81,105,105,91,88,105,105,92,106,104,104
105,105,98,91,68,13,105,101,93,82,57,104,106,94,87,106,105,96,104,103,104
104,105,102,94,81,32,102,102,94,88,79,105,104,91,92,105,105,95,105,105,104
101,102,102,93,73,39,101,101,94,87,78,104,105,94,90,104,104,95,105,105,105
97,99,100,91,75,31,98,100,93,88,82,105,105,90,89,102,102,93,103,103,103
21,22,21,16,11,5,22,21,17,14,12,22,22,18,17,22,22,18,22,22,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,119,119,104,66,36,118,120,108,102,92,122,121,108,105,121,121,110,122,122,123
99,101,94,87,56,7,104,105,94,90,75,104,101,92,86,103,103,93,102,98,101
101,102,100,89,75,32,102,102,93,88,77,105,105,92,90,105,103,96,105,104,104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,101,100,91,59,21,102,103,91,87,72,104,103,89,84,102,103,87,102,102,102
99,103,98,89,78,40,100,100,91,89,79,102,102,91,87,103,103,92,103,103,101
95,99,94,82,54,32,98,101,92,77,60,98,98,88,74,100,102,90,97,96,102
100,103,99,93,67,30,101,101,94,91,86,102,103,92,88,103,104,93,102,101,101
99,101,100,92,67,35,101,101,93,87,86,103,105,93,91,103,102,92,102,104,103
102,102,102,92,74,43,103,102,93,87,83,103,103,92,89,103,100,93,101,101,103
97,99,98,90,73,44,101,102,94,90,85,104,103,93,90,103,103,91,103,103,101
99,102,98,89,71,30,100,101,91,89,76,102,104,90,86,103,103,93,104,103,102
99,103,100,92,67,37,103,102,93,88,78,103,104,92,90,105,105,92,104,103,103
21,22,22,16,8,6,22,23,16,13,12,23,23,17,13,22,22,19,23,23,23
100,102,102,92,70,32,101,100,93,87,80,103,103,91,90,103,103,93,103,101,101
101,102,98,91,77,43,101,100,92,86,83,102,104,91,90,103,103,94,104,102,103
99,102,99,90,65,30,102,102,90,89,85,103,103,93,90,103,103,93,104,101,100
99,99,99,91,71,42,101,102,97,90,80,103,102,94,90,103,103,93,102,102,102
100,101,99,91,68,48,101,103,91,88,84,104,103,91,89,104,103,92,104,102,103
100,103,99,90,75,41,101,101,91,88,82,103,103,93,90,103,103,93,103,101,103
101,99,98,87,65,23,101,100,91,86,74,104,104,92,88,104,101,94,103,103,105
98,97,101,88,65,30,101,101,92,88,79,103,104,91,89,101,101,92,103,104,103
101,99,101,88,70,27,104,101,90,83,75,104,102,90,86,103,101,92,103,102,102
99,97,96,87,58,23,102,102,89,81,71,103,104,90,88,103,102,91,103,101,102
100,102,100,93,64,11,101,102,95,91,80,103,103,91,88,103,102,93,102,102,102
